,id,match_date,kick_off_time,home_team,away_team,venue,attendance,month,year,capacity_y,rain,first_end_sec,capacity_ratio
760,10951,2008-07-16,19,新潟,千葉,東北電力ビッグスワンスタジアム,30711.0,7,2008,41684,0,0,73.67575088763074
761,10952,2008-07-17,19,柏,大宮,日立柏サッカー場,7474.0,7,2008,15109,0,0,49.46720497716593
762,10953,2008-07-17,19,川崎F,清水,等々力陸上競技場,14131.0,7,2008,26827,0,0,52.67454430238193
763,10954,2008-07-17,19,磐田,名古屋,ヤマハスタジアム(磐田),8216.0,7,2008,15165,0,0,54.17738212990438
764,10955,2008-07-17,19,浦和,東京V,埼玉スタジアム2002,35080.0,7,2008,62010,0,0,56.57152072246412
765,10956,2008-07-20,14,札幌,神戸,札幌厚別公園競技場,12222.0,7,2008,19620,0,0,62.293577981651374
766,10957,2008-07-20,18,東京V,柏,味の素スタジアム,11171.0,7,2008,48999,0,0,22.798424457641993
767,10958,2008-07-20,18,大分,磐田,九州石油ドーム,19355.0,7,2008,31997,0,0,60.49004594180705
768,10959,2008-07-20,19,千葉,G大阪,フクダ電子アリーナ,15450.0,7,2008,19470,0,0,79.35285053929123
769,10960,2008-07-20,19,横浜FM,鹿島,日産スタジアム,34752.0,7,2008,72081,0,0,48.21242768552045
770,10961,2008-07-20,19,清水,新潟,日本平スタジアム,17025.0,7,2008,20248,0,0,84.08237850651916
771,10962,2008-07-21,18,浦和,川崎F,埼玉スタジアム2002,51168.0,7,2008,62010,0,0,82.51572327044026
772,10963,2008-07-21,19,名古屋,大宮,名古屋市瑞穂陸上競技場,9578.0,7,2008,20223,0,0,47.36191465163428
773,10964,2008-07-21,19,京都,FC東京,京都市西京極総合運動公園陸上競技場兼球技場,14062.0,7,2008,20588,0,0,68.30192345055373
774,10965,2008-07-26,19,柏,京都,日立柏サッカー場,9027.0,7,2008,15109,0,0,59.745846846250586
775,10966,2008-07-26,19,FC東京,横浜FM,味の素スタジアム,28986.0,7,2008,48999,0,0,59.15630931243495
776,10967,2008-07-26,19,川崎F,名古屋,等々力陸上競技場,21952.0,7,2008,26827,0,0,81.82800909531443
777,10968,2008-07-26,19,磐田,東京V,ヤマハスタジアム(磐田),11057.0,7,2008,15165,0,0,72.9113089350478
778,10969,2008-07-26,19,G大阪,大分,万博記念競技場,17619.0,7,2008,21000,0,0,83.89999999999999
779,10970,2008-07-26,19,神戸,千葉,神戸総合運動公園ユニバー記念競技場,9348.0,7,2008,35910,0,0,26.031746031746035
780,10971,2008-07-27,19,大宮,清水,NACK5スタジアム大宮,8657.0,7,2008,15491,1,0,55.884061713252855
781,10972,2008-07-27,18,新潟,札幌,東北電力ビッグスワンスタジアム,35388.0,7,2008,41684,0,0,84.89588331254198
782,10973,2008-07-27,18,鹿島,浦和,県立カシマサッカースタジアム,36412.0,7,2008,37496,0,0,97.10902496266269
783,10974,2008-08-09,16,札幌,大宮,札幌厚別公園競技場,9682.0,8,2008,19620,0,0,49.347604485219165
784,10975,2008-08-09,18,東京V,新潟,味の素スタジアム,9211.0,8,2008,48999,0,0,18.798342823322926
785,10976,2008-08-09,18,大分,清水,九州石油ドーム,18743.0,8,2008,31997,0,0,58.57736662812138
786,10977,2008-08-09,19,千葉,鹿島,フクダ電子アリーナ,16190.0,8,2008,19470,0,0,83.15356959424756
787,10978,2008-08-09,19,磐田,神戸,ヤマハスタジアム(磐田),14239.0,8,2008,15165,0,0,93.8938344873063
788,10979,2008-08-09,19,名古屋,FC東京,名古屋市瑞穂陸上競技場,12269.0,8,2008,20223,0,0,60.66854571527469
789,10980,2008-08-09,19,京都,川崎F,京都市西京極総合運動公園陸上競技場兼球技場,11762.0,8,2008,20588,0,0,57.13036720419662
790,10981,2008-08-09,19,浦和,柏,埼玉スタジアム2002,46981.0,8,2008,62010,0,0,75.7635865183035
791,10982,2008-08-09,19,横浜FM,G大阪,日産スタジアム,24711.0,8,2008,72081,0,0,34.282265784325965
792,10983,2008-08-16,18,大宮,G大阪,NACK5スタジアム大宮,8790.0,8,2008,15491,0,0,56.742624749854755
793,10984,2008-08-16,18,鹿島,東京V,県立カシマサッカースタジアム,21431.0,8,2008,37496,1,0,57.155429912524
794,10985,2008-08-16,18,FC東京,浦和,味の素スタジアム,37154.0,8,2008,48999,0,0,75.82603726606666
795,10986,2008-08-16,19,柏,千葉,日立柏サッカー場,10266.0,8,2008,15109,0,0,67.94625719769674
796,10987,2008-08-16,19,新潟,大分,東北電力ビッグスワンスタジアム,38781.0,8,2008,41684,0,0,93.03569714998561
797,10988,2008-08-16,19,神戸,名古屋,ホームズスタジアム神戸,12799.0,8,2008,28425,0,0,45.02726473175022
798,10989,2008-08-17,14,札幌,京都,札幌ドーム,16338.0,8,2008,39856,0,0,40.9925732637495
799,10990,2008-08-17,19,川崎F,磐田,等々力陸上競技場,14715.0,8,2008,26827,1,0,54.851455623066315
800,10991,2008-08-17,19,清水,横浜FM,日本平スタジアム,18292.0,8,2008,20248,0,0,90.33978664559463
801,10992,2008-08-23,18,鹿島,名古屋,県立カシマサッカースタジアム,19868.0,8,2008,37496,0,0,52.9869852784297
802,10993,2008-08-23,18,浦和,磐田,埼玉スタジアム2002,45253.0,8,2008,62010,0,0,72.97693920335429
803,10994,2008-08-23,18,FC東京,東京V,国立競技場,18431.0,8,2008,54224,0,0,33.99048391856005
804,10995,2008-08-23,19,清水,柏,日本平スタジアム,14163.0,8,2008,20248,0,0,69.94764915053338
805,10996,2008-08-23,19,京都,新潟,京都市西京極総合運動公園陸上競技場兼球技場,8688.0,8,2008,20588,0,0,42.19933942102195
806,10997,2008-08-23,19,G大阪,神戸,万博記念競技場,15448.0,8,2008,21000,0,0,73.56190476190476
807,10998,2008-08-24,18,大分,大宮,九州石油ドーム,18171.0,8,2008,31997,0,0,56.78969903428447
808,10999,2008-08-24,18,横浜FM,札幌,ニッパツ三ツ沢球技場,9583.0,8,2008,15440,1,0,62.0660621761658
809,11000,2008-08-24,19,千葉,川崎F,フクダ電子アリーナ,14242.0,8,2008,19470,0,0,73.14843348741654
810,11001,2008-08-27,19,札幌,G大阪,札幌厚別公園競技場,7010.0,8,2008,19620,0,0,35.72884811416922
811,11002,2008-08-27,19,東京V,浦和,国立競技場,26275.0,8,2008,54224,0,0,48.45640306875185
812,11003,2008-08-27,19,磐田,千葉,ヤマハスタジアム(磐田),8555.0,8,2008,15165,0,0,56.41279261457303
813,11004,2008-08-27,19,名古屋,清水,名古屋市瑞穂陸上競技場,10071.0,8,2008,20223,0,0,49.799732977303066
814,11005,2008-08-27,19,神戸,鹿島,ホームズスタジアム神戸,13123.0,8,2008,28425,0,0,46.16710642040457
815,11006,2008-08-28,19,大宮,横浜FM,NACK5スタジアム大宮,6125.0,8,2008,15491,1,0,39.539087211929505
816,11007,2008-08-28,19,柏,FC東京,日立柏サッカー場,8463.0,8,2008,15109,0,0,56.01297240055596
817,11008,2008-08-28,19,川崎F,新潟,等々力陸上競技場,10884.0,8,2008,26827,0,0,40.571066462891864
818,11009,2008-08-28,19,大分,京都,九州石油ドーム,21245.0,8,2008,31997,0,0,66.39684970465981
819,11010,2008-09-13,18,鹿島,川崎F,県立カシマサッカースタジアム,22292.0,9,2008,37496,0,0,59.45167484531684
820,11011,2008-09-13,14,浦和,大分,埼玉スタジアム2002,45831.0,9,2008,62010,0,0,73.90904692791486
821,11012,2008-09-13,18,FC東京,大宮,味の素スタジアム,20398.0,9,2008,48999,0,0,41.62942100859201
822,11013,2008-09-13,16,横浜FM,神戸,日産スタジアム,17107.0,9,2008,72081,0,0,23.733022571828915
823,11014,2008-09-13,15,清水,札幌,日本平スタジアム,15395.0,9,2008,20248,0,0,76.03220071118135
824,11015,2008-09-13,19,京都,磐田,京都市西京極総合運動公園陸上競技場兼球技場,13738.0,9,2008,20588,0,0,66.72819117932777
825,11016,2008-09-13,19,G大阪,名古屋,万博記念競技場,19627.0,9,2008,21000,0,0,93.46190476190476
826,11017,2008-09-14,19,千葉,東京V,フクダ電子アリーナ,15353.0,9,2008,19470,0,0,78.85464817668208
827,11018,2008-09-14,16,新潟,柏,東北電力ビッグスワンスタジアム,36770.0,9,2008,41684,0,0,88.21130409749544
828,11019,2008-09-20,14,札幌,千葉,札幌厚別公園競技場,9018.0,9,2008,19620,0,0,45.96330275229358
829,11020,2008-09-20,13,東京V,大分,味の素スタジアム,8671.0,9,2008,48999,0,0,17.69627951590849
830,11021,2008-09-20,19,川崎F,FC東京,等々力陸上競技場,20729.0,9,2008,26827,0,0,77.26916912066201
831,11022,2008-09-20,15,磐田,横浜FM,エコパスタジアム,20037.0,9,2008,51697,0,0,38.758535311526785
832,11023,2008-09-20,19,名古屋,新潟,名古屋市瑞穂陸上競技場,12095.0,9,2008,20223,0,0,59.80813924739158
833,11024,2008-09-20,16,神戸,清水,神戸総合運動公園ユニバー記念競技場,7839.0,9,2008,35910,0,0,21.829573934837093
834,11025,2008-09-20,15,柏,鹿島,日立柏サッカー場,10669.0,9,2008,15109,0,0,70.61354159772321
835,11026,2008-09-21,18,大宮,浦和,NACK5スタジアム大宮,11530.0,9,2008,15491,1,0,74.43031437608934
836,11027,2008-09-21,18,京都,G大阪,京都市西京極総合運動公園陸上競技場兼球技場,14961.0,9,2008,20588,1,0,72.66854478336894
837,11028,2008-09-23,19,千葉,名古屋,フクダ電子アリーナ,15266.0,9,2008,19470,0,0,78.40780688238316
838,11029,2008-09-23,16,FC東京,磐田,味の素スタジアム,23036.0,9,2008,48999,0,0,47.01320435110921
839,11030,2008-09-23,14,横浜FM,川崎F,国立競技場,21096.0,9,2008,54224,0,0,38.905281794039546
840,11031,2008-09-23,14,新潟,神戸,東北電力ビッグスワンスタジアム,32208.0,9,2008,41684,0,0,77.2670569043278
841,11032,2008-09-23,14,清水,東京V,日本平スタジアム,15206.0,9,2008,20248,0,0,75.09877518767286
842,11033,2008-09-23,13,大分,札幌,鹿児島県立鴨池陸上競技場,9376.0,9,2008,12584,0,0,74.50731087094724
843,11034,2008-10-01,19,鹿島,大宮,県立カシマサッカースタジアム,6725.0,10,2008,37496,0,0,17.93524642628547
844,11035,2008-10-01,19,浦和,京都,さいたま市浦和駒場スタジアム,16225.0,10,2008,21500,0,0,75.46511627906976
845,11036,2008-10-01,19,G大阪,柏,万博記念競技場,10039.0,10,2008,21000,0,0,47.804761904761904
846,11037,2008-09-27,14,大宮,神戸,NACK5スタジアム大宮,7028.0,9,2008,15491,0,0,45.36827835517398
847,11038,2008-09-27,19,柏,川崎F,国立競技場,24139.0,9,2008,54224,0,0,44.51718796105046
848,11039,2008-09-27,14,横浜FM,大分,日産スタジアム,18062.0,9,2008,72081,0,0,25.057920950042313
849,11040,2008-09-27,19,京都,千葉,京都市西京極総合運動公園陸上競技場兼球技場,13939.0,9,2008,20588,0,0,67.70448805129202
850,11041,2008-09-28,14,札幌,FC東京,札幌厚別公園競技場,8741.0,9,2008,19620,0,0,44.55147808358817
851,11042,2008-09-28,16,磐田,新潟,ヤマハスタジアム(磐田),14241.0,9,2008,15165,0,0,93.90702274975273
852,11043,2008-09-28,19,名古屋,浦和,名古屋市瑞穂陸上競技場,19811.0,9,2008,20223,0,0,97.96271571972507
853,11044,2008-09-28,15,鹿島,清水,県立カシマサッカースタジアム,15481.0,9,2008,37496,0,0,41.287070620866224
854,11045,2008-09-28,16,東京V,G大阪,味の素スタジアム,30517.0,9,2008,48999,0,0,62.28086287475254
855,11046,2008-10-04,18,大宮,柏,NACK5スタジアム大宮,9079.0,10,2008,15491,0,0,58.60822413014009
856,11047,2008-10-04,15,FC東京,清水,味の素スタジアム,30410.0,10,2008,48999,0,0,62.06249107124635
857,11048,2008-10-04,15,川崎F,大分,等々力陸上競技場,20455.0,10,2008,26827,0,0,76.24781004212174
858,11049,2008-10-04,15,新潟,横浜FM,東北電力ビッグスワンスタジアム,34025.0,10,2008,41684,0,0,81.6260435658766
859,11050,2008-10-04,15,G大阪,鹿島,万博記念競技場,19386.0,10,2008,21000,0,0,92.31428571428572
860,11051,2008-10-04,18,神戸,京都,ホームズスタジアム神戸,18009.0,10,2008,28425,0,0,63.35620052770449
861,11052,2008-10-05,14,千葉,浦和,フクダ電子アリーナ,16718.0,10,2008,19470,0,0,85.86543400102723
862,11053,2008-10-05,14,磐田,札幌,ヤマハスタジアム(磐田),10984.0,10,2008,15165,0,0,72.42993735575338
863,11054,2008-10-05,16,名古屋,東京V,名古屋市瑞穂陸上競技場,14481.0,10,2008,20223,0,0,71.60658655985759
864,11055,2008-10-18,16,千葉,新潟,フクダ電子アリーナ,16407.0,10,2008,19470,0,0,84.26810477657935
865,11056,2008-10-18,15,東京V,大宮,味の素スタジアム,10065.0,10,2008,48999,0,0,20.54123553541909
866,11057,2008-10-18,15,清水,川崎F,日本平スタジアム,18716.0,10,2008,20248,0,0,92.43382062425918
867,11058,2008-10-18,14,大分,FC東京,九州石油ドーム,22184.0,10,2008,31997,0,0,69.33149982810889
868,11059,2008-10-18,15,鹿島,京都,県立カシマサッカースタジアム,20580.0,10,2008,37496,0,0,54.88585449114572
869,11060,2008-10-18,15,浦和,神戸,埼玉スタジアム2002,47325.0,10,2008,62010,0,0,76.31833575229801
870,11061,2008-10-18,16,G大阪,磐田,万博記念競技場,16733.0,10,2008,21000,0,0,79.68095238095239
871,11062,2008-10-19,13,札幌,柏,札幌厚別公園競技場,8343.0,10,2008,19620,0,0,42.522935779816514
872,11063,2008-10-19,16,横浜FM,名古屋,日産スタジアム,26229.0,10,2008,72081,0,0,36.38822990802014
873,11064,2008-10-25,15,柏,横浜FM,日立柏サッカー場,10755.0,10,2008,15109,0,0,71.18273876497452
874,11065,2008-10-25,15,名古屋,磐田,豊田スタジアム,30192.0,10,2008,41255,0,0,73.18385650224215
875,11066,2008-10-25,15,京都,東京V,京都市西京極総合運動公園陸上競技場兼球技場,11888.0,10,2008,20588,0,0,57.742374198562274
876,11067,2008-10-25,15,神戸,大分,ホームズスタジアム神戸,13733.0,10,2008,28425,0,0,48.31310466138962
877,11068,2008-10-26,16,大宮,千葉,NACK5スタジアム大宮,12175.0,10,2008,15491,0,0,78.59402233554967
878,11069,2008-10-26,14,FC東京,鹿島,味の素スタジアム,33596.0,10,2008,48999,0,0,68.56466458499153
879,11070,2008-10-26,16,川崎F,札幌,等々力陸上競技場,16145.0,10,2008,26827,0,0,60.18190628844074
880,11071,2008-10-26,14,新潟,浦和,東北電力ビッグスワンスタジアム,40359.0,10,2008,41684,0,0,96.82132232991076
881,11072,2008-10-26,13,清水,G大阪,日本平スタジアム,19082.0,10,2008,20248,0,0,94.24140655867245
882,11073,2008-11-08,14,大宮,川崎F,NACK5スタジアム大宮,9356.0,11,2008,15491,0,0,60.39635917629591
883,11074,2008-11-08,14,柏,名古屋,日立柏サッカー場,10519.0,11,2008,15109,0,0,69.62075584088953
884,11075,2008-11-08,13,横浜FM,京都,日産スタジアム,18823.0,11,2008,72081,0,0,26.113677668178852
885,11076,2008-11-08,16,磐田,清水,エコパスタジアム,24887.0,11,2008,51697,0,0,48.14012418515581
886,11077,2008-11-08,14,札幌,浦和,札幌ドーム,28901.0,11,2008,39856,0,0,72.51354877559213
887,11078,2008-11-08,14,G大阪,FC東京,万博記念競技場,13515.0,11,2008,21000,0,0,64.35714285714286
888,11079,2008-11-09,16,鹿島,新潟,県立カシマサッカースタジアム,21500.0,11,2008,37496,0,0,57.3394495412844
889,11080,2008-11-09,16,東京V,神戸,味の素スタジアム,8626.0,11,2008,48999,0,0,17.604440906957286
890,11081,2008-11-09,16,大分,千葉,九州石油ドーム,23517.0,11,2008,31997,0,0,73.497515392068
891,11082,2008-11-23,13,浦和,清水,埼玉スタジアム2002,54709.0,11,2008,62010,0,0,88.2260925657152
892,11083,2008-11-23,16,千葉,横浜FM,フクダ電子アリーナ,16833.0,11,2008,19470,0,0,86.45608628659475
893,11084,2008-11-23,16,東京V,札幌,味の素スタジアム,9201.0,11,2008,48999,0,0,18.77793424355599
894,11085,2008-11-23,13,川崎F,G大阪,等々力陸上競技場,21714.0,11,2008,26827,0,0,80.94084318037798
895,11086,2008-11-23,16,磐田,柏,ヤマハスタジアム(磐田),14766.0,11,2008,15165,0,0,97.36894164193868
896,11087,2008-11-23,13,大分,鹿島,九州石油ドーム,31744.0,11,2008,31997,0,0,99.20930087195674
897,11088,2008-11-23,16,新潟,大宮,東北電力ビッグスワンスタジアム,35452.0,11,2008,41684,0,0,85.04941944151233
898,11089,2008-11-23,13,京都,名古屋,京都市西京極総合運動公園陸上競技場兼球技場,18355.0,11,2008,20588,0,0,89.15387604429765
899,11090,2008-11-23,13,神戸,FC東京,ホームズスタジアム神戸,13010.0,11,2008,28425,0,0,45.76956904133685
900,11091,2008-11-29,14,鹿島,磐田,県立カシマサッカースタジアム,29820.0,11,2008,37496,0,0,79.52848303819074
901,11092,2008-11-29,16,柏,大分,日立柏サッカー場,10628.0,11,2008,15109,0,0,70.34218015752201
902,11093,2008-11-29,14,川崎F,神戸,等々力陸上競技場,17172.0,11,2008,26827,0,0,64.01013903902785
903,11094,2008-11-29,14,横浜FM,東京V,日産スタジアム,31474.0,11,2008,72081,0,0,43.66476602710839
904,11095,2008-11-29,13,清水,千葉,日本平スタジアム,20079.0,11,2008,20248,0,0,99.16534966416435
905,11096,2008-11-29,14,G大阪,浦和,万博記念競技場,19605.0,11,2008,21000,0,0,93.35714285714286
906,11097,2008-11-30,16,大宮,京都,NACK5スタジアム大宮,11231.0,11,2008,15491,0,0,72.50016138402944
907,11098,2008-11-30,16,FC東京,新潟,味の素スタジアム,35172.0,11,2008,48999,0,0,71.78105675626033
908,11099,2008-11-30,16,名古屋,札幌,名古屋市瑞穂陸上競技場,19890.0,11,2008,20223,0,0,98.35336003560302
909,11100,2008-12-06,14,札幌,鹿島,札幌ドーム,26220.0,12,2008,39856,0,1,65.78683259735047
910,11101,2008-12-06,14,浦和,横浜FM,埼玉スタジアム2002,53583.0,12,2008,62010,0,1,86.41025641025641
911,11102,2008-12-06,14,千葉,FC東京,フクダ電子アリーナ,17152.0,12,2008,19470,0,1,88.09450436569081
912,11103,2008-12-06,14,東京V,川崎F,味の素スタジアム,24620.0,12,2008,48999,0,1,50.24592338619156
913,11104,2008-12-06,14,新潟,G大阪,東北電力ビッグスワンスタジアム,34287.0,12,2008,41684,0,1,82.25458209384897
914,11105,2008-12-06,14,磐田,大宮,ヤマハスタジアム(磐田),16593.0,12,2008,15165,0,1,109.4164193867458
915,11106,2008-12-06,14,京都,清水,京都市西京極総合運動公園陸上競技場兼球技場,17331.0,12,2008,20588,0,1,84.18010491548475
916,11107,2008-12-06,14,神戸,柏,ホームズスタジアム神戸,17511.0,12,2008,28425,0,1,61.6042216358839
917,11108,2008-12-06,14,大分,名古屋,九州石油ドーム,28831.0,12,2008,31997,0,1,90.10532237397257
918,11616,2009-03-07,13,FC東京,新潟,味の素スタジアム,27568.0,3,2009,48999,0,1,56.2623727014837
919,11617,2009-03-07,13,横浜FM,広島,日産スタジアム,23601.0,3,2009,72081,0,1,32.742331543680024
920,11618,2009-03-07,14,名古屋,大分,豊田スタジアム,25395.0,3,2009,41255,0,1,61.556175009089806
921,11619,2009-03-07,15,千葉,G大阪,フクダ電子アリーナ,17916.0,3,2009,19470,0,1,92.01848998459168
922,11620,2009-03-07,16,鹿島,浦和,県立カシマサッカースタジアム,37878.0,3,2009,37496,0,1,101.01877533603584
923,11621,2009-03-07,16,川崎F,柏,等々力陸上競技場,17841.0,3,2009,26827,0,1,66.50389532933238
924,11622,2009-03-07,16,磐田,山形,ヤマハスタジアム(磐田),12141.0,3,2009,15165,0,1,80.0593471810089
925,11623,2009-03-08,13,大宮,清水,NACK5スタジアム大宮,11542.0,3,2009,15491,0,1,74.50777871021884
926,11624,2009-03-08,14,京都,神戸,京都市西京極総合運動公園陸上競技場兼球技場,16919.0,3,2009,20588,0,1,82.17893918787644
927,11625,2009-03-14,13,大分,京都,九州石油ドーム,16841.0,3,2009,31997,0,0,52.633059349313996
928,11626,2009-03-14,14,浦和,FC東京,埼玉スタジアム2002,50802.0,3,2009,62010,0,0,81.92549588776004
929,11627,2009-03-14,14,神戸,川崎F,ホームズスタジアム神戸,15195.0,3,2009,28425,0,0,53.456464379947235
930,11628,2009-03-14,15,柏,千葉,日立柏サッカー場,8723.0,3,2009,15109,0,0,57.73380104573433
931,11629,2009-03-14,15,清水,横浜FM,アウトソーシングスタジアム日本平,19172.0,3,2009,20248,0,0,94.68589490320032
932,11630,2009-03-14,16,山形,名古屋,NDソフトスタジアム山形,12370.0,3,2009,20784,0,0,59.516936104695915
933,11631,2009-03-14,16,G大阪,磐田,万博記念競技場,16128.0,3,2009,21000,0,0,76.8
934,11632,2009-03-15,14,新潟,鹿島,東北電力ビッグスワンスタジアム,37808.0,3,2009,41684,0,0,90.70146818923328
935,11633,2009-03-15,14,広島,大宮,広島ビッグアーチ,20312.0,3,2009,36894,0,0,55.05502249688297
936,11634,2009-03-21,13,大宮,神戸,NACK5スタジアム大宮,9029.0,3,2009,15491,0,0,58.285456071267184
937,11635,2009-03-21,14,FC東京,山形,味の素スタジアム,20179.0,3,2009,48999,0,0,41.182473111696154
938,11636,2009-03-21,14,磐田,浦和,エコパスタジアム,18439.0,3,2009,51697,0,0,35.66744685378262
939,11637,2009-03-21,15,横浜FM,柏,日産スタジアム,18180.0,3,2009,72081,0,0,25.22162567111999
940,11638,2009-03-21,16,大分,新潟,九州石油ドーム,16708.0,3,2009,31997,0,0,52.21739538081695
941,11639,2009-03-22,13,名古屋,清水,名古屋市瑞穂陸上競技場,13074.0,3,2009,20223,0,0,64.64916184542354
942,11640,2009-03-22,13,京都,G大阪,京都市西京極総合運動公園陸上競技場兼球技場,14085.0,3,2009,20588,0,0,68.41363901301729
943,11641,2009-03-22,16,鹿島,広島,県立カシマサッカースタジアム,17492.0,3,2009,37496,1,0,46.65030936633241
944,11642,2009-03-22,16,千葉,川崎F,フクダ電子アリーナ,14544.0,3,2009,19470,0,0,74.6995377503852
945,11643,2009-04-04,13,G大阪,広島,万博記念競技場,15644.0,4,2009,21000,0,0,74.4952380952381
946,11644,2009-04-04,14,鹿島,京都,県立カシマサッカースタジアム,17254.0,4,2009,37496,0,0,46.015574994666096
947,11645,2009-04-04,15,川崎F,名古屋,等々力陸上競技場,20148.0,4,2009,26827,0,0,75.10344056361129
948,11646,2009-04-04,16,浦和,大分,埼玉スタジアム2002,45542.0,4,2009,62010,0,0,73.44299306563458
949,11647,2009-04-04,16,新潟,横浜FM,東北電力ビッグスワンスタジアム,32022.0,4,2009,41684,0,0,76.82084252950773
950,11648,2009-04-04,19,柏,大宮,日立柏サッカー場,8727.0,4,2009,15109,1,0,57.760275332583234
951,11649,2009-04-04,19,磐田,FC東京,ヤマハスタジアム(磐田),8716.0,4,2009,15165,1,0,57.47444774151006
952,11650,2009-04-05,13,山形,千葉,NDソフトスタジアム山形,9172.0,4,2009,20784,0,0,44.130100076982295
953,11651,2009-04-05,16,神戸,清水,ホームズスタジアム神戸,10020.0,4,2009,28425,0,0,35.25065963060686
954,11652,2009-04-11,14,大分,山形,九州石油ドーム,18461.0,4,2009,31997,0,0,57.696034003187805
955,11653,2009-04-11,15,横浜FM,神戸,ニッパツ三ツ沢球技場,12912.0,4,2009,15440,0,0,83.62694300518135
956,11654,2009-04-11,16,千葉,磐田,フクダ電子アリーナ,14496.0,4,2009,19470,0,0,74.45300462249614
957,11655,2009-04-11,19,京都,新潟,京都市西京極総合運動公園陸上競技場兼球技場,10515.0,4,2009,20588,0,0,51.07344083932388
958,11656,2009-04-11,19,広島,柏,広島ビッグアーチ,11909.0,4,2009,36894,0,0,32.27896134872879
959,11657,2009-04-12,13,FC東京,鹿島,味の素スタジアム,32913.0,4,2009,48999,0,0,67.17075858690994
960,11658,2009-04-12,13,清水,川崎F,アウトソーシングスタジアム日本平,17256.0,4,2009,20248,0,0,85.22323192414065
961,11659,2009-04-12,16,大宮,G大阪,NACK5スタジアム大宮,11536.0,4,2009,15491,0,0,74.46904654315409
962,11660,2009-04-12,16,名古屋,浦和,豊田スタジアム,32435.0,4,2009,41255,0,0,78.62077323960732
963,11661,2009-04-17,19,G大阪,山形,万博記念競技場,10159.0,4,2009,21000,0,0,48.37619047619048
964,11662,2009-04-18,13,柏,名古屋,日立柏サッカー場,10368.0,4,2009,15109,0,0,68.62135151234364
965,11663,2009-04-18,14,新潟,広島,東北電力ビッグスワンスタジアム,30169.0,4,2009,41684,0,0,72.37549179541311
966,11664,2009-04-18,15,鹿島,横浜FM,県立カシマサッカースタジアム,18730.0,4,2009,37496,0,0,49.95199487945381
967,11665,2009-04-18,16,川崎F,大宮,等々力陸上競技場,16224.0,4,2009,26827,0,0,60.4763857307936
968,11666,2009-04-18,19,浦和,京都,埼玉スタジアム2002,41836.0,4,2009,62010,0,0,67.4665376552169
969,11667,2009-04-18,19,FC東京,千葉,国立競技場,27486.0,4,2009,54224,0,0,50.68973148421363
970,11668,2009-04-19,13,磐田,清水,エコパスタジアム,22152.0,4,2009,51697,0,0,42.84968179971759
971,11669,2009-04-19,16,神戸,大分,ホームズスタジアム神戸,13462.0,4,2009,28425,0,0,47.359718557607735
972,11670,2009-04-25,13,大宮,新潟,埼玉スタジアム2002,15759.0,4,2009,62010,0,0,25.413642960812773
973,11671,2009-04-25,13,清水,柏,アウトソーシングスタジアム日本平,9756.0,4,2009,20248,1,0,48.182536546819435
974,11672,2009-04-25,14,山形,鹿島,NDソフトスタジアム山形,16658.0,4,2009,20784,0,0,80.1481909160893
975,11673,2009-04-25,16,千葉,浦和,フクダ電子アリーナ,15428.0,4,2009,19470,1,0,79.23985618900873
976,11674,2009-04-25,19,京都,磐田,京都市西京極総合運動公園陸上競技場兼球技場,6851.0,4,2009,20588,1,0,33.27666601904022
977,11675,2009-04-25,19,大分,FC東京,九州石油ドーム,17246.0,4,2009,31997,0,0,53.89880301278245
978,11676,2009-04-26,13,広島,川崎F,広島ビッグアーチ,13896.0,4,2009,36894,0,0,37.66466092047487
979,11677,2009-04-26,14,神戸,G大阪,ホームズスタジアム神戸,20721.0,4,2009,28425,0,0,72.89709762532982
980,11678,2009-04-26,16,名古屋,横浜FM,名古屋市瑞穂陸上競技場,12500.0,4,2009,20223,0,0,61.81080947436087
981,11679,2009-04-29,13,川崎F,京都,等々力陸上競技場,16253.0,4,2009,26827,0,0,60.58448577925225
982,11680,2009-04-29,13,新潟,千葉,東北電力ビッグスワンスタジアム,34060.0,4,2009,41684,0,0,81.71000863640725
983,11681,2009-04-29,14,大宮,山形,NACK5スタジアム大宮,11263.0,4,2009,15491,0,0,72.70673294170808
984,11682,2009-04-29,14,名古屋,広島,名古屋市瑞穂陸上競技場,12137.0,4,2009,20223,0,0,60.01582356722543
985,11683,2009-04-29,16,柏,大分,日立柏サッカー場,9058.0,4,2009,15109,0,0,59.95102256932954
986,11684,2009-04-29,16,清水,浦和,エコパスタジアム,30851.0,4,2009,51697,0,0,59.67657697738748
987,11685,2009-04-29,17,横浜FM,磐田,日産スタジアム,28317.0,4,2009,72081,0,0,39.28497107420818
988,11686,2009-04-29,19,鹿島,神戸,県立カシマサッカースタジアム,14473.0,4,2009,37496,0,0,38.5987838702795
989,11687,2009-04-29,19,G大阪,FC東京,万博記念競技場,16853.0,4,2009,21000,0,0,80.25238095238095
990,11688,2009-05-02,13,山形,柏,NDソフトスタジアム山形,11071.0,5,2009,20784,0,0,53.266936104695915
991,11689,2009-05-02,13,磐田,神戸,ヤマハスタジアム(磐田),12132.0,5,2009,15165,0,0,80.0
992,11690,2009-05-02,14,大分,G大阪,九州石油ドーム,19306.0,5,2009,31997,0,0,60.33690658499234
993,11691,2009-05-02,15,横浜FM,川崎F,日産スタジアム,28016.0,5,2009,72081,0,0,38.86738530264564
