,id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price
4194,4194,san antonio,2014,bmw,1,6,gas,126594,rebuilt,automatic,4wd,mid-size,SUV,black,tx,7918.0
4195,4195,roanoke,2011,honda,3,4,gas,83216,lien,automatic,fwd,mid-size,SUV,grey,va,6654.0
4196,4196,ocala,1988,ford,2,6,gas,134879,clean,manual,rwd,full-size,coupe,green,fl,4093.0
4197,4197,vermont,2014,chevrolet,2,6,diesel,129755,clean,automatic,4wd,full-size,truck,black,vt,20281.0
4198,4198,prescott,2011,ford,2,6,gas,116559,rebuilt,automatic,fwd,mid-size,sedan,black,az,9251.0
4199,4199,muskegon,2005,toyota,3,4,gas,224108,clean,automatic,fwd,mid-size,SUV,black,mi,2143.0
4200,4200,jacksonville,2011,chevrolet,3,8,,155444,clean,manual,4wd,full-size,pickup,black,fl,24532.0
4201,4201,orange county,2013,ford,3,4,gas,93204,clean,automatic,fwd,full-size,sedan,red,ca,7077.0
4202,4202,monterey bay,2004,toyota,2,4,gas,142283,rebuilt,manual,fwd,mid-size,sedan,silver,ca,1643.0
4203,4203,rhode island,2015,toyota,1,6,gas,295026,clean,automatic,fwd,mid-size,pickup,black,ri,6401.0
4204,4204,anchorage / mat-su,2008,mazda,1,4,gas,206547,clean,manual,fwd,compact,sedan,grey,ak,7682.0
4205,4205,rhode island,2012,volkswagen,2,6,gas,144967,clean,automatic,fwd,mid-size,sedan,blue,,19377.0
4206,4206,central NJ,2005,chevrolet,2,8,diesel,119095,clean,manual,4wd,full-size,pickup,black,nj,5626.0
4207,4207,dallas / fort worth,2012,ford,2,6,gas,109384,clean,automatic,rwd,full-size,SUV,silver,tx,15035.0
4208,4208,milwaukee,2008,ford,2,4,gas,241967,clean,automatic,rwd,mid-size,convertible,green,,6156.0
4209,4209,yuba-sutter,2007,bmw,2,6,gas,134137,clean,manual,fwd,mid-size,sedan,black,ca,4920.0
4210,4210,reno / tahoe,1985,ford,2,8,gas,57206,clean,manual,4wd,full-size,SUV,black,ca,6814.0
4211,4211,lansing,2018,jeep,2,6,gas,58914,clean,other,4wd,mid-size,SUV,custom,mi,23588.0
4212,4212,dallas / fort worth,2014,ford,2,8,gas,128476,clean,manual,4wd,full-size,SUV,grey,tx,26661.0
4213,4213,toledo,2009,chevrolet,2,4,gas,126094,clean,automatic,4wd,compact,sedan,silver,oh,2835.0
4214,4214,el paso,2014,ram,2,6,diesel,14221,clean,manual,4wd,full-size,SUV,silver,tx,7945.0
4215,4215,tucson,2007,ford,2,6,gas,126425,clean,automatic,4wd,mid-size,pickup,silver,az,22185.0
4216,4216,san antonio,1992,bmw,2,8,gas,72140,clean,automatic,rwd,full-size,coupe,purple,tx,43182.0
4217,4217,buffalo,2014,ford,1,4,gas,66213,clean,automatic,fwd,full-size,sedan,black,ny,8475.0
4218,4218,appleton-oshkosh-FDL,1994,bmw,2,6,gas,119627,clean,automatic,fwd,full-size,SUV,white,wi,4973.0
4219,4219,albany,2013,dodge,2,6,gas,107853,clean,automatic,fwd,mid-size,mini-van,grey,ny,17996.0
4220,4220,rhode island,2012,bmw,2,6,gas,160235,clean,automatic,4wd,mid-size,SUV,silver,ri,3597.0
4221,4221,yakima,2015,toyota,3,6,,241133,clean,automatic,fwd,mid-size,hatchback,silver,wa,3550.0
4222,4222,minneapolis / st paul,2013,audi,2,4,gas,149779,clean,automatic,fwd,mid-size,sedan,silver,mn,9221.0
4223,4223,akron / canton,2014,ram,1,6,gas,34753,clean,automatic,4wd,full-size,truck,blue,oh,30497.0
4224,4224,orlando,2015,bmw,2,6,gas,109913,rebuilt,other,rwd,mid-size,sedan,black,fl,16564.0
4225,4225,madison,2011,ford,3,8,diesel,116714,lien,automatic,4wd,full-size,pickup,green,,11885.0
4226,4226,anchorage / mat-su,2015,mazda,2,4,gas,163363,clean,automatic,fwd,mid-size,sedan,white,,7697.0
4227,4227,wichita,1990,ford,3,6,gas,88739,clean,manual,rwd,full-size,truck,white,ks,6105.0
4228,4228,sacramento,2007,volkswagen,4,4,gas,159506,rebuilt,manual,fwd,mid-size,sedan,white,ca,3681.0
4229,4229,rockford,2011,ford,2,8,gas,196790,clean,automatic,4wd,full-size,SUV,black,il,7898.0
4230,4230,las vegas,2019,ford,2,4,gas,37541,clean,manual,4wd,full-size,sedan,blue,nv,4836.0
4231,4231,columbia,2010,chevrolet,1,8,diesel,135295,clean,automatic,fwd,full-size,truck,red,sc,8014.0
4232,4232,lima / findlay,2014,honda,3,4,gas,118770,clean,automatic,4wd,full-size,SUV,blue,oh,18414.0
4233,4233,ocala,2001,ford,2,6,gas,219275,clean,automatic,fwd,full-size,mini-van,red,,1687.0
4234,4234,orange county,2015,ford,3,6,gas,28111,clean,automatic,rwd,full-size,truck,white,ca,30093.0
4235,4235,philadelphia,2012,honda,2,6,gas,188961,clean,automatic,fwd,full-size,mini-van,blue,pa,10007.0
4236,4236,stockton,2016,ford,2,8,gas,11236,clean,automatic,rwd,mid-size,sedan,black,ca,30454.0
4237,4237,louisville,1995,ram,4,8,gas,185480,clean,automatic,4wd,full-size,truck,red,ky,14584.0
4238,4238,lima / findlay,1999,ford,2,6,gas,97809,,automatic,rwd,full-size,,blue,oh,7251.0
4239,4239,mansfield,2014,chevrolet,3,8,gas,107755,clean,automatic,4wd,full-size,SUV,black,,8484.0
4240,4240,central NJ,2019,ford,1,4,gas,17818,clean,manual,fwd,full-size,truck,white,nj,10135.0
4241,4241,rochester,2008,gmc,3,6,diesel,87455,clean,automatic,4wd,full-size,truck,black,ny,7746.0
4242,4242,ventura county,1995,toyota,4,4,gas,104699,clean,manual,fwd,compact,coupe,blue,ca,7599.0
4243,4243,greenville / upstate,2016,ford,3,3,gas,80152,lien,automatic,fwd,compact,sedan,black,sc,20074.0
4244,4244,rochester,2012,bmw,2,6,gas,119837,rebuilt,manual,4wd,mid-size,SUV,blue,ny,22771.0
4245,4245,knoxville,1997,ford,2,8,gas,162969,clean,automatic,4wd,full-size,pickup,silver,tn,20414.0
4246,4246,atlanta,2005,ford,2,8,gas,280219,rebuilt,automatic,fwd,full-size,truck,blue,,6589.0
4247,4247,columbia,2001,ford,4,8,,64696,clean,manual,fwd,full-size,other,green,sc,12130.0
4248,4248,dayton / springfield,1993,ford,2,8,gas,170579,clean,automatic,rwd,full-size,truck,white,oh,2455.0
4249,4249,boulder,2010,toyota,2,4,gas,167061,clean,automatic,fwd,mid-size,sedan,blue,co,13376.0
4250,4250,rochester,2012,honda,2,4,gas,102894,clean,automatic,fwd,mid-size,SUV,black,ny,14243.0
4251,4251,tyler / east TX,2000,nissan,3,6,gas,146379,,other,fwd,mid-size,,blue,,4335.0
4252,4252,missoula,2010,chevrolet,2,6,diesel,148849,clean,automatic,4wd,full-size,truck,blue,mt,26016.0
4253,4253,fayetteville,2008,jeep,2,6,gas,201150,clean,automatic,4wd,full-size,pickup,silver,nc,2258.0
4254,4254,stockton,2011,buick,1,4,,92341,clean,automatic,fwd,mid-size,SUV,blue,ca,22349.0
4255,4255,new york city,2006,lexus,2,6,gas,113602,rebuilt,automatic,4wd,mid-size,sedan,black,ny,18352.0
4256,4256,inland empire,2012,toyota,1,4,gas,52348,clean,automatic,fwd,compact,sedan,blue,ca,12012.0
4257,4257,salem,2014,jeep,2,6,diesel,83019,clean,automatic,4wd,full-size,truck,silver,or,15195.0
4258,4258,bozeman,1998,ford,3,8,diesel,24142,clean,automatic,rwd,full-size,truck,white,mt,24449.0
4259,4259,san antonio,2011,bmw,1,6,gas,92006,clean,manual,rwd,mid-size,coupe,blue,tx,7008.0
4260,4260,"washington, DC",1988,ford,2,8,diesel,90667,clean,automatic,4wd,full-size,truck,red,dc,18054.0
4261,4261,boise,2004,nissan,3,6,gas,146099,clean,automatic,fwd,mid-size,SUV,silver,id,5682.0
4262,4262,minneapolis / st paul,2018,honda,2,4,gas,82984,rebuilt,automatic,4wd,compact,SUV,grey,mn,12592.0
4263,4263,omaha / council bluffs,2011,ford,2,6,gas,12768,clean,automatic,rwd,mid-size,van,silver,ia,17765.0
4264,4264,louisville,2016,bmw,2,6,gas,38758,clean,automatic,rwd,mid-size,other,silver,,19600.0
4265,4265,bloomington,2011,kia,4,4,gas,94779,clean,automatic,fwd,mid-size,SUV,grey,in,8382.0
4266,4266,portland,2014,bmw,2,6,gas,74633,clean,automatic,rwd,mid-size,SUV,black,or,19249.0
4267,4267,atlanta,2011,ram,2,8,diesel,153023,clean,automatic,4wd,full-size,truck,black,ga,73986.0
4268,4268,central NJ,2018,volkswagen,2,4,gas,-1,clean,automatic,fwd,mid-size,sedan,blue,nj,36432.0
4269,4269,long island,2010,nissan,2,4,gas,108005,clean,automatic,fwd,mid-size,sedan,black,ny,7874.0
4270,4270,rhode island,2018,nissan,2,4,gas,40587,rebuilt,automatic,fwd,compact,sedan,black,ri,6440.0
4271,4271,north jersey,1999,ford,2,8,gas,87768,clean,automatic,rwd,full-size,pickup,white,nj,16003.0
4272,4272,norfolk / hampton roads,2010,ram,2,6,diesel,116952,clean,automatic,rwd,full-size,pickup,red,va,10282.0
4273,4273,dallas / fort worth,2004,nissan,4,6,gas,153425,rebuilt,automatic,fwd,mid-size,sedan,silver,tx,6945.0
4274,4274,tallahassee,2006,nissan,3,4,gas,199917,clean,manual,fwd,full-size,sedan,silver,fl,4294.0
4275,4275,monterey bay,2015,jeep,2,6,gas,115772,clean,automatic,4wd,full-size,SUV,white,ca,18887.0
4276,4276,central NJ,2011,toyota,3,4,gas,97900,clean,automatic,fwd,compact,sedan,grey,nj,6442.0
4277,4277,richmond,2018,ford,3,6,gas,139459,salvage,manual,fwd,full-size,truck,black,va,34242.0
4278,4278,sandusky,1997,bmw,1,6,,58570,clean,automatic,rwd,mid-size,coupe,blue,oh,2582.0
4279,4279,dayton / springfield,1997,bmw,1,4,gas,40172,clean,manual,fwd,compact,coupe,blue,oh,14287.0
4280,4280,maine,2013,lexus,2,4,gas,104018,clean,manual,fwd,mid-size,sedan,black,,9470.0
4281,4281,nashville,2005,ford,2,8,gas,65014,clean,automatic,rwd,full-size,truck,black,tn,9700.0
4282,4282,atlanta,2015,chevrolet,2,4,gas,84955,rebuilt,automatic,fwd,compact,sedan,blue,ga,7449.0
4283,4283,"washington, DC",2009,jeep,2,4,gas,67901,clean,automatic,fwd,mid-size,sedan,black,,24436.0
4284,4284,myrtle beach,1978,bmw,2,6,gas,88343,clean,manual,rwd,mid-size,convertible,red,sc,10268.0
4285,4285,philadelphia,2013,volkswagen,2,4,gas,-1,clean,automatic,fwd,mid-size,coupe,red,pa,8552.0
4286,4286,vermont,2008,jeep,3,6,gas,199671,clean,automatic,4wd,full-size,SUV,blue,vt,6194.0
4287,4287,baltimore,1985,ford,3,6,,113591,clean,automatic,fwd,full-size,truck,white,md,7004.0
4288,4288,albany,2007,ford,2,8,diesel,176120,clean,automatic,4wd,full-size,truck,grey,ny,17699.0
4289,4289,san diego,2009,kia,2,4,gas,45162,clean,automatic,rwd,mid-size,sedan,grey,ca,23240.0
4290,4290,san antonio,2012,bmw,1,6,gas,9670,rebuilt,automatic,rwd,mid-size,coupe,black,tx,17350.0
4291,4291,detroit metro,2011,nissan,2,6,gas,-1,clean,automatic,fwd,compact,wagon,blue,mi,18436.0
4292,4292,seattle-tacoma,1997,jeep,4,6,gas,226992,rebuilt,automatic,rwd,mid-size,SUV,black,wa,8047.0
4293,4293,cape cod / islands,2015,chevrolet,2,6,gas,26034,clean,automatic,fwd,full-size,SUV,red,ma,10621.0
4294,4294,nashville,2014,ford,2,4,gas,155807,clean,automatic,4wd,full-size,SUV,white,tn,15925.0
4295,4295,rapid city / west SD,2020,mercury,1,6,gas,175380,clean,manual,4wd,full-size,SUV,white,sd,26209.0
4296,4296,mobile,2012,chevrolet,3,6,gas,83224,clean,automatic,fwd,full-size,sedan,black,al,6328.0
4297,4297,bellingham,2012,ford,2,6,gas,108600,clean,manual,fwd,mid-size,truck,black,wa,26496.0
4298,4298,inland empire,2006,ram,2,8,diesel,98173,clean,automatic,4wd,full-size,truck,black,ca,19616.0
4299,4299,dallas / fort worth,2012,volkswagen,2,4,gas,138096,clean,automatic,fwd,compact,sedan,black,tx,6005.0
4300,4300,new york city,2018,nissan,2,6,gas,68747,rebuilt,automatic,fwd,mid-size,SUV,black,ny,19206.0
4301,4301,humboldt county,2009,ram,3,6,diesel,100875,clean,automatic,4wd,full-size,truck,black,,32865.0
4302,4302,pueblo,1996,ford,4,4,diesel,171532,salvage,manual,fwd,mid-size,sedan,green,,3538.0
4303,4303,central NJ,2018,jeep,2,4,gas,7130,clean,automatic,4wd,mid-size,SUV,blue,,19034.0
4304,4304,chicago,2003,chevrolet,2,6,gas,135031,clean,automatic,4wd,full-size,SUV,black,il,8168.0
4305,4305,pittsburgh,2012,bmw,2,4,,72163,clean,automatic,fwd,compact,sedan,blue,pa,21665.0
4306,4306,susanville,2014,audi,2,6,gas,83257,clean,manual,4wd,mid-size,SUV,black,ca,24989.0
4307,4307,tucson,2011,kia,2,6,gas,70088,clean,automatic,fwd,mid-size,SUV,black,az,10878.0
4308,4308,mendocino county,2018,chevrolet,3,4,gas,48145,rebuilt,manual,fwd,compact,sedan,blue,ca,11222.0
4309,4309,boston,2014,bmw,2,4,gas,113486,clean,automatic,fwd,compact,convertible,silver,ma,5478.0
4310,4310,monterey bay,2012,ford,3,6,gas,65056,rebuilt,automatic,fwd,mid-size,SUV,white,ca,20118.0
4311,4311,mcallen / edinburg,2014,honda,1,4,gas,154356,clean,automatic,fwd,mid-size,sedan,silver,tx,1824.0
4312,4312,south jersey,2008,toyota,2,6,gas,140936,clean,manual,fwd,mid-size,sedan,black,nj,4696.0
4313,4313,lexington,2013,kia,2,4,gas,150960,clean,automatic,fwd,compact,sedan,silver,ky,6655.0
4314,4314,rochester,1994,cadillac,2,6,gas,26720,salvage,automatic,rwd,full-size,SUV,black,,12264.0
4315,4315,buffalo,2013,bmw,2,6,gas,68927,rebuilt,automatic,rwd,mid-size,coupe,black,ny,16146.0
4316,4316,las vegas,2019,nissan,2,4,gas,57019,clean,automatic,fwd,full-size,SUV,black,nv,12289.0
4317,4317,fresno / madera,2016,jeep,2,4,gas,197387,salvage,manual,fwd,mid-size,SUV,silver,ca,4468.0
4318,4318,harrisonburg,2012,ford,3,4,gas,75912,rebuilt,automatic,fwd,compact,SUV,black,va,20765.0
4319,4319,pueblo,1995,honda,3,4,gas,56168,salvage,manual,fwd,full-size,coupe,green,co,7355.0
4320,4320,amarillo,1949,chevrolet,2,6,diesel,32435,clean,automatic,4wd,full-size,truck,white,tx,29689.0
4321,4321,western slope,2012,ford,2,6,gas,106105,clean,manual,rwd,full-size,SUV,red,co,14269.0
4322,4322,san luis obispo,2015,ford,3,4,gas,36668,clean,manual,rwd,mid-size,truck,silver,ca,22400.0
4323,4323,akron / canton,2007,kia,3,4,gas,176987,salvage,manual,fwd,compact,sedan,green,oh,1572.0
4324,4324,bend,2013,chrysler,3,4,gas,53297,clean,automatic,fwd,mid-size,SUV,silver,or,10781.0
4325,4325,san diego,2018,honda,3,4,gas,17254,clean,other,fwd,full-size,truck,grey,ca,37865.0
4326,4326,tucson,2015,volkswagen,3,4,gas,95235,clean,automatic,fwd,mid-size,sedan,black,az,6442.0
4327,4327,"washington, DC",2010,ford,3,8,diesel,55835,clean,manual,4wd,full-size,SUV,black,dc,22381.0
4328,4328,south florida,2012,honda,2,6,gas,206581,clean,automatic,4wd,full-size,SUV,blue,,11408.0
4329,4329,rapid city / west SD,2001,ford,2,8,gas,170115,clean,manual,4wd,full-size,truck,silver,sd,8392.0
4330,4330,knoxville,2014,chevrolet,3,5,gas,142479,clean,automatic,4wd,mid-size,SUV,blue,tn,26427.0
4331,4331,atlanta,2014,volkswagen,2,4,gas,83108,clean,automatic,fwd,mid-size,sedan,black,,6095.0
4332,4332,raleigh / durham / CH,2019,toyota,1,4,gas,15661,rebuilt,automatic,fwd,full-size,sedan,white,nc,11856.0
4333,4333,pittsburgh,2011,nissan,2,4,gas,184524,clean,automatic,rwd,mid-size,SUV,silver,,4737.0
4334,4334,bismarck,2006,chevrolet,3,4,gas,142212,clean,automatic,fwd,full-size,coupe,green,,3639.0
4335,4335,philadelphia,2009,ford,3,8,gas,136182,clean,automatic,fwd,full-size,sedan,black,pa,5201.0
4336,4336,charlotte,2020,audi,2,4,gas,110347,clean,automatic,fwd,compact,sedan,silver,nc,28437.0
4337,4337,anchorage / mat-su,2012,ford,2,8,diesel,124146,clean,automatic,4wd,full-size,SUV,blue,ak,26806.0
4338,4338,el paso,2005,bmw,2,6,gas,19301,clean,automatic,rwd,mid-size,coupe,orange,tx,19438.0
4339,4339,"washington, DC",2017,kia,1,4,gas,73,clean,manual,fwd,mid-size,sedan,blue,dc,16154.0
4340,4340,sarasota-bradenton,2016,chevrolet,1,4,gas,136495,rebuilt,automatic,fwd,full-size,SUV,blue,,8849.0
4341,4341,daytona beach,1999,ford,2,1,gas,222111,clean,automatic,4wd,full-size,truck,silver,fl,18561.0
4342,4342,fredericksburg,2008,honda,3,4,gas,114841,clean,automatic,fwd,full-size,hatchback,black,va,3928.0
4343,4343,baltimore,2014,bmw,3,6,gas,141847,clean,automatic,fwd,mid-size,sedan,black,md,7126.0
4344,4344,syracuse,2013,volkswagen,2,4,,66144,rebuilt,automatic,fwd,mid-size,sedan,red,,8789.0
4345,4345,madison,2009,chevrolet,2,6,gas,45625,clean,automatic,4wd,mid-size,SUV,black,wi,30890.0
4346,4346,palm springs,2007,bmw,2,6,gas,94018,clean,manual,rwd,compact,sedan,blue,ca,4122.0
4347,4347,baltimore,1985,ford,3,6,gas,219134,clean,manual,4wd,full-size,wagon,white,md,4706.0
4348,4348,las vegas,2012,bmw,2,6,gas,68801,clean,automatic,fwd,mid-size,sedan,black,nv,7265.0
4349,4349,detroit metro,2018,toyota,2,6,gas,4470,salvage,manual,rwd,full-size,pickup,red,,37081.0
4350,4350,central NJ,2015,ford,3,4,gas,103351,salvage,automatic,fwd,compact,sedan,black,,7202.0
4351,4351,norfolk / hampton roads,2009,ford,2,8,gas,79910,clean,automatic,4wd,mid-size,SUV,blue,va,24324.0
4352,4352,tulsa,2014,chevrolet,4,8,gas,154453,clean,automatic,4wd,full-size,SUV,black,ok,7442.0
4353,4353,shreveport,2003,kia,3,4,gas,131402,clean,other,fwd,mid-size,coupe,red,la,7761.0
4354,4354,louisville,2005,toyota,2,6,gas,180400,clean,manual,rwd,mid-size,pickup,black,ky,5745.0
4355,4355,denver,2012,subaru,1,4,gas,178049,rebuilt,automatic,4wd,mid-size,wagon,silver,co,20507.0
4356,4356,"washington, DC",2006,subaru,2,4,gas,162368,clean,automatic,4wd,mid-size,wagon,black,dc,10868.0
4357,4357,phoenix,2012,buick,2,6,gas,124192,clean,automatic,fwd,full-size,sedan,green,az,4232.0
4358,4358,central NJ,2012,buick,2,6,gas,97228,rebuilt,automatic,fwd,mid-size,SUV,brown,nj,7438.0
4359,4359,pittsburgh,2008,jeep,2,6,gas,103904,clean,automatic,fwd,mid-size,SUV,silver,pa,7755.0
4360,4360,williamsport,2009,bmw,2,6,gas,116108,clean,other,fwd,compact,sedan,blue,,20303.0
4361,4361,fredericksburg,2005,ram,3,6,gas,83246,clean,automatic,4wd,full-size,truck,black,va,5080.0
4362,4362,annapolis,2003,volvo,2,6,,126264,clean,manual,fwd,full-size,sedan,red,md,9725.0
4363,4363,syracuse,2012,jeep,2,6,gas,-1,clean,automatic,4wd,mid-size,SUV,blue,ny,53951.0
4364,4364,pueblo,2013,mazda,1,4,,171969,clean,automatic,fwd,mid-size,SUV,green,,2800.0
4365,4365,western massachusetts,2003,jeep,2,6,gas,168382,clean,automatic,4wd,full-size,SUV,white,ma,7311.0
4366,4366,eastern NC,2003,mercury,3,8,gas,170178,rebuilt,manual,rwd,full-size,convertible,green,nc,1504.0
4367,4367,south bend / michiana,2015,chevrolet,2,6,gas,69557,clean,automatic,rwd,mid-size,sedan,white,in,21770.0
4368,4368,pittsburgh,2009,ford,2,6,gas,97908,clean,automatic,rwd,mid-size,truck,white,pa,8227.0
4369,4369,hawaii,2012,bmw,2,6,gas,144826,clean,other,rwd,mid-size,sedan,silver,hi,18559.0
4370,4370,gold country,2013,chevrolet,2,4,gas,111698,rebuilt,automatic,fwd,compact,sedan,black,ca,16644.0
4371,4371,reno / tahoe,2017,ram,2,6,diesel,42271,rebuilt,automatic,4wd,full-size,pickup,white,ca,36933.0
4372,4372,olympic peninsula,2013,volkswagen,2,4,gas,1127500,,automatic,fwd,compact,,black,wa,8558.0
4373,4373,new york city,2014,volkswagen,1,4,gas,123231,rebuilt,automatic,fwd,mid-size,sedan,black,ny,7130.0
4374,4374,el paso,2006,nissan,2,6,gas,153109,clean,automatic,4wd,full-size,pickup,black,tx,3150.0
4375,4375,nashville,2006,ford,2,6,,274616,rebuilt,automatic,4wd,full-size,pickup,silver,tn,18530.0
4376,4376,tucson,1991,ford,2,6,gas,118814,clean,automatic,4wd,full-size,sedan,green,az,11764.0
4377,4377,baltimore,2010,bmw,2,6,,109070,clean,automatic,fwd,mid-size,sedan,black,md,5796.0
4378,4378,san antonio,2012,mercedes-benz,1,6,gas,179208,clean,automatic,fwd,full-size,sedan,silver,tx,4148.0
4379,4379,orange county,2012,cadillac,3,8,gas,41325,clean,automatic,rwd,full-size,SUV,black,ca,18260.0
4380,4380,stockton,2015,volkswagen,2,4,gas,41298,salvage,automatic,fwd,compact,sedan,black,ca,4340.0
4381,4381,las vegas,2019,bmw,1,8,,24205,clean,automatic,rwd,full-size,coupe,blue,nv,19185.0
4382,4382,dayton / springfield,2013,toyota,2,4,diesel,81912,clean,manual,4wd,full-size,truck,silver,oh,8198.0
4383,4383,dayton / springfield,2012,chevrolet,3,8,gas,82480,lien,manual,fwd,full-size,truck,black,oh,4881.0
4384,4384,north dakota,1966,cadillac,2,6,gas,107934,clean,other,rwd,full-size,pickup,blue,nd,40287.0
4385,4385,rhode island,2009,jeep,1,6,gas,353896,rebuilt,automatic,4wd,mid-size,SUV,green,,3023.0
4386,4386,raleigh / durham / CH,2013,cadillac,2,4,gas,65623,clean,automatic,fwd,full-size,SUV,black,nc,18791.0
4387,4387,tucson,2014,honda,2,4,gas,128315,clean,automatic,fwd,compact,hatchback,blue,az,10624.0
4388,4388,louisville,2012,honda,1,4,gas,62987,rebuilt,automatic,fwd,mid-size,sedan,blue,,10408.0
4389,4389,lancaster,2009,bmw,2,6,gas,120448,clean,automatic,4wd,mid-size,sedan,black,pa,14497.0
4390,4390,palm springs,2003,nissan,4,4,gas,258921,clean,manual,fwd,mid-size,sedan,red,,1527.0
4391,4391,binghamton,2013,ford,1,4,gas,106330,clean,automatic,fwd,full-size,hatchback,white,ny,10594.0
4392,4392,pittsburgh,2008,bmw,2,6,gas,152705,clean,automatic,rwd,mid-size,sedan,white,pa,2651.0
4393,4393,long island,2019,ford,2,4,gas,84041,rebuilt,automatic,fwd,mid-size,SUV,black,ny,7920.0
4394,4394,san antonio,2016,mitsubishi,4,4,gas,59671,rebuilt,automatic,fwd,mid-size,sedan,grey,tx,1385.0
4395,4395,st augustine,2012,bmw,2,6,gas,97023,clean,automatic,rwd,mid-size,sedan,black,fl,8848.0
4396,4396,raleigh / durham / CH,2010,honda,2,4,gas,163173,salvage,automatic,fwd,mid-size,sedan,black,,1765.0
4397,4397,roanoke,2004,ford,2,4,gas,182205,clean,automatic,fwd,mid-size,SUV,silver,va,6669.0
4398,4398,altoona-johnstown,2019,bmw,1,6,gas,25006,salvage,automatic,rwd,sub-compact,sedan,black,pa,22904.0
4399,4399,detroit metro,2000,ford,3,6,gas,171225,clean,manual,fwd,mid-size,sedan,silver,,12329.0
4400,4400,las vegas,2012,audi,2,4,gas,151172,clean,manual,fwd,full-size,sedan,black,nv,13832.0
4401,4401,baltimore,2013,ford,2,4,gas,154656,clean,automatic,fwd,mid-size,sedan,black,,9270.0
4402,4402,central NJ,2014,chevrolet,3,8,gas,67656,clean,other,rwd,full-size,truck,blue,nj,16096.0
4403,4403,albany,2015,nissan,2,4,gas,104784,rebuilt,automatic,fwd,mid-size,SUV,black,ny,17625.0
4404,4404,nashville,2018,toyota,1,4,gas,37616,clean,automatic,fwd,full-size,sedan,silver,tn,13611.0
4405,4405,"washington, DC",2010,volkswagen,3,4,gas,103571,clean,automatic,fwd,mid-size,sedan,black,dc,5241.0
4406,4406,hudson valley,2010,chevrolet,2,8,gas,125525,clean,manual,4wd,full-size,truck,black,ny,24940.0
4407,4407,sarasota-bradenton,2016,volkswagen,1,4,gas,149880,clean,manual,fwd,full-size,sedan,white,fl,5239.0
4408,4408,mcallen / edinburg,2008,jeep,4,6,gas,165620,rebuilt,automatic,4wd,mid-size,SUV,black,tx,4547.0
4409,4409,minneapolis / st paul,2008,ford,2,6,gas,135469,clean,automatic,4wd,full-size,SUV,silver,,17123.0
4410,4410,"st louis, MO",2008,ford,2,8,diesel,66582,clean,automatic,rwd,full-size,pickup,black,mo,13571.0
4411,4411,north jersey,2016,ram,2,6,diesel,18867,clean,automatic,4wd,full-size,truck,white,nj,51177.0
4412,4412,orlando,2016,ford,2,6,gas,115808,clean,automatic,4wd,full-size,SUV,red,fl,9172.0
4413,4413,fayetteville,2003,toyota,4,4,gas,272210,clean,automatic,4wd,full-size,SUV,green,nc,4433.0
4414,4414,minneapolis / st paul,2015,kia,3,4,gas,78103,clean,automatic,fwd,mid-size,hatchback,silver,mn,9422.0
4415,4415,dallas / fort worth,2012,volkswagen,2,4,,88209,clean,automatic,fwd,mid-size,sedan,blue,tx,5911.0
4416,4416,south bend / michiana,2013,toyota,2,6,gas,175358,clean,automatic,fwd,mid-size,van,white,in,7664.0
4417,4417,jackson,2018,ford,2,8,diesel,1333,clean,manual,4wd,full-size,truck,blue,tn,73447.0
4418,4418,utica-rome-oneida,2014,honda,3,4,gas,131957,clean,manual,fwd,compact,SUV,blue,,8343.0
4419,4419,asheville,2014,ford,3,8,gas,163429,clean,automatic,4wd,full-size,truck,red,nc,7641.0
4420,4420,cleveland,2000,chevrolet,2,6,gas,138339,clean,automatic,rwd,mid-size,coupe,grey,oh,7723.0
4421,4421,wichita,2007,ford,3,8,gas,190429,salvage,automatic,fwd,full-size,van,black,ks,3832.0
4422,4422,south coast,2016,ford,1,8,diesel,27924,clean,automatic,4wd,full-size,pickup,green,ma,29224.0
4423,4423,harrisburg,2010,honda,2,6,gas,197366,rebuilt,automatic,fwd,full-size,sedan,blue,pa,6230.0
4424,4424,battle creek,2012,ford,1,6,gas,185135,clean,automatic,rwd,full-size,pickup,silver,mi,23260.0
4425,4425,fayetteville,2010,buick,1,4,gas,198190,rebuilt,automatic,fwd,compact,coupe,green,nc,1860.0
4426,4426,modesto,2010,nissan,2,4,gas,133290,clean,automatic,fwd,mid-size,sedan,silver,ca,9120.0
4427,4427,las vegas,2011,lincoln,4,4,gas,139822,,manual,fwd,full-size,,silver,nv,6161.0
4428,4428,northwest OK,2016,ford,3,8,gas,13538,clean,manual,rwd,full-size,truck,white,ok,21098.0
4429,4429,central NJ,1997,chevrolet,4,8,gas,135053,clean,automatic,rwd,full-size,SUV,blue,nj,10294.0
4430,4430,colorado springs,2012,buick,2,4,gas,47982,clean,automatic,fwd,mid-size,SUV,black,co,5150.0
4431,4431,cincinnati,2012,chevrolet,2,6,gas,97731,clean,automatic,fwd,full-size,mini-van,brown,oh,15542.0
4432,4432,elko,2017,ford,2,6,diesel,158148,clean,automatic,4wd,full-size,pickup,black,nv,26233.0
4433,4433,new haven,2012,honda,2,4,gas,47692,rebuilt,automatic,fwd,mid-size,sedan,black,ct,2963.0
