,kick_off_time,home_team,away_team,temperature,humidity,attendance,month,year,capacity_y,rain,first_end_sec,home_team_capacity,away_team_capacity,stadium_distance,is_home_stadium,discomfort
1015,15,2,17,28.3,33.0,18319.0,5,2009,21000,0,0,21000.0,15109.0,4.554291714472833,1,73.74960999999999
1016,15,25,6,23.8,57.0,10149.0,5,2009,28425,0,0,28425.0,20223.0,1.8327519226139195,1,70.85734
1017,13,6,8,17.5,83.0,16577.0,5,2009,41255,0,0,20223.0,15491.0,2.805099615178749,0,62.985749999999996
1018,14,20,2,19.5,52.0,53374.0,5,2009,62010,0,0,62010.0,21000.0,4.3135447863595875,1,64.6976
1019,15,10,24,19.8,51.0,16329.0,5,2009,26827,0,0,26827.0,15165.0,1.9705829346921657,1,65.04202
1020,16,17,29,18.6,60.0,10651.0,5,2009,15109,0,0,15109.0,37496.0,0.6823420673899562,1,63.8344
1021,16,11,9,17.6,65.0,9479.0,5,2009,36894,0,0,36894.0,20784.0,8.88265624652277,1,62.5866
1022,19,19,1,17.5,64.0,20349.0,5,2009,72081,0,0,72081.0,48999.0,0.17212320464133138,1,62.411
1023,19,21,7,15.6,78.0,13141.0,5,2009,20248,0,0,20248.0,31997.0,7.054945315229953,0,59.82832
1024,14,13,25,19.5,77.0,28817.0,5,2009,41684,0,0,41684.0,28425.0,5.054014357984853,1,65.94885
1025,14,3,5,18.4,94.0,5567.0,5,2009,20588,1,0,20588.0,19470.0,4.447623230469516,1,64.88503999999999
1026,13,13,21,19.5,59.0,29760.0,5,2009,41684,0,0,41684.0,20248.0,2.955125535776775,1,65.04795
1027,14,7,11,24.2,52.0,16298.0,5,2009,31997,0,0,31997.0,36894.0,1.4420280940432435,1,70.92416
1028,16,9,3,19.2,58.0,6554.0,5,2009,20784,0,0,20784.0,20588.0,5.737348749224236,1,64.58264
1029,19,5,19,22.3,62.0,14833.0,5,2009,19470,0,0,19470.0,72081.0,0.5214669709051666,1,69.18474
1030,19,25,17,23.0,57.0,6002.0,5,2009,28425,0,0,28425.0,15109.0,4.951248580938459,1,69.7579
1031,13,2,29,24.1,50.0,19092.0,5,2009,21000,0,0,21000.0,37496.0,5.236460665874411,1,70.6005
1032,14,1,10,20.4,70.0,27851.0,5,2009,48999,1,0,48999.0,26827.0,0.14250487871298104,1,66.9512
1033,15,24,6,21.3,75.0,15632.0,5,2009,15165,0,0,15165.0,20223.0,1.018700409221481,1,68.64325
1034,16,8,20,20.9,67.0,32418.0,5,2009,62010,0,0,15491.0,62010.0,0.08212391779502097,0,67.51096999999999
1035,15,10,7,26.9,55.0,19375.0,6,2009,26827,0,0,26827.0,31997.0,8.340986564315822,1,74.87105
1036,15,21,9,25.1,70.0,17865.0,6,2009,20248,0,0,20248.0,20784.0,3.8504500595796505,0,74.0153
1037,15,6,5,26.1,63.0,12457.0,6,2009,20223,0,0,20223.0,19470.0,3.2141648638341644,1,74.71057
1038,15,2,13,27.5,57.0,18404.0,6,2009,21000,0,0,21000.0,41684.0,4.67062891197576,1,75.94225
1039,16,29,24,24.6,69.0,21841.0,6,2009,37496,0,0,37496.0,15165.0,3.041281707249424,1,73.16326000000001
1040,18,8,3,24.9,68.0,9336.0,6,2009,15491,0,0,15491.0,20588.0,4.0253616824898995,1,73.50768
1041,19,17,1,23.6,79.0,10266.0,6,2009,15109,0,0,15109.0,48999.0,0.48336171666879296,1,72.57656
1042,13,11,25,25.6,81.0,14514.0,6,2009,36894,0,0,36894.0,28425.0,2.783162550412747,1,75.98164
1043,14,19,20,22.4,94.0,40228.0,6,2009,72081,1,0,72081.0,62010.0,0.40676443483790414,1,71.84743999999999
1044,13,3,11,32.7,41.0,11806.0,6,2009,20588,0,0,20588.0,36894.0,3.3655453400608115,1,80.19693000000001
1045,15,24,17,26.6,63.0,10635.0,6,2009,15165,0,0,15165.0,15109.0,2.380758342922687,1,75.42742
1046,16,20,25,31.0,42.0,18777.0,6,2009,21500,0,0,62010.0,28425.0,4.711987538987043,0,78.2938
1047,16,5,8,28.1,54.0,13079.0,6,2009,19470,0,0,19470.0,15491.0,0.5979772141495209,1,76.36126
1048,19,1,21,26.0,64.0,28987.0,6,2009,54224,0,0,48999.0,20248.0,1.2476055363715681,0,74.6816
1049,13,9,10,33.0,49.0,10367.0,6,2009,20784,0,0,20784.0,26827.0,2.8447160340084845,1,82.0313
1050,14,19,2,23.5,77.0,25610.0,6,2009,72081,1,0,72081.0,21000.0,4.125667771855231,1,72.23805
1051,16,13,6,26.9,57.0,35786.0,6,2009,41684,0,0,41684.0,20223.0,3.4776728784639874,1,75.11767
1052,16,7,29,27.8,67.0,20391.0,6,2009,31997,0,0,31997.0,37496.0,9.409118994588868,1,77.67674
1053,18,8,19,26.8,64.0,10631.0,7,2009,15491,0,0,15491.0,72081.0,0.40641230065168793,1,75.83648
1054,19,9,20,22.6,78.0,20102.0,7,2009,20784,0,0,20784.0,62010.0,2.5229903839422327,1,70.90371999999999
1055,19,17,13,23.9,81.0,9615.0,7,2009,15109,0,0,15109.0,41684.0,2.2297178468864636,1,73.24141
1056,19,21,3,23.3,83.0,16205.0,7,2009,20248,0,0,20248.0,20588.0,2.7674375638026625,0,72.44961
1057,19,25,1,24.8,76.0,14915.0,7,2009,28425,0,0,28425.0,48999.0,4.474038561826223,1,74.17952
1058,19,7,5,24.5,70.0,19671.0,7,2009,31997,0,0,31997.0,19470.0,8.794114457602493,1,73.1135
1059,18,6,2,24.0,82.0,24749.0,7,2009,41255,0,0,20223.0,21000.0,1.4355806377866602,0,73.49719999999999
1060,18,11,24,23.3,90.0,13375.0,7,2009,36894,0,0,36894.0,15165.0,5.490050145256337,1,73.0633
1061,19,10,29,23.4,73.0,22185.0,7,2009,26827,0,0,26827.0,37496.0,1.0723635246920684,1,71.72618
1062,18,29,8,21.3,70.0,17903.0,7,2009,37496,0,0,37496.0,15491.0,1.0127307148704543,1,68.3039
1063,19,20,11,24.9,54.0,44149.0,7,2009,62010,0,0,62010.0,36894.0,7.463756747863722,1,72.05854
1064,19,5,25,24.0,63.0,12349.0,7,2009,19470,0,0,19470.0,28425.0,5.038799198136913,1,71.6998
1065,19,19,9,23.9,62.0,13185.0,7,2009,15440,0,0,72081.0,20784.0,2.929754643310932,0,71.46282
1066,19,13,10,24.5,69.0,36810.0,7,2009,41684,0,0,41684.0,26827.0,2.370507222229872,1,73.01395
1067,19,2,21,26.5,60.0,18549.0,7,2009,21000,0,0,21000.0,20248.0,2.9467293762787152,1,74.92599999999999
1068,18,3,17,29.6,64.0,8011.0,7,2009,20588,0,0,20588.0,15109.0,4.3455842700739336,1,79.87856
1069,18,1,6,25.3,70.0,24736.0,7,2009,48999,0,0,48999.0,20223.0,2.64280962298933,1,74.3159
1070,19,24,7,26.6,84.0,10008.0,7,2009,15165,0,0,15165.0,31997.0,6.404779815940364,1,77.95456
1071,18,8,1,29.4,68.0,10895.0,7,2009,15491,0,0,15491.0,48999.0,0.27263713715669124,1,80.18208
1072,18,10,25,29.3,62.0,14696.0,7,2009,26827,0,0,26827.0,28425.0,4.574808921790844,1,79.15134
1073,19,19,13,27.6,77.0,22681.0,7,2009,72081,0,0,72081.0,41684.0,2.4350511687668885,1,78.68448000000001
1074,19,21,29,25.3,87.0,20203.0,7,2009,20248,0,0,20248.0,37496.0,2.382798432210745,0,76.14289
1075,19,6,3,28.2,84.0,17784.0,7,2009,41255,0,0,20223.0,20588.0,1.2339581685818972,0,80.58112
1076,19,7,20,29.8,60.0,24833.0,7,2009,31997,0,0,31997.0,62010.0,8.498356600991347,1,79.5592
1077,18,9,24,25.8,66.0,10255.0,7,2009,20784,0,0,20784.0,15165.0,4.393794563864463,1,74.61772
1078,18,11,5,28.2,78.0,11572.0,7,2009,36894,0,0,36894.0,19470.0,7.812052320850473,1,79.76404
1079,19,17,2,28.3,73.0,11367.0,7,2009,15109,0,0,15109.0,21000.0,4.554291714472833,1,79.23641
1080,18,1,11,27.9,74.0,27846.0,7,2009,48999,0,0,48999.0,36894.0,7.2381737618429725,1,78.75654
1081,19,29,17,26.8,82.0,18773.0,7,2009,37496,0,0,37496.0,15109.0,0.6823420673899562,1,78.03824
1082,19,20,6,28.6,74.0,44976.0,7,2009,62010,0,0,62010.0,20223.0,2.879363147987082,1,79.83636
1083,19,5,21,28.3,78.0,15142.0,7,2009,19470,0,0,19470.0,20248.0,1.744733156521656,1,79.92226
1084,19,2,7,25.6,84.0,15262.0,7,2009,21000,0,0,21000.0,31997.0,4.205017497984652,1,76.31296
1085,19,25,8,26.8,68.0,8651.0,7,2009,28425,0,0,28425.0,15491.0,4.637434575768482,1,76.32576
1086,18,13,9,24.3,83.0,37447.0,7,2009,41684,0,0,41684.0,20784.0,1.3931586003815188,1,74.08131
1087,18,24,19,27.4,90.0,15729.0,7,2009,15165,0,0,15165.0,72081.0,1.8996680422971235,1,80.03739999999999
1088,18,3,10,27.1,87.0,9002.0,7,2009,20588,0,0,20588.0,26827.0,3.9787627393633325,1,79.15123
1089,19,10,1,26.0,68.0,21379.0,8,2009,26827,0,0,26827.0,48999.0,0.14250487871298104,1,75.1392
1090,19,19,3,26.4,73.0,19354.0,8,2009,72081,0,0,72081.0,20588.0,3.926170713009434,1,76.32427999999999
1091,19,13,8,24.9,87.0,30862.0,8,2009,41684,0,0,41684.0,15491.0,2.049059812987407,1,75.47437
1092,19,24,5,25.1,80.0,11297.0,8,2009,15165,0,0,15165.0,19470.0,2.4024174507212566,1,75.0702
1093,19,11,29,26.3,83.0,22225.0,8,2009,36894,0,0,36894.0,37496.0,8.392282109168226,1,77.34470999999999
1094,19,7,6,25.2,89.0,17461.0,8,2009,31997,0,0,31997.0,20223.0,5.624441277820666,1,76.18871999999999
1095,18,9,2,26.0,74.0,16547.0,8,2009,20784,0,0,20784.0,21000.0,5.9844743755425,1,75.8256
1096,18,20,21,24.6,90.0,45186.0,8,2009,62010,0,0,62010.0,20248.0,1.5360541362107039,1,75.27459999999999
1097,18,17,25,25.8,81.0,8545.0,8,2009,15109,0,0,15109.0,28425.0,4.951248580938459,1,76.30402000000001
1098,18,3,9,28.1,62.0,8821.0,8,2009,20588,0,0,20588.0,20784.0,5.737348749224236,1,77.44278
1099,18,29,7,23.4,83.0,25674.0,8,2009,37496,0,0,37496.0,31997.0,9.409118994588868,1,72.61277999999999
1100,19,6,10,27.5,66.0,18025.0,8,2009,20223,0,0,20223.0,26827.0,2.7464450932811366,1,77.1055
1101,19,2,20,27.5,64.0,20211.0,8,2009,21000,0,0,21000.0,62010.0,4.3135447863595875,1,76.84700000000001
1102,19,25,11,26.9,68.0,13394.0,8,2009,35910,0,0,28425.0,36894.0,2.783162550412747,0,76.47408
1103,19,5,17,24.9,70.0,17899.0,8,2009,19470,0,0,19470.0,15109.0,0.3128647408865425,1,73.7147
1104,18,8,24,28.6,57.0,11330.0,8,2009,15002,0,0,15491.0,15165.0,2.122034993492789,0,77.45398
1105,18,1,19,29.1,50.0,24913.0,8,2009,48999,0,0,48999.0,72081.0,0.17212320464133138,1,77.1255
1106,19,21,13,26.3,61.0,20034.0,8,2009,20248,0,0,20248.0,41684.0,2.955125535776775,0,74.76257
1107,19,9,1,24.3,75.0,11056.0,8,2009,20784,0,0,20784.0,48999.0,2.8044356106756956,1,73.30075
1108,19,5,6,25.4,70.0,13548.0,8,2009,19470,0,0,19470.0,20223.0,3.2141648638341644,1,74.4662
1109,19,13,2,26.8,78.0,32896.0,8,2009,41684,0,0,41684.0,21000.0,4.67062891197576,1,77.54896
1110,19,24,10,26.8,63.0,10545.0,8,2009,15165,0,0,15165.0,26827.0,1.9705829346921657,1,75.71415999999999
1111,19,3,21,28.7,64.0,10685.0,8,2009,20588,0,0,20588.0,20248.0,2.7674375638026625,1,78.57932
1112,19,25,29,27.6,72.0,17432.0,8,2009,28425,0,0,28425.0,37496.0,5.633163576288648,1,78.03327999999999
1113,19,11,7,25.6,74.0,10951.0,8,2009,36894,0,0,36894.0,31997.0,1.4420280940432435,1,75.20856
1114,19,20,17,27.2,75.0,38740.0,8,2009,62010,0,0,62010.0,15109.0,0.26632468390668396,1,77.803
1115,19,19,8,26.1,73.0,11025.0,8,2009,15440,0,0,72081.0,15491.0,0.40641230065168793,0,75.86447
1116,18,8,5,28.0,74.0,10211.0,8,2009,15491,0,0,15491.0,19470.0,0.5979772141495209,1,78.9108
1117,19,13,3,25.8,50.0,35047.0,8,2009,41684,0,0,41684.0,20588.0,4.42053438378506,1,72.819
1118,19,21,24,28.3,52.0,20116.0,8,2009,20248,0,0,20248.0,15165.0,0.6586610746537234,0,76.35584
1119,19,11,20,26.1,60.0,27113.0,8,2009,36894,0,0,36894.0,62010.0,7.463756747863722,1,74.3644
1120,19,17,19,28.5,79.0,22145.0,8,2009,54224,0,0,15109.0,72081.0,0.501006659046562,0,80.37785
1121,18,2,6,25.1,71.0,18134.0,8,2009,20261,0,0,21000.0,20223.0,1.4355806377866602,0,74.12079
1122,18,29,1,25.9,77.0,24593.0,8,2009,37496,0,0,37496.0,48999.0,1.1606281100632567,1,76.01156999999999
1123,19,10,9,27.6,66.0,17341.0,8,2009,26827,0,0,26827.0,20784.0,2.8447160340084845,1,77.25184
1124,20,7,25,25.3,54.0,14163.0,8,2009,31997,0,0,31997.0,28425.0,3.8028565966696584,1,72.59638
1125,18,8,29,28.7,58.0,11369.0,8,2009,15491,0,0,15491.0,37496.0,1.0127307148704543,1,77.73254
1126,19,1,7,27.8,68.0,18320.0,8,2009,48999,0,0,48999.0,31997.0,8.248674927719845,1,77.80896
1127,19,19,5,26.8,71.0,13181.0,8,2009,15440,0,0,72081.0,19470.0,0.5214669709051666,0,76.69272
1128,19,24,2,26.2,83.0,18298.0,8,2009,51697,0,0,15165.0,21000.0,2.3389876032163928,0,77.18154
1129,19,6,13,29.5,59.0,12043.0,8,2009,20223,0,0,20223.0,41684.0,3.4776728784639874,1,78.98895
1130,19,25,20,27.2,63.0,19094.0,8,2009,28425,0,0,28425.0,62010.0,4.711987538987043,1,76.28764
1131,18,9,11,19.3,73.0,10206.0,8,2009,20784,0,0,20784.0,36894.0,8.88265624652277,1,65.44211
1132,18,17,3,21.8,82.0,8124.0,8,2009,15109,1,0,15109.0,20588.0,4.3455842700739336,1,69.92924
1133,19,10,21,21.3,86.0,20689.0,8,2009,26827,1,0,26827.0,20248.0,1.312921510709607,1,69.38982
1134,16,5,13,21.9,76.0,14108.0,9,2009,19470,0,0,19470.0,41684.0,2.5418345320547586,1,69.64856
1135,13,21,8,25.6,54.0,13169.0,9,2009,20248,0,0,20248.0,15491.0,1.4801164301905323,0,72.99976000000001
1136,19,6,17,20.4,92.0,9355.0,9,2009,20223,1,0,20223.0,15109.0,3.118823838239029,1,68.24831999999999
1137,13,3,1,30.1,64.0,8106.0,9,2009,12584,0,0,20588.0,48999.0,3.872697397120639,0,80.60036
1138,19,2,25,20.2,86.0,17205.0,9,2009,21000,1,0,21000.0,28425.0,0.4021655411606228,1,67.56227999999999
1139,16,11,19,19.6,90.0,12126.0,9,2009,36894,0,0,36894.0,72081.0,7.290716897826722,1,66.7696
1140,15,20,9,28.2,40.0,41500.0,9,2009,62010,0,0,62010.0,20784.0,2.5229903839422327,1,74.5892
1141,18,7,24,24.1,58.0,17241.0,9,2009,31997,0,0,31997.0,15165.0,6.404779815940364,1,71.36522
1142,19,29,10,18.8,86.0,22323.0,10,2009,37496,0,0,37496.0,26827.0,1.0723635246920684,1,65.23632
1143,19,9,21,19.4,61.0,12270.0,9,2009,20784,0,0,20784.0,20248.0,3.8504500595796505,1,65.00666
1144,18,8,6,21.5,66.0,10501.0,9,2009,15491,0,0,15491.0,20223.0,2.805099615178749,1,68.32509999999999
1145,16,1,2,22.9,62.0,23014.0,9,2009,48999,0,0,48999.0,21000.0,4.078297804606338,1,70.03902
1146,19,10,20,21.3,63.0,22390.0,9,2009,26827,0,0,26827.0,62010.0,0.32228674774181815,1,67.82881
1147,16,19,29,23.1,62.0,28581.0,9,2009,72081,0,0,72081.0,37496.0,1.1416253822620612,1,70.32378
1148,14,13,7,23.1,55.0,24392.0,9,2009,41684,0,0,41684.0,31997.0,8.759669301186257,1,69.72395
1149,15,24,3,26.4,44.0,13860.0,9,2009,15165,0,0,15165.0,20588.0,2.179827494960558,1,72.89184
1150,13,17,11,27.2,31.0,10507.0,9,2009,15109,0,0,15109.0,36894.0,7.710087509831851,1,72.24668
1151,16,25,5,25.3,37.0,12634.0,9,2009,28425,0,0,28425.0,19470.0,5.038799198136913,1,70.76939
1152,19,5,9,21.7,67.0,14602.0,9,2009,19470,0,0,19470.0,20784.0,2.7736538151400563,1,68.68961
1153,16,1,24,26.9,48.0,21512.0,9,2009,48999,0,0,48999.0,15165.0,1.9002943918501087,1,74.00788
1154,18,3,8,23.1,66.0,9206.0,9,2009,20588,0,0,20588.0,15491.0,4.0253616824898995,1,70.66654
1155,19,11,13,24.8,79.0,14690.0,9,2009,36894,0,0,36894.0,41684.0,7.501852545391239,1,74.48707999999999
1156,13,7,17,29.1,46.0,15274.0,9,2009,31997,0,0,31997.0,15109.0,8.730107678143554,1,76.54514
1157,18,29,6,20.6,83.0,17192.0,9,2009,37496,0,0,37496.0,20223.0,3.800931646113362,1,68.04402
1158,16,2,10,26.3,48.0,18749.0,9,2009,21000,0,0,21000.0,26827.0,4.180828086599581,1,73.23676
1159,14,20,19,24.4,62.0,45023.0,9,2009,62010,0,0,62010.0,72081.0,0.40676443483790414,1,72.17472
1160,13,21,25,26.9,45.0,17294.0,9,2009,20248,0,0,20248.0,28425.0,3.3286620435870446,0,73.63794999999999
1161,14,9,7,23.1,47.0,8011.0,10,2009,20784,0,0,20784.0,31997.0,10.12054055873795,1,69.03843
1162,15,20,5,24.3,65.0,38634.0,10,2009,62010,0,0,62010.0,19470.0,0.5250556225315569,1,72.32505
1163,15,17,24,22.1,82.0,8514.0,10,2009,15109,0,0,15109.0,15165.0,2.380758342922687,1,70.41578
1164,13,21,11,25.2,80.0,18205.0,10,2009,20248,0,0,20248.0,36894.0,6.111499469260642,0,75.2304
1165,16,25,3,24.5,55.0,11127.0,10,2009,28425,0,0,28425.0,20588.0,0.640564587548369,1,71.62025
1166,16,29,13,21.3,64.0,19288.0,10,2009,37496,0,0,37496.0,41684.0,2.4684545743898156,1,67.89668
1167,13,10,19,26.3,50.0,19951.0,10,2009,26827,0,0,26827.0,72081.0,0.0875658301222585,1,73.47149999999999
1168,16,6,1,25.6,30.0,13796.0,10,2009,20223,0,0,20223.0,48999.0,2.64280962298933,1,70.3492
1169,15,2,8,25.7,41.0,17758.0,10,2009,21000,0,0,21000.0,15491.0,4.238588188952521,1,71.68563
1170,14,9,25,22.1,47.0,10029.0,10,2009,20784,0,0,20784.0,28425.0,6.376545905427014,1,67.76313
1171,15,8,10,21.3,64.0,37842.0,10,2009,62010,0,0,15491.0,26827.0,0.32924660701060876,0,67.89668
1172,13,1,17,20.2,64.0,28235.0,10,2009,48999,0,0,48999.0,15109.0,0.48336171666879296,1,66.30872
1173,19,19,6,17.4,79.0,22046.0,10,2009,72081,0,0,72081.0,20223.0,2.6927804110563915,1,62.70554
1174,16,13,20,21.9,46.0,39963.0,10,2009,41684,0,0,41684.0,62010.0,2.085724908037975,1,67.43426
1175,19,24,29,17.0,84.0,14126.0,10,2009,15165,1,0,15165.0,37496.0,3.041281707249424,1,62.1952
1176,14,11,2,20.2,67.0,22180.0,10,2009,36894,0,0,36894.0,21000.0,3.167465712317833,1,66.47966
1177,16,5,3,22.1,50.0,13389.0,10,2009,19470,0,0,19470.0,20588.0,4.447623230469516,1,67.9905
1178,14,7,21,21.8,40.0,18264.0,10,2009,31997,0,0,31997.0,20248.0,7.054945315229953,1,66.8708
1179,19,17,9,14.3,84.0,9946.0,10,2009,15109,1,0,15109.0,20784.0,2.5193372436648866,1,57.762879999999996
1180,19,3,7,16.3,75.0,14852.0,10,2009,20588,0,0,20588.0,31997.0,4.436373617089188,1,60.88075
1181,16,25,13,19.6,50.0,11463.0,10,2009,28425,0,0,28425.0,41684.0,5.054014357984853,1,64.72800000000001
1182,16,29,5,17.4,72.0,18887.0,10,2009,37496,0,0,37496.0,19470.0,0.6640104737125694,1,62.500719999999994
1183,16,2,19,18.1,58.0,20213.0,10,2009,21000,0,0,21000.0,72081.0,4.125667771855231,1,63.060019999999994
1184,15,20,8,16.4,68.0,43746.0,10,2009,62010,0,0,62010.0,15491.0,0.08212391779502097,1,60.900479999999995
1185,15,21,1,19.0,57.0,19275.0,10,2009,20248,0,0,20248.0,48999.0,1.2476055363715681,0,64.2607
1186,15,6,24,20.8,48.0,15578.0,10,2009,41255,0,0,20223.0,15165.0,1.018700409221481,0,66.16816
1187,18,10,11,15.3,69.0,18946.0,10,2009,26827,0,0,26827.0,36894.0,7.344089248917739,1,59.277429999999995
1188,18,8,11,17.2,72.0,10364.0,11,2009,15491,0,0,15491.0,36894.0,7.386918540320378,1,62.19615999999999
1189,18,17,21,16.6,83.0,10007.0,11,2009,15109,0,0,15109.0,20248.0,1.7253194539226608,1,61.517219999999995
1190,15,1,20,19.1,66.0,40701.0,11,2009,48999,0,0,48999.0,62010.0,0.302127735775785,1,64.81294
1191,18,19,7,18.3,64.0,16724.0,11,2009,72081,0,0,72081.0,31997.0,8.27880229697473,1,63.56588
1192,15,24,13,20.0,56.0,11912.0,11,2009,15165,0,0,15165.0,41684.0,3.3737853295703264,1,65.58
1193,15,29,9,17.3,80.0,20433.0,11,2009,37496,0,0,37496.0,20784.0,2.3627473654457836,1,62.5746
1194,15,10,5,19.5,58.0,18470.0,11,2009,26827,0,0,26827.0,19470.0,0.47537437180606346,1,64.9979
1195,13,6,25,22.2,43.0,10136.0,11,2009,20223,0,0,20223.0,28425.0,1.8327519226139195,1,67.58354
1196,18,2,3,18.1,74.0,20394.0,11,2009,21000,0,0,21000.0,20588.0,0.2510835706811496,1,63.63906
1197,14,9,8,6.4,73.0,10347.0,11,2009,20784,0,0,20784.0,15491.0,2.532868083726627,1,45.67028
1198,14,20,24,17.0,30.0,43619.0,11,2009,62010,0,0,62010.0,15165.0,2.1823873364208315,1,60.82899999999999
1199,14,13,17,11.6,44.0,28491.0,11,2009,41684,0,0,41684.0,15109.0,2.2297178468864636,1,54.456959999999995
1200,14,21,2,17.0,44.0,20011.0,11,2009,20248,0,0,20248.0,21000.0,2.9467293762787152,0,61.1832
1201,14,3,29,13.1,58.0,14043.0,11,2009,20588,0,0,20588.0,37496.0,5.027910953488735,1,56.139019999999995
1202,17,25,19,10.8,49.0,11553.0,11,2009,28425,0,0,28425.0,72081.0,4.518347711930557,1,53.28008
1203,17,11,6,4.7,73.0,13728.0,11,2009,36894,0,0,36894.0,20223.0,4.597967558846954,1,43.06469
1204,13,5,1,9.2,72.0,14247.0,11,2009,19470,0,0,19470.0,48999.0,0.6018465077650771,1,50.01376
1205,13,7,10,11.4,70.0,20418.0,11,2009,31997,0,0,31997.0,26827.0,8.340986564315822,1,53.4242
1206,14,29,2,15.7,53.0,35598.0,11,2009,37496,0,0,37496.0,21000.0,5.236460665874411,1,59.67579
1207,17,8,17,14.1,59.0,11191.0,11,2009,15491,0,0,15491.0,15109.0,0.3484035414573276,1,57.51981
1208,17,1,25,15.3,35.0,28664.0,11,2009,48999,0,0,48999.0,28425.0,4.474038561826223,1,58.98945
1209,14,10,13,17.3,41.0,22274.0,11,2009,26827,0,0,26827.0,41684.0,2.370507222229872,1,61.47207
1210,14,24,11,19.0,38.0,14486.0,11,2009,15165,0,0,15165.0,36894.0,5.490050145256337,1,63.4038
1211,14,6,9,16.1,39.0,15071.0,11,2009,41255,0,0,20223.0,20784.0,4.703043178572463,0,59.98021
1212,14,3,20,13.1,53.0,18121.0,11,2009,20588,0,0,20588.0,62010.0,4.101353663170744,1,56.205569999999994
1213,16,5,7,11.6,47.0,13642.0,11,2009,19470,0,0,19470.0,31997.0,8.794114457602493,1,54.372479999999996
1214,13,19,21,12.9,43.0,30985.0,11,2009,72081,0,0,72081.0,20248.0,1.241177900871988,1,56.09153
1215,15,9,19,10.2,71.0,12767.0,12,2009,20784,0,1,20784.0,72081.0,2.929754643310932,1,51.578579999999995
1216,15,20,29,10.8,81.0,53783.0,12,2009,62010,0,1,62010.0,37496.0,0.933039479010391,1,52.125519999999995
1217,15,17,10,9.9,88.0,10135.0,12,2009,15109,1,1,15109.0,26827.0,0.4188806361435172,1,50.35988
1218,15,13,1,12.4,56.0,33984.0,12,2009,41684,0,1,41684.0,48999.0,2.268334593309588,1,55.21056
1219,15,21,6,10.8,90.0,17218.0,12,2009,20248,1,1,20248.0,20223.0,1.5468613455135596,0,51.800799999999995
1220,15,2,5,14.4,69.0,20031.0,12,2009,21000,0,1,21000.0,19470.0,4.646649083751643,1,57.93364
1221,15,25,24,14.9,65.0,15767.0,12,2009,28425,0,1,28425.0,15165.0,2.7088540068924116,1,58.66215
1222,15,11,3,11.9,55.0,19303.0,12,2009,36894,0,1,36894.0,20588.0,3.3655453400608115,1,54.55355
1223,15,7,8,14.1,48.0,22460.0,12,2009,31997,0,1,31997.0,15491.0,8.425790621822077,1,57.55732
1224,13,22,9,13.2,79.0,11280.0,3,2010,15732,0,1,15732.0,20784.0,3.1689620308145052,0,56.018719999999995
1225,13,24,4,16.9,90.0,10440.0,3,2010,15165,1,1,15165.0,19694.0,4.6856708677576675,1,62.176899999999996
1226,14,1,19,12.8,86.0,29011.0,3,2010,48999,1,1,48999.0,72081.0,0.17212320464133138,1,55.267920000000004
1227,14,11,21,14.1,76.0,16216.0,3,2010,36894,0,1,36894.0,20248.0,6.111499469260642,1,57.461839999999995
1228,16,29,20,10.6,79.0,35251.0,3,2010,37496,1,1,37496.0,62010.0,0.933039479010391,1,51.879259999999995
1229,16,10,13,12.8,79.0,22117.0,3,2010,26827,0,1,26827.0,41684.0,2.370507222229872,1,55.381879999999995
1230,19,2,6,10.0,67.0,18105.0,3,2010,21000,0,1,21000.0,20223.0,1.4355806377866602,1,51.452
1231,14,25,3,12.2,57.0,19506.0,3,2010,28425,0,1,28425.0,20588.0,0.640564587548369,1,54.915459999999996
1232,15,8,0,4.7,77.0,8605.0,3,2010,15491,1,1,15491.0,17892.0,4.316484102053422,1,42.67881
1233,14,19,22,20.4,42.0,32228.0,3,2010,72081,0,0,72081.0,15732.0,0.31184482706949834,1,65.30032
1234,14,13,24,3.9,69.0,28423.0,3,2010,41684,0,0,41684.0,15165.0,3.3737853295703264,1,42.25609
1235,14,21,9,19.0,42.0,18517.0,3,2010,20248,0,0,20248.0,20784.0,3.8504500595796505,0,63.584199999999996
1236,16,4,8,7.1,38.0,17978.0,3,2010,19694,0,0,19694.0,15491.0,2.708516356702503,1,49.288019999999996
1237,16,6,10,14.2,67.0,25176.0,3,2010,41255,0,0,20223.0,26827.0,2.7464450932811366,0,57.63986
1238,13,3,29,18.4,32.0,15222.0,3,2010,20588,0,0,20588.0,37496.0,5.027910953488735,1,62.457119999999996
1239,14,20,1,15.7,28.0,50096.0,3,2010,62010,0,0,62010.0,48999.0,0.302127735775785,1,59.36503999999999
1240,16,0,2,17.0,23.0,37860.0,3,2010,47853,0,0,17892.0,21000.0,0.1976272455912901,0,60.6519
1241,16,25,11,15.4,26.0,9133.0,3,2010,28425,0,0,28425.0,36894.0,2.783162550412747,1,59.01996
1242,13,22,11,20.9,50.0,8250.0,3,2010,15732,0,0,15732.0,36894.0,7.008107279804011,0,66.4245
1243,13,21,25,18.3,63.0,15367.0,3,2010,20248,0,0,20248.0,28425.0,3.3286620435870446,0,63.52771
1244,13,3,4,25.0,41.0,8177.0,3,2010,20588,0,0,20588.0,19694.0,6.144906227767263,1,70.83449999999999
1245,14,19,10,21.3,50.0,35870.0,3,2010,72081,0,0,72081.0,26827.0,0.0875658301222585,1,66.9465
