,id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance,capacity_y,address
365,10044,2007-04-21,19,第7節,第1日,清水,鹿島,日本平スタジアム,曇,17.6,82.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,12738.0,20248,静岡県静岡市清水区村松3880−1
366,10045,2007-04-21,19,第7節,第1日,広島,新潟,広島ビッグアーチ,曇一時雨,18.3,67.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),8326.0,36894,広島県広島市安佐南区大塚西5丁目1−1
367,10046,2007-04-22,16,第7節,第2日,横浜FM,大分,日産スタジアム,曇,20.8,63.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),17219.0,72081,神奈川県横浜市港北区小机町3300
368,10047,2007-04-22,16,第7節,第2日,G大阪,磐田,万博記念競技場,雨のち曇,19.9,80.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),14495.0,21000,大阪府吹田市千里万博公園5-2
369,10048,2007-04-28,13,第8節,第1日,横浜FC,清水,日産スタジアム,曇,24.0,31.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),15008.0,72081,神奈川県横浜市港北区小机町3300
370,10049,2007-04-28,15,第8節,第1日,大分,G大阪,九州石油ドーム,晴,21.1,19.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/NHK大分,20806.0,31997,大分県大分市横尾1351
371,10050,2007-04-28,16,第8節,第1日,大宮,甲府,さいたま市浦和駒場スタジアム,曇,13.6,60.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),6628.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
372,10051,2007-04-28,16,第8節,第1日,柏,名古屋,日立柏サッカー場,雨のち曇,13.2,79.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/千葉テレビ(録),11077.0,15109,千葉県柏市日立台1-2-50
373,10052,2007-04-28,16,第8節,第1日,神戸,FC東京,ホームズスタジアム神戸,晴,21.3,19.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),9213.0,28425,兵庫県神戸市兵庫区御崎町1丁目2−2
374,10053,2007-04-28,19,第8節,第1日,新潟,横浜FM,東北電力ビッグスワンスタジアム,曇,11.3,66.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),41283.0,41684,新潟県新潟市中央区清五郎67-12
375,10054,2007-04-28,19,第8節,第1日,磐田,広島,ヤマハスタジアム(磐田),晴,14.4,44.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS/静岡放送(録),10131.0,15165,静岡県磐田市新貝2500
376,10055,2007-04-29,15,第8節,第2日,川崎F,千葉,等々力陸上競技場,晴,21.0,33.0,スカパー!・e2(TBSチャンネル)/BS-i,21804.0,26827,神奈川県川崎市中原区等々力1-1
377,10056,2007-04-29,16,第8節,第2日,鹿島,浦和,県立カシマサッカースタジアム,晴,18.8,24.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),36146.0,37496,茨城県鹿嶋市神向寺後山26-2
378,10057,2007-05-03,14,第9節,第1日,浦和,千葉,埼玉スタジアム2002,晴,23.7,33.0,スカパー!・e2(TBSチャンネル)/テレ玉/BS-i,57440.0,62010,埼玉県さいたま市緑区美園2丁目1
379,10058,2007-05-03,14,第9節,第1日,甲府,横浜FC,山梨県小瀬スポーツ公園陸上競技場,晴,24.1,28.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/テレビ山梨,16279.0,15859,山梨県甲府市小瀬町840
380,10059,2007-05-03,16,第9節,第1日,柏,新潟,柏の葉公園総合競技場,晴,22.1,36.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/千葉テレビ,13481.0,20000,千葉県柏市柏の葉4丁目1
381,10060,2007-05-03,16,第9節,第1日,FC東京,鹿島,味の素スタジアム,晴,20.1,43.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/TOKYO MX,30436.0,48999,東京都調布市西町376-3
382,10061,2007-05-03,16,第9節,第1日,名古屋,大分,名古屋市瑞穂陸上競技場,晴,21.0,41.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/東海テレビ(録),14146.0,20223,愛知県名古屋市瑞穂区山下通5-1
383,10062,2007-05-03,16,第9節,第1日,神戸,G大阪,ホームズスタジアム神戸,晴,21.1,49.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),22236.0,28425,兵庫県神戸市兵庫区御崎町1丁目2−2
384,10063,2007-05-03,16,第9節,第1日,広島,大宮,広島ビッグアーチ,曇,20.8,46.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),13220.0,36894,広島県広島市安佐南区大塚西5丁目1−1
385,10064,2007-05-03,19,第9節,第1日,横浜FM,川崎F,日産スタジアム,晴,18.3,64.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/tvk/BS,33498.0,72081,神奈川県横浜市港北区小机町3300
386,10065,2007-05-03,19,第9節,第1日,清水,磐田,日本平スタジアム,晴,16.9,76.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),20318.0,20248,静岡県静岡市清水区村松3880−1
387,10066,2007-05-06,13,第10節,第1日,横浜FC,神戸,横浜市三ツ沢公園球技場,雨,17.2,83.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),4458.0,15440,神奈川県横浜市神奈川区三ﾂ沢西町3-1
388,10067,2007-05-06,13,第10節,第1日,大分,広島,九州石油ドーム,屋内,18.9,78.0,スカパー!・e2(J sports Plus),20224.0,31997,大分県大分市横尾1351
389,10068,2007-05-06,14,第10節,第1日,新潟,甲府,東北電力ビッグスワンスタジアム,雨,17.1,73.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/新潟放送,39507.0,41684,新潟県新潟市中央区清五郎67-12
390,10069,2007-05-06,14,第10節,第1日,G大阪,清水,万博記念競技場,雨,18.3,86.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,18223.0,21000,大阪府吹田市千里万博公園5-2
391,10070,2007-05-06,15,第10節,第1日,鹿島,横浜FM,県立カシマサッカースタジアム,雨,19.4,73.0,スカパー!・e2(TBSチャンネル)/BS-i,13344.0,37496,茨城県鹿嶋市神向寺後山26-2
392,10071,2007-05-06,16,第10節,第1日,大宮,浦和,埼玉スタジアム2002,雨,17.8,84.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),33162.0,62010,埼玉県さいたま市緑区美園2丁目1
393,10072,2007-05-06,16,第10節,第1日,川崎F,FC東京,等々力陸上競技場,雨,16.9,83.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/NHK総合,14983.0,26827,神奈川県川崎市中原区等々力1-1
394,10073,2007-05-06,16,第10節,第1日,磐田,名古屋,エコパスタジアム,雨のち曇,17.5,81.0,スカパー!・e2(J sports Plus)/NHK静岡/NHK名古屋,23142.0,51697,静岡県袋井市愛野2300-1
395,10074,2007-05-06,19,第10節,第1日,千葉,柏,フクダ電子アリーナ,雨,17.9,74.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),11969.0,19470,千葉県千葉市中央区川崎町1-20
396,10075,2007-05-12,14,第11節,第1日,横浜FM,名古屋,日産スタジアム,晴,22.6,43.0,スカパー!・e2(TBSチャンネル)/BS-i,19074.0,72081,神奈川県横浜市港北区小机町3300
397,10076,2007-05-12,14,第11節,第1日,広島,横浜FC,広島ビッグアーチ,曇,21.8,37.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),13636.0,36894,広島県広島市安佐南区大塚西5丁目1−1
398,10077,2007-05-12,15,第11節,第1日,清水,新潟,日本平スタジアム,晴,20.1,66.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレビ静岡,12197.0,20248,静岡県静岡市清水区村松3880−1
399,10078,2007-05-12,16,第11節,第1日,柏,大分,日立柏サッカー場,晴,22.7,39.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/千葉テレビ(録),9374.0,15109,千葉県柏市日立台1-2-50
400,10079,2007-05-12,19,第11節,第1日,鹿島,磐田,県立カシマサッカースタジアム,晴,19.9,60.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),13259.0,37496,茨城県鹿嶋市神向寺後山26-2
401,10080,2007-05-12,19,第11節,第1日,FC東京,千葉,味の素スタジアム,晴,18.8,65.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/TOKYO MX/BS,21821.0,48999,東京都調布市西町376-3
402,10081,2007-05-13,14,第11節,第2日,甲府,川崎F,山梨県小瀬スポーツ公園陸上競技場,晴,26.5,19.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/NHK甲府,12686.0,15859,山梨県甲府市小瀬町840
403,10082,2007-05-13,15,第11節,第2日,神戸,大宮,ホームズスタジアム神戸,晴,22.2,31.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),7769.0,28425,兵庫県神戸市兵庫区御崎町1丁目2−2
404,10083,2007-05-13,16,第11節,第2日,浦和,G大阪,埼玉スタジアム2002,晴,22.6,63.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),55258.0,62010,埼玉県さいたま市緑区美園2丁目1
405,10084,2007-05-19,13,第12節,第1日,G大阪,柏,万博記念競技場,雨時々曇,18.3,58.0,スカパー!・e2(J sports Plus),13765.0,21000,大阪府吹田市千里万博公園5-2
406,10085,2007-05-19,14,第12節,第1日,新潟,鹿島,東北電力ビッグスワンスタジアム,曇,16.6,69.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/新潟総合テレビ,38268.0,41684,新潟県新潟市中央区清五郎67-12
407,10086,2007-05-19,14,第12節,第1日,名古屋,浦和,豊田スタジアム,屋内,20.4,51.0,スカパー!・e2(TBSチャンネル)/TBS(単)/名古屋テレビ,34347.0,41255,愛知県豊田市千石町7-2
408,10087,2007-05-19,14,第12節,第1日,大分,川崎F,九州石油ドーム,晴時々曇,20.9,55.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),15371.0,31997,大分県大分市横尾1351
409,10088,2007-05-19,16,第12節,第1日,大宮,横浜FC,さいたま市浦和駒場スタジアム,曇一時雨のち曇,16.3,82.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),9466.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
410,10089,2007-05-19,16,第12節,第1日,千葉,広島,フクダ電子アリーナ,曇,20.8,63.0,スカパー!・e2(J sports Plus),10983.0,19470,千葉県千葉市中央区川崎町1-20
411,10090,2007-05-19,19,第12節,第1日,甲府,清水,山梨県小瀬スポーツ公園陸上競技場,曇,19.9,30.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,12422.0,15859,山梨県甲府市小瀬町840
412,10091,2007-05-20,15,第12節,第2日,磐田,神戸,ヤマハスタジアム(磐田),晴,22.4,42.0,スカパー!・e2(TBSチャンネル)/静岡放送/BS-i(録),12149.0,15165,静岡県磐田市新貝2500
413,10092,2007-05-20,16,第12節,第2日,横浜FM,FC東京,日産スタジアム,晴,21.7,29.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),25811.0,72081,神奈川県横浜市港北区小机町3300
414,10093,2007-05-26,13,第13節,第1日,横浜FC,大分,横浜市三ツ沢公園球技場,晴,27.5,38.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),4935.0,15440,神奈川県横浜市神奈川区三ﾂ沢西町3-1
415,10094,2007-05-26,15,第13節,第1日,FC東京,名古屋,味の素スタジアム,晴,27.2,37.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/TOKYO MX,22679.0,48999,東京都調布市西町376-3
416,10095,2007-05-26,15,第13節,第1日,神戸,柏,ホームズスタジアム神戸,晴,25.9,42.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/NHK神戸(録),9173.0,28425,兵庫県神戸市兵庫区御崎町1丁目2−2
417,10096,2007-05-26,16,第13節,第1日,鹿島,甲府,県立カシマサッカースタジアム,晴,23.9,47.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/NHK水戸*,10081.0,37496,茨城県鹿嶋市神向寺後山26-2
418,10097,2007-05-26,19,第13節,第1日,千葉,G大阪,フクダ電子アリーナ,晴,23.7,59.0,スカパー!・e2(J sports Plus)/BS,14405.0,19470,千葉県千葉市中央区川崎町1-20
419,10098,2007-05-26,19,第13節,第1日,広島,清水,広島ビッグアーチ,晴,19.6,70.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),10514.0,36894,広島県広島市安佐南区大塚西5丁目1−1
420,10099,2007-05-27,15,第13節,第2日,浦和,横浜FM,埼玉スタジアム2002,晴,27.9,31.0,スカパー!・e2(TBSチャンネル)/テレ玉/BS-i,51829.0,62010,埼玉県さいたま市緑区美園2丁目1
421,10100,2007-05-27,15,第13節,第2日,川崎F,大宮,等々力陸上競技場,晴のち曇,28.8,24.0,スカパー!・e2(J sports Plus),14033.0,26827,神奈川県川崎市中原区等々力1-1
422,10101,2007-05-27,16,第13節,第2日,磐田,新潟,ヤマハスタジアム(磐田),晴,26.7,33.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),11734.0,15165,静岡県磐田市新貝2500
423,10102,2007-06-09,13,第14節,第1日,柏,大宮,柏の葉公園総合競技場,曇,24.1,44.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/千葉テレビ(録),12730.0,20000,千葉県柏市柏の葉4丁目1
424,10103,2007-06-09,14,第14節,第1日,G大阪,横浜FC,万博記念競技場,曇のち晴,20.3,72.0,スカパー!・e2(TBSチャンネル)/BS-i,19752.0,21000,大阪府吹田市千里万博公園5-2
425,10104,2007-06-09,15,第14節,第1日,新潟,神戸,東北電力ビッグスワンスタジアム,曇,23.7,57.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/新潟テレビ21,38667.0,41684,新潟県新潟市中央区清五郎67-12
426,10105,2007-06-09,15,第14節,第1日,大分,鹿島,九州石油ドーム,曇,22.8,53.0,スカパー!・e2(J sports Plus),21804.0,31997,大分県大分市横尾1351
427,10106,2007-06-09,19,第14節,第1日,横浜FM,千葉,日産スタジアム,雨,20.8,75.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),23028.0,72081,神奈川県横浜市港北区小机町3300
428,10107,2007-06-09,19,第14節,第1日,名古屋,川崎F,豊田スタジアム,屋内,17.3,82.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,21190.0,41255,愛知県豊田市千石町7-2
429,10108,2007-06-10,14,第14節,第2日,甲府,磐田,山梨県小瀬スポーツ公園陸上競技場,曇,20.3,64.0,スカパー!・e2(J sports Plus),11389.0,15859,山梨県甲府市小瀬町840
430,10109,2007-06-10,16,第14節,第2日,清水,FC東京,日本平スタジアム,晴,24.5,55.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),15322.0,20248,静岡県静岡市清水区村松3880−1
431,10110,2007-08-01,19,第14節,第3日,浦和,広島,埼玉スタジアム2002,晴,28.8,70.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレ玉,38682.0,62010,埼玉県さいたま市緑区美園2丁目1
432,10111,2007-06-16,13,第15節,第1日,神戸,大分,ホームズスタジアム神戸,晴,26.5,51.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),13966.0,28425,兵庫県神戸市兵庫区御崎町1丁目2−2
433,10112,2007-06-16,14,第15節,第1日,川崎F,柏,等々力陸上競技場,晴,31.7,19.0,スカパー!・e2(TBSチャンネル)/BS-i,15244.0,26827,神奈川県川崎市中原区等々力1-1
434,10113,2007-06-16,15,第15節,第1日,清水,横浜FM,日本平スタジアム,晴,25.5,64.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレビ静岡,15078.0,20248,静岡県静岡市清水区村松3880−1
435,10114,2007-06-16,16,第15節,第1日,鹿島,広島,県立カシマサッカースタジアム,晴,22.1,53.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),10524.0,37496,茨城県鹿嶋市神向寺後山26-2
436,10115,2007-06-16,16,第15節,第1日,G大阪,名古屋,万博記念競技場,晴,28.5,34.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/毎日放送(録),20473.0,21000,大阪府吹田市千里万博公園5-2
437,10116,2007-06-16,19,第15節,第1日,大宮,新潟,さいたま市浦和駒場スタジアム,晴,22.9,49.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),16795.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
438,10117,2007-06-16,19,第15節,第1日,横浜FC,磐田,日産スタジアム,晴,23.6,44.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,13605.0,72081,神奈川県横浜市港北区小机町3300
439,10118,2007-06-17,16,第15節,第2日,千葉,甲府,フクダ電子アリーナ,晴,23.4,55.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),13229.0,19470,千葉県千葉市中央区川崎町1-20
440,10119,2007-06-17,16,第15節,第2日,FC東京,浦和,味の素スタジアム,晴,23.5,59.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),38439.0,48999,東京都調布市西町376-3
441,10120,2007-06-20,19,第16節,第1日,浦和,神戸,さいたま市浦和駒場スタジアム,晴,26.1,61.0,スカパー!・e2(TBSチャンネル)/テレ玉/BS-i,16709.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
442,10121,2007-06-20,19,第16節,第1日,柏,鹿島,日立柏サッカー場,晴,23.8,72.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/千葉テレビ/BS,10273.0,15109,千葉県柏市日立台1-2-50
443,10122,2007-06-20,19,第16節,第1日,FC東京,甲府,味の素スタジアム,晴,24.7,65.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/TOKYO MX,17264.0,48999,東京都調布市西町376-3
444,10123,2007-06-20,19,第16節,第1日,横浜FM,G大阪,横浜市三ツ沢公園球技場,晴,23.9,70.0,スカパー!・e2(J sports Plus),13956.0,15440,神奈川県横浜市神奈川区三ﾂ沢西町3-1
445,10124,2007-06-20,19,第16節,第1日,新潟,横浜FC,東北電力ビッグスワンスタジアム,晴,25.2,61.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),36182.0,41684,新潟県新潟市中央区清五郎67-12
446,10125,2007-06-20,19,第16節,第1日,磐田,大宮,ヤマハスタジアム(磐田),晴,23.4,82.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/静岡放送(録),9292.0,15165,静岡県磐田市新貝2500
447,10126,2007-06-20,19,第16節,第1日,名古屋,清水,名古屋市瑞穂陸上競技場,晴,24.3,74.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),9416.0,20223,愛知県名古屋市瑞穂区山下通5-1
448,10127,2007-06-20,19,第16節,第1日,広島,川崎F,広島ビッグアーチ,曇,22.9,86.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),6037.0,36894,広島県広島市安佐南区大塚西5丁目1−1
449,10128,2007-06-20,19,第16節,第1日,大分,千葉,九州石油ドーム,屋内,23.7,82.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),15508.0,31997,大分県大分市横尾1351
450,10129,2007-06-23,14,第17節,第1日,清水,浦和,日本平スタジアム,晴,27.1,57.0,スカパー!・e2(TBSチャンネル)/NHK静岡/BS-i,20300.0,20248,静岡県静岡市清水区村松3880−1
451,10130,2007-06-23,15,第17節,第1日,川崎F,磐田,等々力陸上競技場,晴,29.7,32.0,スカパー!・e2(J sports Plus),16614.0,26827,神奈川県川崎市中原区等々力1-1
452,10131,2007-06-23,16,第17節,第1日,千葉,新潟,フクダ電子アリーナ,晴,27.6,47.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),15069.0,19470,千葉県千葉市中央区川崎町1-20
453,10132,2007-06-23,17,第17節,第1日,横浜FC,柏,横浜市三ツ沢公園球技場,晴,24.3,57.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),7232.0,15440,神奈川県横浜市神奈川区三ﾂ沢西町3-1
454,10133,2007-06-23,19,第17節,第1日,甲府,大分,山梨県小瀬スポーツ公園陸上競技場,曇,25.3,61.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),11298.0,15859,山梨県甲府市小瀬町840
455,10134,2007-06-23,19,第17節,第1日,G大阪,FC東京,万博記念競技場,晴,25.8,57.0,スカパー!・e2(J sports Plus),15640.0,21000,大阪府吹田市千里万博公園5-2
456,10135,2007-06-23,19,第17節,第1日,神戸,広島,ホームズスタジアム神戸,晴,26.8,48.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,10362.0,28425,兵庫県神戸市兵庫区御崎町1丁目2−2
457,10136,2007-06-24,15,第17節,第2日,大宮,横浜FM,さいたま市浦和駒場スタジアム,雨,23.4,71.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレ玉(録),10051.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
458,10137,2007-06-24,16,第17節,第2日,鹿島,名古屋,県立カシマサッカースタジアム,雨,23.7,75.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),14317.0,37496,茨城県鹿嶋市神向寺後山26-2
459,10138,2007-06-30,13,第18節,第1日,名古屋,甲府,名古屋市瑞穂陸上競技場,晴,32.5,45.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),10264.0,20223,愛知県名古屋市瑞穂区山下通5-1
460,10139,2007-06-30,14,第18節,第1日,横浜FC,千葉,日産スタジアム,曇,26.9,61.0,スカパー!・e2(TBSチャンネル)/BS-i,43117.0,72081,神奈川県横浜市港北区小机町3300
461,10140,2007-06-30,16,第18節,第1日,鹿島,FC東京,県立カシマサッカースタジアム,曇,22.8,71.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),15712.0,37496,茨城県鹿嶋市神向寺後山26-2
462,10141,2007-06-30,16,第18節,第1日,大宮,G大阪,さいたま市浦和駒場スタジアム,曇,23.8,67.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレ玉(録),10049.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
463,10142,2007-06-30,16,第18節,第1日,柏,清水,日立柏サッカー場,曇,23.2,71.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),11489.0,15109,千葉県柏市日立台1-2-50
464,10143,2007-06-30,16,第18節,第1日,新潟,広島,東北電力ビッグスワンスタジアム,曇,24.1,68.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),40858.0,41684,新潟県新潟市中央区清五郎67-12
465,10144,2007-06-30,19,第18節,第1日,川崎F,神戸,等々力陸上競技場,雨時々曇,23.6,66.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),17299.0,26827,神奈川県川崎市中原区等々力1-1
466,10145,2007-06-30,19,第18節,第1日,磐田,浦和,エコパスタジアム,曇のち雨,23.9,80.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),35072.0,51697,静岡県袋井市愛野2300-1
467,10146,2007-06-30,19,第18節,第1日,大分,横浜FM,九州石油ドーム,曇,26.3,69.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,20315.0,31997,大分県大分市横尾1351
468,10147,2007-08-11,19,第19節,第1日,浦和,柏,埼玉スタジアム2002,晴,30.0,67.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),47359.0,62010,埼玉県さいたま市緑区美園2丁目1
469,10148,2007-08-11,19,第19節,第1日,千葉,川崎F,フクダ電子アリーナ,晴,27.5,82.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,16070.0,19470,千葉県千葉市中央区川崎町1-20
470,10149,2007-08-11,19,第19節,第1日,FC東京,大分,味の素スタジアム,晴,29.7,60.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/TOKYO MX,20689.0,48999,東京都調布市西町376-3
471,10150,2007-08-11,19,第19節,第1日,横浜FM,横浜FC,日産スタジアム,晴,29.3,66.0,スカパー!・e2(J sports Plus),53916.0,72081,神奈川県横浜市港北区小机町3300
472,10151,2007-08-11,19,第19節,第1日,清水,大宮,日本平スタジアム,晴,26.9,79.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),15047.0,20248,静岡県静岡市清水区村松3880−1
473,10152,2007-08-11,19,第19節,第1日,G大阪,新潟,万博記念競技場,晴,28.8,66.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),18112.0,21000,大阪府吹田市千里万博公園5-2
474,10153,2007-08-11,19,第19節,第1日,神戸,磐田,ホームズスタジアム神戸,晴,28.0,78.0,スカパー!・e2(TBSチャンネル)/BS-i,12624.0,28425,兵庫県神戸市兵庫区御崎町1丁目2−2
475,10154,2007-08-12,18,第19節,第2日,甲府,鹿島,山梨県小瀬スポーツ公園陸上競技場,晴,28.8,58.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),14316.0,15859,山梨県甲府市小瀬町840
476,10155,2007-08-12,18,第19節,第2日,広島,名古屋,広島ビッグアーチ,晴,28.1,62.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),12595.0,36894,広島県広島市安佐南区大塚西5丁目1−1
477,10156,2007-08-15,19,第20節,第1日,鹿島,千葉,県立カシマサッカースタジアム,晴,29.8,73.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,19600.0,37496,茨城県鹿嶋市神向寺後山26-2
478,10157,2007-08-15,19,第20節,第1日,大宮,神戸,さいたま市浦和駒場スタジアム,晴,32.6,56.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),6440.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
479,10158,2007-08-15,19,第20節,第1日,柏,広島,日立柏サッカー場,晴のち曇,30.2,68.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/千葉テレビ,10636.0,15109,千葉県柏市日立台1-2-50
480,10159,2007-08-15,19,第20節,第1日,川崎F,横浜FM,等々力陸上競技場,晴,30.8,64.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),18095.0,26827,神奈川県川崎市中原区等々力1-1
481,10160,2007-08-15,19,第20節,第1日,横浜FC,甲府,横浜市三ツ沢公園球技場,晴,29.1,71.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),5606.0,15440,神奈川県横浜市神奈川区三ﾂ沢西町3-1
482,10161,2007-08-15,19,第20節,第1日,新潟,名古屋,東北電力ビッグスワンスタジアム,晴,29.4,77.0,スカパー!・e2(J sports Plus),42015.0,41684,新潟県新潟市中央区清五郎67-12
483,10162,2007-08-15,19,第20節,第1日,磐田,FC東京,ヤマハスタジアム(磐田),晴,29.1,81.0,スカパー!・e2(TBSチャンネル)/静岡放送(録)/BS-i(録),14854.0,15165,静岡県磐田市新貝2500
484,10163,2007-08-15,19,第20節,第1日,G大阪,浦和,万博記念競技場,晴,30.2,64.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/毎日放送(録),20982.0,21000,大阪府吹田市千里万博公園5-2
485,10164,2007-08-15,19,第20節,第1日,大分,清水,九州石油ドーム,晴,29.3,63.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),20391.0,31997,大分県大分市横尾1351
486,10165,2007-08-18,19,第21節,第1日,千葉,磐田,フクダ電子アリーナ,曇,25.8,69.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),16718.0,19470,千葉県千葉市中央区川崎町1-20
487,10166,2007-08-18,18,第21節,第1日,FC東京,柏,味の素スタジアム,曇,26.8,67.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/TOKYO MX*,25373.0,48999,東京都調布市西町376-3
488,10167,2007-08-18,19,第21節,第1日,横浜FC,G大阪,横浜市三ツ沢公園球技場,曇,25.8,72.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,8426.0,15440,神奈川県横浜市神奈川区三ﾂ沢西町3-1
