,id,match_date,kick_off_time,home_team,away_team,venue,temperature,humidity,attendance,month,year,capacity_y,address,rain,first_end_sec,home_team_stadium,home_team_address,home_team_capacity,home_team_lon,home_team_lat,away_team_stadium,away_team_address,away_team_capacity,away_team_lon,away_team_lat,stadium_distance,is_home_stadium
1172,11870,2009-10-17,13,FC東京,柏,味の素スタジアム,20.2,64.0,28235.0,10,2009,48999,東京都調布市西町376-3,0,0,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,日立柏サッカー場,千葉県柏市日立台1-2-50,15109.0,139.975021,35.84972,0.48336171666879296,1
1173,11871,2009-10-17,19,横浜FM,名古屋,日産スタジアム,17.4,79.0,22046.0,10,2009,72081,神奈川県横浜市港北区小机町3300,0,0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,2.6927804110563915,1
1174,11872,2009-10-17,16,新潟,浦和,東北電力ビッグスワンスタジアム,21.9,46.0,39963.0,10,2009,41684,新潟県新潟市中央区清五郎67-12,0,0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,2.085724908037975,1
1175,11873,2009-10-17,19,磐田,鹿島,ヤマハスタジアム(磐田),17.0,84.0,14126.0,10,2009,15165,静岡県磐田市新貝2500,1,0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,3.041281707249424,1
1176,11874,2009-10-17,14,広島,G大阪,広島ビッグアーチ,20.2,67.0,22180.0,10,2009,36894,広島県広島市安佐南区大塚西5丁目1−1,0,0,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,3.167465712317833,1
1177,11875,2009-10-18,16,千葉,京都,フクダ電子アリーナ,22.1,50.0,13389.0,10,2009,19470,千葉県千葉市中央区川崎町1-20,0,0,フクダ電子アリーナ,千葉県千葉市中央区川崎町1-20,19470.0,140.12413,35.574673,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,4.447623230469516,1
1178,11876,2009-10-18,14,大分,清水,九州石油ドーム,21.8,40.0,18264.0,10,2009,31997,大分県大分市横尾1351,0,0,九州石油ドーム,大分県大分市横尾1351,31997.0,131.656387,33.201115,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,7.054945315229953,1
1179,11877,2009-10-24,19,柏,山形,日立柏サッカー場,14.3,84.0,9946.0,10,2009,15109,千葉県柏市日立台1-2-50,1,0,日立柏サッカー場,千葉県柏市日立台1-2-50,15109.0,139.975021,35.84972,NDソフトスタジアム山形,山形県天童市山王1−1,20784.0,140.377075,38.336769,2.5193372436648866,1
1180,11878,2009-10-24,19,京都,大分,京都市西京極総合運動公園陸上競技場兼球技場,16.3,75.0,14852.0,10,2009,20588,京都府京都市右京区西京極新明町29,0,0,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,九州石油ドーム,大分県大分市横尾1351,31997.0,131.656387,33.201115,4.436373617089188,1
1181,11879,2009-10-24,16,神戸,新潟,ホームズスタジアム神戸,19.6,50.0,11463.0,10,2009,28425,兵庫県神戸市兵庫区御崎町1丁目2−2,0,0,ホームズスタジアム神戸,兵庫県神戸市兵庫区御崎町1丁目2−2,28425.0,135.169662,34.656662,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,5.054014357984853,1
1182,11880,2009-10-24,16,鹿島,千葉,県立カシマサッカースタジアム,17.4,72.0,18887.0,10,2009,37496,茨城県鹿嶋市神向寺後山26-2,0,0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,フクダ電子アリーナ,千葉県千葉市中央区川崎町1-20,19470.0,140.12413,35.574673,0.6640104737125694,1
1183,11881,2009-10-24,16,G大阪,横浜FM,万博記念競技場,18.1,58.0,20213.0,10,2009,21000,大阪府吹田市千里万博公園5-2,0,0,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,4.125667771855231,1
1184,11882,2009-10-25,15,浦和,大宮,埼玉スタジアム2002,16.4,68.0,43746.0,10,2009,62010,埼玉県さいたま市緑区美園2丁目1,0,0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,0.08212391779502097,1
1185,11883,2009-10-25,15,清水,FC東京,IAIスタジアム日本平,19.0,57.0,19275.0,10,2009,20248,静岡県静岡市清水区村松3880−1,0,0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,1.2476055363715681,1
1186,11884,2009-10-25,15,名古屋,磐田,豊田スタジアム,20.8,48.0,15578.0,10,2009,41255,愛知県豊田市千石町7-2,0,0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,1.018700409221481,2
1187,11885,2009-10-25,18,川崎F,広島,等々力陸上競技場,15.3,69.0,18946.0,10,2009,26827,神奈川県川崎市中原区等々力1-1,0,0,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,7.344089248917739,1
1188,11886,2009-11-08,18,大宮,広島,NACK5スタジアム大宮,17.2,72.0,10364.0,11,2009,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,0,0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,7.386918540320378,1
1189,11887,2009-11-08,18,柏,清水,日立柏サッカー場,16.6,83.0,10007.0,11,2009,15109,千葉県柏市日立台1-2-50,0,0,日立柏サッカー場,千葉県柏市日立台1-2-50,15109.0,139.975021,35.84972,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,1.7253194539226608,1
1190,11888,2009-11-08,15,FC東京,浦和,味の素スタジアム,19.1,66.0,40701.0,11,2009,48999,東京都調布市西町376-3,0,0,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,0.302127735775785,1
1191,11889,2009-11-08,18,横浜FM,大分,日産スタジアム,18.3,64.0,16724.0,11,2009,72081,神奈川県横浜市港北区小机町3300,0,0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,九州石油ドーム,大分県大分市横尾1351,31997.0,131.656387,33.201115,8.27880229697473,1
1192,11890,2009-11-08,15,磐田,新潟,ヤマハスタジアム(磐田),20.0,56.0,11912.0,11,2009,15165,静岡県磐田市新貝2500,0,0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,3.3737853295703264,1
1193,11891,2009-11-08,15,鹿島,山形,県立カシマサッカースタジアム,17.3,80.0,20433.0,11,2009,37496,茨城県鹿嶋市神向寺後山26-2,0,0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,NDソフトスタジアム山形,山形県天童市山王1−1,20784.0,140.377075,38.336769,2.3627473654457836,1
1194,11892,2009-11-08,15,川崎F,千葉,等々力陸上競技場,19.5,58.0,18470.0,11,2009,26827,神奈川県川崎市中原区等々力1-1,0,0,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,フクダ電子アリーナ,千葉県千葉市中央区川崎町1-20,19470.0,140.12413,35.574673,0.47537437180606346,1
1195,11893,2009-11-08,13,名古屋,神戸,名古屋市瑞穂陸上競技場,22.2,43.0,10136.0,11,2009,20223,愛知県名古屋市瑞穂区山下通5-1,0,0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,ホームズスタジアム神戸,兵庫県神戸市兵庫区御崎町1丁目2−2,28425.0,135.169662,34.656662,1.8327519226139195,1
1196,11894,2009-11-08,18,G大阪,京都,万博記念競技場,18.1,74.0,20394.0,11,2009,21000,大阪府吹田市千里万博公園5-2,0,0,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,0.2510835706811496,1
1197,11895,2009-11-21,14,山形,大宮,NDソフトスタジアム山形,6.4,73.0,10347.0,11,2009,20784,山形県天童市山王1−1,0,0,NDソフトスタジアム山形,山形県天童市山王1−1,20784.0,140.377075,38.336769,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,2.532868083726627,1
1198,11896,2009-11-21,14,浦和,磐田,埼玉スタジアム2002,17.0,30.0,43619.0,11,2009,62010,埼玉県さいたま市緑区美園2丁目1,0,0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,2.1823873364208315,1
1199,11897,2009-11-21,14,新潟,柏,東北電力ビッグスワンスタジアム,11.6,44.0,28491.0,11,2009,41684,新潟県新潟市中央区清五郎67-12,0,0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,日立柏サッカー場,千葉県柏市日立台1-2-50,15109.0,139.975021,35.84972,2.2297178468864636,1
1200,11898,2009-11-21,14,清水,G大阪,IAIスタジアム日本平,17.0,44.0,20011.0,11,2009,20248,静岡県静岡市清水区村松3880−1,0,0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,2.9467293762787152,1
1201,11899,2009-11-21,14,京都,鹿島,京都市西京極総合運動公園陸上競技場兼球技場,13.1,58.0,14043.0,11,2009,20588,京都府京都市右京区西京極新明町29,0,0,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,5.027910953488735,1
1202,11900,2009-11-21,17,神戸,横浜FM,ホームズスタジアム神戸,10.8,49.0,11553.0,11,2009,28425,兵庫県神戸市兵庫区御崎町1丁目2−2,0,0,ホームズスタジアム神戸,兵庫県神戸市兵庫区御崎町1丁目2−2,28425.0,135.169662,34.656662,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,4.518347711930557,1
1203,11901,2009-11-21,17,広島,名古屋,広島ビッグアーチ,4.7,73.0,13728.0,11,2009,36894,広島県広島市安佐南区大塚西5丁目1−1,0,0,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,4.597967558846954,1
1204,11902,2009-11-22,13,千葉,FC東京,フクダ電子アリーナ,9.2,72.0,14247.0,11,2009,19470,千葉県千葉市中央区川崎町1-20,0,0,フクダ電子アリーナ,千葉県千葉市中央区川崎町1-20,19470.0,140.12413,35.574673,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,0.6018465077650771,1
1205,11903,2009-11-22,13,大分,川崎F,九州石油ドーム,11.4,70.0,20418.0,11,2009,31997,大分県大分市横尾1351,0,0,九州石油ドーム,大分県大分市横尾1351,31997.0,131.656387,33.201115,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,8.340986564315822,1
1206,11904,2009-11-28,14,鹿島,G大阪,県立カシマサッカースタジアム,15.7,53.0,35598.0,11,2009,37496,茨城県鹿嶋市神向寺後山26-2,0,0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,5.236460665874411,1
1207,11905,2009-11-28,17,大宮,柏,NACK5スタジアム大宮,14.1,59.0,11191.0,11,2009,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,0,0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,日立柏サッカー場,千葉県柏市日立台1-2-50,15109.0,139.975021,35.84972,0.3484035414573276,1
1208,11906,2009-11-28,17,FC東京,神戸,味の素スタジアム,15.3,35.0,28664.0,11,2009,48999,東京都調布市西町376-3,0,0,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,ホームズスタジアム神戸,兵庫県神戸市兵庫区御崎町1丁目2−2,28425.0,135.169662,34.656662,4.474038561826223,1
1209,11907,2009-11-28,14,川崎F,新潟,等々力陸上競技場,17.3,41.0,22274.0,11,2009,26827,神奈川県川崎市中原区等々力1-1,0,0,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,2.370507222229872,1
1210,11908,2009-11-28,14,磐田,広島,ヤマハスタジアム(磐田),19.0,38.0,14486.0,11,2009,15165,静岡県磐田市新貝2500,0,0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,5.490050145256337,1
1211,11909,2009-11-28,14,名古屋,山形,豊田スタジアム,16.1,39.0,15071.0,11,2009,41255,愛知県豊田市千石町7-2,0,0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,NDソフトスタジアム山形,山形県天童市山王1−1,20784.0,140.377075,38.336769,4.703043178572463,2
1212,11910,2009-11-28,14,京都,浦和,京都市西京極総合運動公園陸上競技場兼球技場,13.1,53.0,18121.0,11,2009,20588,京都府京都市右京区西京極新明町29,0,0,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,4.101353663170744,1
1213,11911,2009-11-29,16,千葉,大分,フクダ電子アリーナ,11.6,47.0,13642.0,11,2009,19470,千葉県千葉市中央区川崎町1-20,0,0,フクダ電子アリーナ,千葉県千葉市中央区川崎町1-20,19470.0,140.12413,35.574673,九州石油ドーム,大分県大分市横尾1351,31997.0,131.656387,33.201115,8.794114457602493,1
1214,11912,2009-11-29,13,横浜FM,清水,日産スタジアム,12.9,43.0,30985.0,11,2009,72081,神奈川県横浜市港北区小机町3300,0,0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,1.241177900871988,1
1215,11913,2009-12-05,15,山形,横浜FM,NDソフトスタジアム山形,10.2,71.0,12767.0,12,2009,20784,山形県天童市山王1−1,0,1,NDソフトスタジアム山形,山形県天童市山王1−1,20784.0,140.377075,38.336769,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,2.929754643310932,1
1216,11914,2009-12-05,15,浦和,鹿島,埼玉スタジアム2002,10.8,81.0,53783.0,12,2009,62010,埼玉県さいたま市緑区美園2丁目1,0,1,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,0.933039479010391,1
1217,11915,2009-12-05,15,柏,川崎F,日立柏サッカー場,9.9,88.0,10135.0,12,2009,15109,千葉県柏市日立台1-2-50,1,1,日立柏サッカー場,千葉県柏市日立台1-2-50,15109.0,139.975021,35.84972,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,0.4188806361435172,1
1218,11916,2009-12-05,15,新潟,FC東京,東北電力ビッグスワンスタジアム,12.4,56.0,33984.0,12,2009,41684,新潟県新潟市中央区清五郎67-12,0,1,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,2.268334593309588,1
1219,11917,2009-12-05,15,清水,名古屋,IAIスタジアム日本平,10.8,90.0,17218.0,12,2009,20248,静岡県静岡市清水区村松3880−1,1,1,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,1.5468613455135596,1
1220,11918,2009-12-05,15,G大阪,千葉,万博記念競技場,14.4,69.0,20031.0,12,2009,21000,大阪府吹田市千里万博公園5-2,0,1,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,フクダ電子アリーナ,千葉県千葉市中央区川崎町1-20,19470.0,140.12413,35.574673,4.646649083751643,1
1221,11919,2009-12-05,15,神戸,磐田,ホームズスタジアム神戸,14.9,65.0,15767.0,12,2009,28425,兵庫県神戸市兵庫区御崎町1丁目2−2,0,1,ホームズスタジアム神戸,兵庫県神戸市兵庫区御崎町1丁目2−2,28425.0,135.169662,34.656662,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,2.7088540068924116,1
1222,11920,2009-12-05,15,広島,京都,広島ビッグアーチ,11.9,55.0,19303.0,12,2009,36894,広島県広島市安佐南区大塚西5丁目1−1,0,1,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,3.3655453400608115,1
1223,11921,2009-12-05,15,大分,大宮,九州石油ドーム,14.1,48.0,22460.0,12,2009,31997,大分県大分市横尾1351,0,1,九州石油ドーム,大分県大分市横尾1351,31997.0,131.656387,33.201115,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,8.425790621822077,1
1224,12544,2010-03-06,13,湘南,山形,ShonanBMWスタジアム平塚,13.2,79.0,11280.0,3,2010,15732,神奈川県平塚市大原1−1,0,1,ShonanBMWスタジアム平塚,神奈川県平塚市大原1−1,15732.0,139.344925,35.340607,NDソフトスタジアム山形,山形県天童市山王1−1,20784.0,140.377075,38.336769,3.1689620308145052,1
1225,12545,2010-03-06,13,磐田,仙台,ヤマハスタジアム(磐田),16.9,90.0,10440.0,3,2010,15165,静岡県磐田市新貝2500,1,1,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,ユアテックスタジアム仙台,宮城県仙台市泉区七北田字柳78,19694.0,140.881714,38.319134,4.6856708677576675,1
1226,12546,2010-03-06,14,FC東京,横浜FM,味の素スタジアム,12.8,86.0,29011.0,3,2010,48999,東京都調布市西町376-3,1,1,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,0.17212320464133138,1
1227,12547,2010-03-06,14,広島,清水,広島ビッグアーチ,14.1,76.0,16216.0,3,2010,36894,広島県広島市安佐南区大塚西5丁目1−1,0,1,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,6.111499469260642,1
1228,12548,2010-03-06,16,鹿島,浦和,県立カシマサッカースタジアム,10.6,79.0,35251.0,3,2010,37496,茨城県鹿嶋市神向寺後山26-2,1,1,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,0.933039479010391,1
1229,12549,2010-03-06,16,川崎F,新潟,等々力陸上競技場,12.8,79.0,22117.0,3,2010,26827,神奈川県川崎市中原区等々力1-1,0,1,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,2.370507222229872,1
1230,12550,2010-03-06,19,G大阪,名古屋,万博記念競技場,10.0,67.0,18105.0,3,2010,21000,大阪府吹田市千里万博公園5-2,0,1,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,1.4355806377866602,1
1231,12551,2010-03-07,14,神戸,京都,ホームズスタジアム神戸,12.2,57.0,19506.0,3,2010,28425,兵庫県神戸市兵庫区御崎町1丁目2−2,0,1,ホームズスタジアム神戸,兵庫県神戸市兵庫区御崎町1丁目2−2,28425.0,135.169662,34.656662,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,0.640564587548369,1
1232,12552,2010-03-07,15,大宮,C大阪,NACK5スタジアム大宮,4.7,77.0,8605.0,3,2010,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,1,1,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,135.516663,34.616272,4.316484102053422,1
1233,12553,2010-03-13,14,横浜FM,湘南,日産スタジアム,20.4,42.0,32228.0,3,2010,72081,神奈川県横浜市港北区小机町3300,0,0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,ShonanBMWスタジアム平塚,神奈川県平塚市大原1−1,15732.0,139.344925,35.340607,0.31184482706949834,1
1234,12554,2010-03-13,14,新潟,磐田,東北電力ビッグスワンスタジアム,3.9,69.0,28423.0,3,2010,41684,新潟県新潟市中央区清五郎67-12,0,0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,3.3737853295703264,1
1235,12555,2010-03-13,14,清水,山形,IAIスタジアム日本平,19.0,42.0,18517.0,3,2010,20248,静岡県静岡市清水区村松3880−1,0,0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,NDソフトスタジアム山形,山形県天童市山王1−1,20784.0,140.377075,38.336769,3.8504500595796505,1
1236,12556,2010-03-13,16,仙台,大宮,ユアテックスタジアム仙台,7.1,38.0,17978.0,3,2010,19694,宮城県仙台市泉区七北田字柳78,0,0,ユアテックスタジアム仙台,宮城県仙台市泉区七北田字柳78,19694.0,140.881714,38.319134,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,2.708516356702503,1
1237,12557,2010-03-13,16,名古屋,川崎F,豊田スタジアム,14.2,67.0,25176.0,3,2010,41255,愛知県豊田市千石町7-2,0,0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,2.7464450932811366,2
1238,12558,2010-03-14,13,京都,鹿島,京都市西京極総合運動公園陸上競技場兼球技場,18.4,32.0,15222.0,3,2010,20588,京都府京都市右京区西京極新明町29,0,0,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,5.027910953488735,1
1239,12559,2010-03-14,14,浦和,FC東京,埼玉スタジアム2002,15.7,28.0,50096.0,3,2010,62010,埼玉県さいたま市緑区美園2丁目1,0,0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,0.302127735775785,1
1240,12560,2010-03-14,16,C大阪,G大阪,大阪長居スタジアム,17.0,23.0,37860.0,3,2010,47853,大阪府大阪市東住吉区長居公園1-1,0,0,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,135.516663,34.616272,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,0.1976272455912901,2
1241,12561,2010-03-14,16,神戸,広島,ホームズスタジアム神戸,15.4,26.0,9133.0,3,2010,28425,兵庫県神戸市兵庫区御崎町1丁目2−2,0,0,ホームズスタジアム神戸,兵庫県神戸市兵庫区御崎町1丁目2−2,28425.0,135.169662,34.656662,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,2.783162550412747,1
1242,12562,2010-03-20,13,湘南,広島,ShonanBMWスタジアム平塚,20.9,50.0,8250.0,3,2010,15732,神奈川県平塚市大原1−1,0,0,ShonanBMWスタジアム平塚,神奈川県平塚市大原1−1,15732.0,139.344925,35.340607,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,7.008107279804011,1
1243,12563,2010-03-20,13,清水,神戸,IAIスタジアム日本平,18.3,63.0,15367.0,3,2010,20248,静岡県静岡市清水区村松3880−1,0,0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,ホームズスタジアム神戸,兵庫県神戸市兵庫区御崎町1丁目2−2,28425.0,135.169662,34.656662,3.3286620435870446,1
1244,12564,2010-03-20,13,京都,仙台,京都市西京極総合運動公園陸上競技場兼球技場,25.0,41.0,8177.0,3,2010,20588,京都府京都市右京区西京極新明町29,0,0,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,ユアテックスタジアム仙台,宮城県仙台市泉区七北田字柳78,19694.0,140.881714,38.319134,6.144906227767263,1
1245,12565,2010-03-20,14,横浜FM,川崎F,日産スタジアム,21.3,50.0,35870.0,3,2010,72081,神奈川県横浜市港北区小机町3300,0,0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,0.0875658301222585,1
1246,12566,2010-03-20,16,大宮,鹿島,NACK5スタジアム大宮,21.2,48.0,11116.0,3,2010,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,0,0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,1.0127307148704543,1
