id,section,round,home_team,away_team,weather,temperature,humidity,broadcasters,attendance,capacity_y,is_next_day_holiday,is_this_day_holiday,kick_off_time_is_night,x,y
10890,1,1,清水,磐田,晴,25.6,57.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),20330.0,20248,1,1,1,34.984898,138.482101
10891,1,1,川崎F,鹿島,曇のち晴,19.8,74.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),20280.0,26827,1,1,1,35.586826,139.648911
10892,1,1,神戸,浦和,晴,22.3,48.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/BS,23088.0,28425,1,1,1,34.656662,135.169662
10893,1,1,札幌,東京V,屋内,21.6,33.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/NHK札幌,16508.0,39856,0,1,0,42.996433,141.394989
10894,1,1,磐田,川崎F,晴,21.7,41.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),13602.0,15165,0,1,0,34.723106,137.877701
10895,1,1,柏,神戸,晴,25.5,19.0,スカパー!・e2(TBSチャンネル)/BS-i/千葉テレビ,9398.0,15109,0,1,0,35.84972,139.975021
10896,1,1,新潟,清水,晴,20.5,24.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/新潟テレビ21,36403.0,41684,0,1,0,37.882988,139.059891
10897,1,1,FC東京,名古屋,晴,20.5,30.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/BS/TOKYO MX(録),30825.0,48999,0,1,0,35.66367,139.5289
10898,1,1,横浜FM,大宮,晴,20.9,30.0,スカパー!・e2(J sports Plus),27988.0,72081,0,1,0,35.51012,139.606674
10899,1,1,浦和,千葉,晴,22.0,28.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/テレ玉,52008.0,62010,0,1,1,35.902477,139.713974
10900,1,2,鹿島,大分,曇,17.5,80.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),8286.0,37496,0,0,1,35.989033,140.64299
10901,1,2,G大阪,京都,曇,24.7,65.0,スカパー!・e2(J sports Plus),15840.0,21000,0,0,1,34.812466,135.540421
10902,1,1,川崎F,浦和,雨,13.6,70.0,スカパー!・e2(TBSチャンネル)/TBS(単),20335.0,26827,0,0,0,35.586826,139.648911
10903,1,1,大分,東京V,屋内,12.3,82.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/NHK大分,16771.0,31997,0,0,0,33.201115,131.656387
10904,1,1,大宮,札幌,雨,12.8,73.0,スカパー!・e2(J sports Plus)/テレ玉(録),6399.0,15491,0,0,1,35.915684,139.632919
10905,1,1,千葉,京都,雨,13.3,76.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),10178.0,19470,0,0,1,35.574673,140.12413
10906,1,1,FC東京,柏,雨,12.9,77.0,スカパー!・e2(TBSチャンネル)/BS-i/TOKYO MX(録),17122.0,48999,0,0,1,35.66367,139.5289
10907,1,1,新潟,磐田,曇,13.9,58.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/BS,33657.0,41684,0,0,1,37.882988,139.059891
10908,1,1,名古屋,神戸,雨,13.4,89.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),7353.0,20223,0,0,1,35.124908,136.941589
10909,1,2,清水,鹿島,曇,17.5,52.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/静岡放送,16195.0,20248,0,0,0,34.984898,138.482101
10910,1,2,G大阪,横浜FM,晴,15.3,51.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),20773.0,21000,0,0,1,34.812466,135.540421
10911,1,1,札幌,名古屋,屋内,20.1,58.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレビ北海道,16631.0,39856,0,0,0,42.996433,141.394989
10912,1,1,浦和,G大阪,晴,22.4,54.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/NHK総合,57050.0,62010,0,0,0,35.902477,139.713974
10913,1,1,磐田,FC東京,晴,21.0,62.0,スカパー!・e2(J sports Plus)/NHK静岡,10958.0,15165,0,0,0,34.723106,137.877701
10914,1,1,京都,横浜FM,晴,27.8,36.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/KBS京都(録),10903.0,12584,0,0,0,31.566343,130.558594
10915,1,1,鹿島,柏,晴,15.1,73.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),20361.0,37496,0,0,1,35.989033,140.64299
10916,1,1,千葉,大分,晴,21.4,59.0,スカパー!・e2(TBSチャンネル)/BS-i,11616.0,19470,0,0,1,35.574673,140.12413
10917,1,1,川崎F,大宮,曇,20.3,60.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/BS,14235.0,26827,0,0,1,35.586826,139.648911
10918,1,2,東京V,清水,曇時々晴,19.1,69.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/日本テレビ(録)/静岡第一テレビ(録),11426.0,48999,0,0,1,35.66367,139.5289
10919,1,2,神戸,新潟,晴,20.8,67.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),9117.0,28425,0,0,1,34.656662,135.169662
10920,1,1,大宮,東京V,晴のち曇,26.8,59.0,スカパー!・e2(TBSチャンネル)/BS-i(録),6979.0,15002,0,0,0,36.166973,139.404068
10921,1,1,清水,京都,曇,22.9,76.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレビ静岡,17099.0,20248,0,0,0,34.984898,138.482101
10922,1,1,新潟,川崎F,曇,25.8,60.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),40029.0,41684,0,0,1,37.882988,139.059891
10923,1,1,柏,浦和,曇,23.3,69.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),36785.0,54224,0,0,1,35.678047,139.714859
10924,1,1,横浜FM,磐田,曇,22.9,75.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/BS,27549.0,72081,0,0,1,35.51012,139.606674
10925,1,1,名古屋,鹿島,雨,22.4,89.0,スカパー!・e2(J sports Plus)/中部日本放送(録),18215.0,20223,0,0,1,35.124908,136.941589
10926,1,2,大分,神戸,晴,29.1,53.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),18733.0,31997,0,0,0,33.201115,131.656387
10927,1,2,FC東京,千葉,雨,20.9,89.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/TOKYO MX(録),27976.0,48999,0,0,1,35.66367,139.5289
10928,1,2,G大阪,札幌,曇,24.9,93.0,スカパー!・e2(J sports Plus),14039.0,21000,0,0,1,34.812466,135.540421
10929,1,1,札幌,清水,晴,28.4,60.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),10282.0,19620,0,0,0,43.018707,141.464111
10930,1,1,東京V,千葉,曇,27.1,78.0,スカパー!・e2(J sports Plus)/日本テレビ(録),10069.0,48999,0,0,1,35.66367,139.5289
10931,1,1,浦和,FC東京,晴,28.6,74.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/BS/テレ玉,49218.0,62010,0,0,1,35.902477,139.713974
10932,1,1,新潟,名古屋,曇,26.4,80.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),37529.0,41684,0,0,1,37.882988,139.059891
10933,1,1,磐田,鹿島,晴,24.8,91.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),18479.0,51697,0,0,1,34.744198,137.969711
10934,1,1,神戸,大宮,晴,26.2,78.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),9172.0,28425,0,0,1,34.656662,135.169662
10935,1,2,柏,G大阪,曇一時雨,26.6,82.0,スカパー!・e2(TBSチャンネル)/BS-i/千葉テレビ,10726.0,15109,0,0,1,35.84972,139.975021
10936,1,2,川崎F,横浜FM,曇,26.5,77.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/テレビ神奈川,17993.0,26827,0,0,1,35.586826,139.648911
10937,1,2,京都,大分,曇,30.4,66.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/KBS京都,12533.0,20588,0,0,1,34.993237,135.714676
10938,1,1,東京V,京都,晴,28.8,61.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/日本テレビ(録),8060.0,48999,0,0,1,35.66367,139.5289
10939,1,1,清水,神戸,晴,27.4,80.0,スカパー!・e2(J sports Plus),14164.0,20248,0,0,1,34.984898,138.482101
10940,1,1,大分,浦和,晴時々曇一時雨,27.4,74.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),28214.0,31997,0,0,1,33.201115,131.656387
10941,1,1,大宮,磐田,曇,26.8,73.0,スカパー!・e2(TBSチャンネル)/BS-i/テレ玉,11061.0,15491,0,0,1,35.915684,139.632919
10942,1,1,名古屋,柏,晴,29.7,53.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/東海テレビ(録),11717.0,20223,0,0,1,35.124908,136.941589
10943,1,1,G大阪,川崎F,晴,29.1,60.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),20138.0,21000,0,0,1,34.812466,135.540421
10944,1,2,鹿島,FC東京,霧,23.3,81.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/BS,16561.0,37496,0,0,1,35.989033,140.64299
10945,1,2,千葉,札幌,晴,26.6,74.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),12494.0,19470,0,0,1,35.574673,140.12413
10946,1,2,横浜FM,新潟,曇,27.4,70.0,スカパー!・e2(J sports Plus),12294.0,15440,0,0,1,35.470428,139.602768
10947,1,1,札幌,大分,雨,19.8,84.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),9512.0,19620,0,0,1,43.018707,141.464111
10948,1,1,京都,鹿島,晴,28.1,64.0,スカパー!・e2(J sports Plus)/KBS京都,15081.0,20588,0,0,1,34.993237,135.714676
10949,1,1,神戸,横浜FM,晴,26.3,81.0,スカパー!・e2(TBSチャンネル)/BS-i,9524.0,28425,0,0,1,34.656662,135.169662
10950,1,1,FC東京,G大阪,晴のち曇,28.0,68.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/TOKYO MX(録),27701.0,54224,0,0,1,35.678047,139.714859
10951,1,1,新潟,千葉,晴,26.3,78.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),30711.0,41684,0,0,1,37.882988,139.059891
10952,1,2,柏,大宮,晴,27.4,79.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),7474.0,15109,0,0,1,35.84972,139.975021
10953,1,2,川崎F,清水,晴,28.1,72.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/BS,14131.0,26827,0,0,1,35.586826,139.648911
10954,1,2,磐田,名古屋,晴,28.0,81.0,スカパー!・e2(J sports Plus),8216.0,15165,0,0,1,34.723106,137.877701
10955,1,2,浦和,東京V,晴,28.1,83.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/テレ玉,35080.0,62010,0,0,1,35.902477,139.713974
10956,1,1,札幌,神戸,曇,21.9,81.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),12222.0,19620,1,0,0,43.018707,141.464111
10957,1,1,東京V,柏,晴,27.2,72.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/日本テレビ(録),11171.0,48999,1,0,1,35.66367,139.5289
10958,1,1,大分,磐田,晴,30.6,64.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),19355.0,31997,1,0,1,33.201115,131.656387
10959,1,1,千葉,G大阪,晴,24.6,74.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/BS,15450.0,19470,1,0,1,35.574673,140.12413
10960,1,1,横浜FM,鹿島,晴,26.8,71.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),34752.0,72081,1,0,1,35.51012,139.606674
10961,1,1,清水,新潟,曇,25.9,79.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),17025.0,20248,1,0,1,34.984898,138.482101
10962,1,2,浦和,川崎F,曇,28.4,71.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/テレ玉,51168.0,62010,0,1,1,35.902477,139.713974
10963,1,2,名古屋,大宮,晴時々曇,28.1,72.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),9578.0,20223,0,1,1,35.124908,136.941589
10964,1,2,京都,FC東京,晴,30.5,62.0,スカパー!・e2(TBSチャンネル)/BS-i/KBS京都,14062.0,20588,0,1,1,34.993237,135.714676
10965,1,1,柏,京都,曇,25.3,83.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),9027.0,15109,0,0,1,35.84972,139.975021
10966,1,1,FC東京,横浜FM,曇,28.4,75.0,スカパー!・e2(TBSチャンネル)/BS-i/TOKYO MX,28986.0,48999,0,0,1,35.66367,139.5289
10967,1,1,川崎F,名古屋,曇,27.9,72.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/BS,21952.0,26827,0,0,1,35.586826,139.648911
10968,1,1,磐田,東京V,晴,29.2,81.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/静岡放送(録),11057.0,15165,0,0,1,34.723106,137.877701
10969,1,1,G大阪,大分,晴,29.6,68.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),17619.0,21000,0,0,1,34.812466,135.540421
10970,1,1,神戸,千葉,晴,27.5,85.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),9348.0,35910,0,0,1,34.679955,135.077774
10971,1,2,大宮,清水,雷雨のち曇,24.2,82.0,スカパー!・e2(J sports Plus)/テレ玉,8657.0,15491,0,0,1,35.915684,139.632919
10972,1,2,新潟,札幌,曇,26.9,89.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),35388.0,41684,0,0,1,37.882988,139.059891
10973,1,2,鹿島,浦和,曇一時雷雨のち雨,23.1,87.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),36412.0,37496,0,0,1,35.989033,140.64299
10974,2,1,札幌,大宮,晴,21.7,58.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),9682.0,19620,0,0,1,43.018707,141.464111
10975,2,1,東京V,新潟,曇,28.9,66.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/日本テレビ(録),9211.0,48999,0,0,1,35.66367,139.5289
10976,2,1,大分,清水,晴,29.0,66.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),18743.0,31997,0,0,1,33.201115,131.656387
10977,2,1,千葉,鹿島,曇,26.4,65.0,スカパー!・e2(J sprots Plus),16190.0,19470,0,0,1,35.574673,140.12413
10978,2,1,磐田,神戸,晴,26.0,74.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/静岡放送(録),14239.0,15165,0,0,1,34.723106,137.877701
10979,2,1,名古屋,FC東京,晴,29.3,62.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),12269.0,20223,0,0,1,35.124908,136.941589
10980,2,1,京都,川崎F,晴一時雨のち曇,26.1,84.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/KBS京都,11762.0,20588,0,0,1,34.993237,135.714676
10981,2,1,浦和,柏,曇,25.4,76.0,スカパー!・e2(TBSチャンネル)/BS-i/テレ玉,46981.0,62010,0,0,1,35.902477,139.713974
10982,2,1,横浜FM,G大阪,曇,27.5,62.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),24711.0,72081,0,0,1,35.51012,139.606674
10983,2,1,大宮,G大阪,晴,26.3,88.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),8790.0,15491,0,0,1,35.915684,139.632919
10984,2,1,鹿島,東京V,雨,24.3,87.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),21431.0,37496,0,0,1,35.989033,140.64299
10985,2,1,FC東京,浦和,曇,29.6,76.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/TOKYO MX*(録),37154.0,48999,0,0,1,35.66367,139.5289
10986,2,1,柏,千葉,曇のち雷雨,25.3,90.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/千葉テレビ,10266.0,15109,0,0,1,35.84972,139.975021
10987,2,1,新潟,大分,雨,25.8,70.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),38781.0,41684,0,0,1,37.882988,139.059891
10988,2,1,神戸,名古屋,曇,28.7,78.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),12799.0,28425,0,0,1,34.656662,135.169662
10989,2,2,札幌,京都,屋内,21.9,57.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),16338.0,39856,0,0,0,42.996433,141.394989
10990,2,2,川崎F,磐田,雨のち曇,22.4,81.0,スカパー!・e2(TBSチャンネル)/BS-i,14715.0,26827,0,0,1,35.586826,139.648911
10991,2,2,清水,横浜FM,曇,26.4,73.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),18292.0,20248,0,0,1,34.984898,138.482101
10992,2,1,鹿島,名古屋,曇,24.3,66.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),19868.0,37496,0,0,1,35.989033,140.64299
10993,2,1,浦和,磐田,雨,20.9,87.0,スカパー!・e2(TBSチャンネル)/BS-i/テレ玉,45253.0,62010,0,0,1,35.902477,139.713974
10994,2,1,FC東京,東京V,雨,20.1,88.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/TOKYO MX,18431.0,54224,0,0,1,35.678047,139.714859
10995,2,1,清水,柏,曇,22.9,83.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),14163.0,20248,0,0,1,34.984898,138.482101
10996,2,1,京都,新潟,曇時々雨,24.4,92.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/KBS京都,8688.0,20588,0,0,1,34.993237,135.714676
10997,2,1,G大阪,神戸,曇時々雨,24.9,85.0,スカパー!・e2(J sprots Plus),15448.0,21000,0,0,1,34.812466,135.540421
10998,2,2,大分,大宮,晴,26.3,63.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),18171.0,31997,0,0,1,33.201115,131.656387
10999,2,2,横浜FM,札幌,雨一時曇のち雨,21.5,94.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),9583.0,15440,0,0,1,35.470428,139.602768
11000,2,2,千葉,川崎F,曇,26.9,78.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),14242.0,19470,0,0,1,35.574673,140.12413
11001,2,1,札幌,G大阪,曇のち雨,18.4,93.0,スカパー!・e2(TBSチャンネル)/BS-i,7010.0,19620,0,0,1,43.018707,141.464111
11002,2,1,東京V,浦和,曇,26.6,77.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/日本テレビ(録),26275.0,54224,0,0,1,35.678047,139.714859
11003,2,1,磐田,千葉,晴,26.3,75.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),8555.0,15165,0,0,1,34.723106,137.877701
11004,2,1,名古屋,清水,曇,27.0,75.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/東海テレビ(録),10071.0,20223,0,0,1,35.124908,136.941589
11005,2,1,神戸,鹿島,屋内,27.3,72.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/BS,13123.0,28425,0,0,1,34.656662,135.169662
11006,2,2,大宮,横浜FM,雨,24.7,88.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),6125.0,15491,0,0,1,35.915684,139.632919
11007,2,2,柏,FC東京,曇時々雨,25.8,93.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),8463.0,15109,0,0,1,35.84972,139.975021
11008,2,2,川崎F,新潟,曇時々雨,26.3,90.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),10884.0,26827,0,0,1,35.586826,139.648911
11009,2,2,大分,京都,屋内,25.1,87.0,スカパー!(パーフェクト チョイス)/e2(スカチャン!),21245.0,31997,0,0,1,33.201115,131.656387
11010,2,1,鹿島,川崎F,曇,23.0,82.0,スカパースカチャン/e2スカチャン,22292.0,37496,0,0,1,35.989033,140.64299
11011,2,1,浦和,大分,晴,30.3,51.0,スカパースカチャン/e2スカチャンHD/BS,45831.0,62010,0,0,0,35.902477,139.713974
11012,2,1,FC東京,大宮,曇,27.8,64.0,スカパー!・e2(J sports Plus),20398.0,48999,0,0,1,35.66367,139.5289
11013,2,1,横浜FM,神戸,曇,29.5,50.0,スカパー!・e2(TBSチャンネル)/BS-i,17107.0,72081,0,0,1,35.51012,139.606674
11014,2,1,清水,札幌,曇のち雨,26.6,80.0,スカパースカチャン/e2スカチャン,15395.0,20248,0,0,0,34.984898,138.482101
11015,2,1,京都,磐田,晴,27.1,73.0,スカパースカチャン/e2スカチャン/KBS京都,13738.0,20588,0,0,1,34.993237,135.714676
11016,2,1,G大阪,名古屋,曇,27.0,66.0,スカパースカチャン/e2スカチャンHD/毎日放送(録),19627.0,21000,0,0,1,34.812466,135.540421
11017,2,2,千葉,東京V,晴,24.4,79.0,スカパー!・e2(J sports Plus),15353.0,19470,1,0,1,35.574673,140.12413
11018,2,2,新潟,柏,晴,25.7,66.0,スカパースカチャン/e2スカチャン,36770.0,41684,1,0,1,37.882988,139.059891
11019,2,1,札幌,千葉,晴,22.8,45.0,スカパースカチャン/e2スカチャン/NHK札幌,9018.0,19620,0,0,0,43.018707,141.464111
11020,2,1,東京V,大分,晴,29.0,54.0,スカパースカチャン/e2スカチャンHD/日本テレビ(録),8671.0,48999,0,0,0,35.66367,139.5289
11021,2,1,川崎F,FC東京,曇,24.0,73.0,スカパースカチャン/e2スカチャンHD,20729.0,26827,0,0,1,35.586826,139.648911
11022,2,1,磐田,横浜FM,晴,26.2,71.0,スカパー!・e2(J sports Plus)/静岡朝日テレビ,20037.0,51697,0,0,0,34.744198,137.969711
11023,2,1,名古屋,新潟,曇,25.9,78.0,スカパースカチャン/e2スカチャン/名古屋テレビ(録),12095.0,20223,0,0,1,35.124908,136.941589
11024,2,1,神戸,清水,晴,28.4,52.0,スカパースカチャン/e2スカチャンHD,7839.0,35910,0,0,1,34.679955,135.077774
11025,2,1,柏,鹿島,晴一時曇,27.8,64.0,スカパースカチャン/e2スカチャン/BS/千葉テレビ(録),10669.0,15109,0,0,0,35.84972,139.975021
11026,2,2,大宮,浦和,雨,21.5,86.0,スカパースカチャン/e2スカチャンHD,11530.0,15491,0,0,1,35.915684,139.632919
11027,2,2,京都,G大阪,雨のち曇,23.4,96.0,スカパー!・e2(TBSチャンネル)/KBS京都/BS-i,14961.0,20588,0,0,1,34.993237,135.714676
11028,2,1,千葉,名古屋,晴,24.4,73.0,スカパースカチャン/e2スカチャン/BS,15266.0,19470,0,1,1,35.574673,140.12413
11029,2,1,FC東京,磐田,晴,26.9,55.0,スカパースカチャン/e2スカチャンHD,23036.0,48999,0,1,1,35.66367,139.5289
11030,2,1,横浜FM,川崎F,晴,27.8,56.0,スカパースカチャン/e2スカチャン/NHK総合,21096.0,54224,0,1,0,35.678047,139.714859
11031,2,1,新潟,神戸,曇,24.9,68.0,スカパースカチャン/e2スカチャン/新潟総合テレビ,32208.0,41684,0,1,0,37.882988,139.059891
11032,2,1,清水,東京V,晴,27.6,62.0,スカパースカチャン/e2スカチャン/NHK静岡,15206.0,20248,0,1,0,34.984898,138.482101
11033,2,1,大分,札幌,晴一時雨,27.4,80.0,スカパースカチャン/e2スカチャンHD,9376.0,12584,0,1,0,31.566343,130.558594
11034,2,2,鹿島,大宮,曇,18.0,80.0,スカパー・e2(TBSチャンネル)/BS-i,6725.0,37496,0,0,1,35.989033,140.64299
11035,2,2,浦和,京都,晴,19.2,77.0,スカパースカチャン/e2スカチャンHD/テレ玉,16225.0,21500,0,0,1,35.869522,139.664871
11036,2,2,G大阪,柏,晴,18.8,63.0,スカパースカチャン/e2スカチャン,10039.0,21000,0,0,1,34.812466,135.540421
11037,2,1,大宮,神戸,曇時々晴,21.9,29.0,スカパー!・e2(TBSチャンネル)/テレ玉(録)/BS-i,7028.0,15491,0,0,0,35.915684,139.632919
11038,2,1,柏,川崎F,曇,20.9,32.0,スカパースカチャン/e2スカチャンHD/BS/千葉テレビ,24139.0,54224,0,0,1,35.678047,139.714859
11039,2,1,横浜FM,大分,曇,22.8,32.0,スカパースカチャン/e2スカチャンHD,18062.0,72081,0,0,0,35.51012,139.606674
11040,2,1,京都,千葉,晴,17.5,59.0,スカパー!・e2(J sports Plus)/KBS京都,13939.0,20588,0,0,1,34.993237,135.714676
11041,2,2,札幌,FC東京,晴時々曇,18.2,39.0,スカパースカチャン/e2スカチャン/NHK札幌,8741.0,19620,0,0,0,43.018707,141.464111
11042,2,2,磐田,新潟,曇のち雨,21.8,57.0,スカパースカチャン/e2スカチャン/静岡放送(録),14241.0,15165,0,0,1,34.723106,137.877701
11043,2,2,名古屋,浦和,曇時々雨,19.8,62.0,スカパースカチャン/e2スカチャン/名古屋テレビ(録),19811.0,20223,0,0,1,35.124908,136.941589
11044,2,2,鹿島,清水,曇,20.8,47.0,スカパースカチャン/e2スカチャン/NHK水戸*,15481.0,37496,0,0,0,35.989033,140.64299
11045,2,2,東京V,G大阪,曇時々雨,18.8,52.0,スカパースカチャン/e2スカチャン/日本テレビ(録),30517.0,48999,0,0,1,35.66367,139.5289
11046,2,1,大宮,柏,晴,21.5,55.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/テレ玉,9079.0,15491,0,0,1,35.915684,139.632919
11047,2,1,FC東京,清水,晴,24.4,40.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS※,30410.0,48999,0,0,0,35.66367,139.5289
11048,2,1,川崎F,大分,晴,24.0,41.0,スカパー・e2(J sports Plus),20455.0,26827,0,0,0,35.586826,139.648911
11049,2,1,新潟,横浜FM,晴,23.4,58.0,スカパー・e2(TBSチャンネル)/テレビ新潟/BS-i,34025.0,41684,0,0,0,37.882988,139.059891
11050,2,1,G大阪,鹿島,晴,26.5,45.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,19386.0,21000,0,0,0,34.812466,135.540421
11051,2,1,神戸,京都,晴,23.2,65.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,18009.0,28425,0,0,1,34.656662,135.169662
11052,2,2,千葉,浦和,曇,23.6,60.0,スカパー・e2(TBSチャンネル)/TBS(単),16718.0,19470,0,0,0,35.574673,140.12413
11053,2,2,磐田,札幌,曇,25.1,55.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/静岡放送,10984.0,15165,0,0,0,34.723106,137.877701
11054,2,2,名古屋,東京V,曇時々雨,20.9,83.0,スカパー・e2(J sports Plus)/NHK名古屋,14481.0,20223,0,0,1,35.124908,136.941589
11055,2,1,千葉,新潟,晴時々曇,21.4,66.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,16407.0,19470,0,0,1,35.574673,140.12413
11056,2,1,東京V,大宮,曇,22.0,45.0,スカパースカチャン/e2スカチャン/日本テレビ(録),10065.0,48999,0,0,0,35.66367,139.5289
11057,2,1,清水,川崎F,晴,23.4,48.0,スカパースカチャン/e2スカチャン/テレビ静岡,18716.0,20248,0,0,0,34.984898,138.482101
11058,2,1,大分,FC東京,晴,23.6,60.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,22184.0,31997,0,0,0,33.201115,131.656387
11059,2,1,鹿島,京都,曇のち晴,20.7,72.0,スカパー・e2(TBSチャンネル)/BS-i,20580.0,37496,0,0,0,35.989033,140.64299
11060,2,1,浦和,神戸,曇,22.3,56.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/テレ玉(録),47325.0,62010,0,0,0,35.902477,139.713974
11061,2,1,G大阪,磐田,晴,24.1,35.0,スカパースカチャン/e2スカチャン/BS(録),16733.0,21000,0,0,1,34.812466,135.540421
11062,2,2,札幌,柏,晴,17.6,65.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,8343.0,19620,0,0,0,43.018707,141.464111
11063,2,2,横浜FM,名古屋,曇,21.6,53.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,26229.0,72081,0,0,1,35.51012,139.606674
