id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance,month,day_of_week,year,num_broadcasters,hour,have_rain,have_sunny,discomfort,holiday,next_holiday,capacity,address,home_team_season_HomeGame_point,home_team_season_HomeGame_get_score,home_team_season_HomeGame_lost_score,home_team_season_HomeGame_diff_date,home_team_season_HomeGame_Curren3HomeMatch_point_sum,home_team_season_HomeGame_Curren3HomeMatch_point_std,home_team_season_HomeGame_Curren3HomeMatch_get_score_sum,home_team_season_HomeGame_Curren3HomeMatch_get_score_std,home_team_season_HomeGame_Curren3HomeMatch_lost_score_sum,home_team_season_HomeGame_Curren3HomeMatch_lost_score_std,home_team_season_num_match,away_team_season_num_match,home_team_season_point,away_team_season_point,home_team_season_get_score,away_team_season_get_score,home_team_season_lost_score,away_team_season_lost_score,home_team_Curren4match_point_sum,away_team_Curren4match_point_sum,home_team_Curren4match_get_score_sum,away_team_Curren4match_get_score_sum,home_team_Curren4match_lost_score_sum,away_team_Curren4match_lost_score_sum,home_team_before_match_point,away_team_before_match_point,home_team_before_match_get_score,away_team_before_match_get_score,home_team_before_match_lost_score,away_team_before_match_lost_score,home_team_diff_match_date,away_team_diff_match_date,diff_point,diff_score,diff_lost_score,diff_Current4_point_sum,diff_Current4_get_score_sum,diff_Current4_lost_score_sum,home_team_stadium,home_team_address,home_team_capacity,away_team_stadium,away_team_address,away_team_capacity,stadium_distance,accommodation_rate,catboost_pred
14255,2012-10-27,17:04,第30節,第1日,29,21,県立カシマサッカースタジアム,晴,17.9,54.0,スカパー!/スカパー!プレミアムサービス,14125.0,10,5,2012,2,17,0,1,62.646339999999995,0,0,37496,茨城県鹿嶋市神向寺後山26-2,23.0,30.0,16.0,21.0,6.0,1.7320508075688774,7.0,7.0,3.0,3.0,30.0,30.0,38.0,45.0,42.0,35.0,37.0,33.0,5.0,7.0,8.0,7.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,7.0,-7.0,7.0,4.0,-2.0,1.0,0.0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,2.382529191366862,0.37670684873053123,17143.782916549873
14256,2012-10-27,14:03,第30節,第1日,20,0,埼玉スタジアム2002,晴,20.1,45.0,スカパー!/スカパー!プレミアムサービス/BS-TBS/テレ玉,32090.0,10,5,2012,4,14,0,1,65.10055,0,0,62010,埼玉県さいたま市緑区美園2丁目1,23.0,19.0,18.0,21.0,1.0,0.5773502691896266,2.0,2.0,8.0,8.0,30.0,30.0,48.0,39.0,40.0,42.0,35.0,43.0,3.0,10.0,5.0,10.0,11.0,7.0,0.0,1.0,2.0,1.0,3.0,1.0,7.0,7.0,9.0,-2.0,-8.0,-7.0,-5.0,4.0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,4.393574129870045,0.5174971778745364,38362.330098348626
14265,2012-11-07,19:03,第31節,第1日,8,29,NACK5スタジアム大宮,晴,16.3,43.0,スカパー!/スカパー!プレミアムサービス,12021.0,11,2,2012,2,19,0,1,60.29291,0,0,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,19.0,15.0,20.0,18.0,5.0,1.1547005383792512,2.0,2.0,1.0,1.0,31.0,31.0,36.0,38.0,33.0,43.0,44.0,39.0,6.0,5.0,5.0,8.0,2.0,5.0,3.0,0.0,4.0,1.0,1.0,2.0,11.0,11.0,-2.0,-10.0,5.0,1.0,-3.0,-3.0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,1.0097618921985507,0.7759989671422116,11190.328133617888
14272,2012-11-07,19:03,第31節,第1日,6,1,名古屋市瑞穂陸上競技場,曇,13.8,59.0,スカパー!/スカパー!プレミアムサービス,7959.0,11,2,2012,2,19,0,0,57.10158,0,0,20223,愛知県名古屋市瑞穂区山下通5-1,24.0,20.0,17.0,11.0,2.0,0.5773502691896262,2.0,2.0,3.0,3.0,31.0,31.0,46.0,44.0,42.0,39.0,43.0,38.0,5.0,7.0,4.0,9.0,7.0,7.0,1.0,3.0,1.0,5.0,1.0,0.0,11.0,11.0,2.0,3.0,5.0,-2.0,-5.0,0.0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,味の素スタジアム,東京都調布市西町376-3,48999.0,2.641128551224192,0.3935617860851506,14127.32167894886
14296,2012-12-01,15:34,第34節,第1日,21,8,アウトソーシングスタジアム日本平,晴,11.3,31.0,スカパー!/スカパー!プレミアムサービス/テレビ静岡,14729.0,12,5,2012,3,15,0,1,54.48797,0,0,20248,静岡県静岡市清水区村松3880−1,24.0,23.0,21.0,14.0,1.0,0.5773502691896262,2.0,2.0,5.0,5.0,34.0,34.0,48.0,43.0,39.0,38.0,40.0,45.0,3.0,10.0,4.0,9.0,7.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,7.0,7.0,5.0,1.0,-5.0,-7.0,-5.0,5.0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,1.4816725760971496,0.7274298696167523,16144.392857066738
14838,2013-03-02,14:04,第1節,第1日,6,24,豊田スタジアム,晴,7.2,39.0,スカパー!/スカパー!プレミアムサービス/NHK名古屋/NHK静岡,21748.0,3,5,2013,4,14,0,0,49.33492,0,0,41255,愛知県豊田市千石町7-2,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,1.0155472535896606,0.5271603442007029,20105.031489341323
14841,2013-03-02,14:04,第1節,第1日,28,29,ベストアメニティスタジアム,晴,13.6,27.0,スカパー!/スカパー!プレミアムサービス/NHK佐賀/NHK水戸,12728.0,3,5,2013,4,14,0,1,57.09027999999999,0,0,24130,佐賀県鳥栖市京町812,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,ベストアメニティスタジアム,佐賀県鳥栖市京町812,24130.0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,10.453886424633783,0.5274761707418152,15254.450641757518
14843,2013-03-02,19:04,第1節,第1日,7,1,大分銀行ドーム,曇,6.0,51.0,スカパー!/スカパー!プレミアムサービス/NHK BS1,17055.0,3,5,2013,3,19,0,0,46.8964,0,0,31997,大分県大分市大字横尾1351,0.0,0.0,0.0,1183.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1183.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,九州石油ドーム,大分県大分市横尾1351,31997.0,味の素スタジアム,東京都調布市西町376-3,48999.0,8.246152223406934,0.5330187205050474,17993.373899357513
14857,2013-03-16,14:05,第3節,第1日,7,20,大分銀行ドーム,晴,16.2,31.0,スカパー!/スカパー!プレミアムサービス/テレビ大分,16510.0,3,5,2013,3,14,0,0,59.96078,0,0,31997,大分県大分市大字横尾1351,0.0,1.0,2.0,14.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,6.0,2.0,3.0,3.0,1.0,1.0,6.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,7.0,7.0,-5.0,-1.0,2.0,-5.0,-1.0,2.0,九州石油ドーム,大分県大分市横尾1351,31997.0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,8.501048009878634,0.5159858736756571,18012.609620998504
14858,2013-03-16,15:03,第3節,第1日,8,13,NACK5スタジアム大宮,晴,20.8,20.0,スカパー!/スカパー!プレミアムサービス/テレ玉,10485.0,3,5,2013,3,15,0,1,64.40639999999999,0,0,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,1.0,2.0,2.0,14.0,1.0,0.7071067811865476,2.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,3.0,1.0,2.0,3.0,4.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,7.0,7.0,4.0,2.0,-1.0,4.0,2.0,-1.0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,2.0486624699238494,0.6768446194564586,8710.132847879318
14862,2013-03-17,13:06,第3節,第2日,11,29,エディオンスタジアム広島,曇,14.9,47.0,スカパー!/スカパー!プレミアムサービス,16029.0,3,6,2013,2,13,0,0,58.58096999999999,0,0,36894,広島県広島市安佐南区大塚西5-1-1,0.0,1.0,2.0,15.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,8.0,8.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,8.39025441908372,0.43446088794926,15686.278031278176
14866,2013-03-30,15:03,第4節,第1日,8,29,NACK5スタジアム大宮,曇,9.6,64.0,スカパー!/スカパー!プレミアムサービス,11492.0,3,5,2013,2,15,0,0,51.00655999999999,0,0,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,2.0,3.0,3.0,14.0,2.0,0.5773502691896258,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,1.0097618921985507,0.7418501065134594,11789.574642408235
14870,2013-03-30,16:03,第4節,第1日,13,20,東北電力ビッグスワンスタジアム,晴,6.3,35.0,スカパー!/スカパー!プレミアムサービス,29095.0,3,5,2013,2,16,0,0,48.580949999999994,0,0,41684,新潟県新潟市中央区清五郎67-12,0.0,1.0,2.0,21.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,7.0,2.0,5.0,4.0,3.0,1.0,7.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,14.0,14.0,-6.0,-3.0,1.0,-6.0,-3.0,1.0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,2.0858576616568487,0.6979896363112945,29609.965946229917
14873,2013-04-06,14:03,第5節,第1日,1,8,味の素スタジアム,曇のち雨,18.0,58.0,スカパー!/スカパー!プレミアムサービス/TOKYO MX,13859.0,4,5,2013,3,14,0,0,62.9216,0,0,48999,東京都調布市西町376-3,3.0,3.0,0.0,28.0,3.0,2.1213203435596424,3.0,3.0,0.0,0.0,5.0,5.0,6.0,8.0,7.0,7.0,5.0,4.0,6.0,8.0,7.0,7.0,5.0,4.0,0.0,3.0,2.0,3.0,3.0,1.0,7.0,7.0,-2.0,0.0,1.0,-2.0,0.0,1.0,味の素スタジアム,東京都調布市西町376-3,48999.0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,0.27359363124441205,0.28284250698993857,23404.844046891325
14878,2013-04-06,17:03,第5節,第1日,17,6,日立柏サッカー場,雨,15.5,96.0,スカパー!/スカパー!プレミアムサービス,8180.0,4,5,2013,2,17,1,0,59.8582,0,0,15109,千葉県柏市日立台1-2-50,6.0,6.0,2.0,7.0,6.0,1.7320508075688772,6.0,6.0,2.0,2.0,5.0,5.0,6.0,7.0,7.0,4.0,7.0,2.0,6.0,7.0,7.0,4.0,7.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,7.0,7.0,-1.0,3.0,5.0,-1.0,3.0,5.0,日立柏サッカー場,千葉県柏市日立台1-2-50,15109.0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,3.1186499381737516,0.5413991660599643,8204.667920793328
14883,2013-04-13,14:03,第6節,第1日,19,10,日産スタジアム,晴,16.5,37.0,スカパー!/スカパー!プレミアムサービス,27204.0,4,5,2013,2,14,0,1,60.41795,0,0,72081,神奈川県横浜市港北区小机町3300,9.0,9.0,5.0,14.0,9.0,0.0,9.0,9.0,5.0,5.0,6.0,6.0,15.0,3.0,17.0,8.0,6.0,11.0,12.0,3.0,13.0,7.0,4.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,7.0,7.0,12.0,9.0,-5.0,9.0,6.0,-4.0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,0.08884565845073357,0.37740874849128064,27482.804070095644
14903,2013-04-27,16:03,第8節,第2日,19,23,日産スタジアム,晴,19.4,24.0,スカパー!/スカパー!プレミアムサービス,24149.0,4,5,2013,2,16,0,1,63.19144,0,0,72081,神奈川県横浜市港北区小机町3300,12.0,11.0,6.0,14.0,9.0,0.0,7.0,7.0,4.0,4.0,8.0,8.0,18.0,9.0,19.0,7.0,8.0,6.0,9.0,8.0,8.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,9.0,12.0,2.0,1.0,3.0,3.0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,山梨中銀スタジアム,山梨県甲府市小瀬町840,15859.0,1.0239656915526245,0.33502587366989917,22957.964844460133
14922,2013-05-06,16:04,第10節,第1日,0,20,大阪長居スタジアム,晴,22.8,29.0,スカパー!/スカパー!プレミアムサービス,32378.0,5,0,2013,2,16,0,0,67.16687999999999,1,1,47853,大阪府大阪市東住吉区長居公園1-1,8.0,4.0,3.0,9.0,2.0,0.5773502691896265,2.0,2.0,3.0,3.0,10.0,9.0,15.0,16.0,10.0,11.0,6.0,6.0,5.0,6.0,5.0,4.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,9.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,4.393574129870045,0.6766137964181974,24665.16570838108
14926,2013-05-11,13:04,第11節,第1日,11,7,エディオンスタジアム広島,曇,21.7,54.0,スカパー!/スカパー!プレミアムサービス,10708.0,5,5,2013,2,13,0,0,67.75582,0,0,36894,広島県広島市安佐南区大塚西5-1-1,4.0,4.0,5.0,27.0,4.0,1.5275252316519465,3.0,3.0,3.0,3.0,10.0,11.0,14.0,3.0,14.0,10.0,9.0,20.0,7.0,1.0,6.0,3.0,3.0,8.0,0.0,0.0,1.0,2.0,2.0,4.0,5.0,5.0,11.0,4.0,-11.0,6.0,3.0,-5.0,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,九州石油ドーム,大分県大分市横尾1351,31997.0,1.4418053645194449,0.2902368948880577,14767.3328283231
14927,2013-05-11,14:04,第11節,第1日,4,8,ユアテックスタジアム仙台,雨,15.6,77.0,スカパー!/スカパー!プレミアムサービス/仙台放送,14327.0,5,5,2013,3,14,1,0,59.81688,0,0,19694,宮城県仙台市泉区七北田字柳78,8.0,6.0,5.0,13.0,4.0,1.5275252316519465,3.0,3.0,3.0,3.0,10.0,11.0,12.0,26.0,13.0,19.0,13.0,6.0,7.0,12.0,7.0,9.0,6.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,5.0,5.0,-14.0,-6.0,7.0,-5.0,-2.0,5.0,ユアテックスタジアム仙台,宮城県仙台市泉区七北田字柳78,19694.0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,2.7078334478843025,0.7274804508987509,12299.294807855058
14930,2013-05-11,15:03,第11節,第1日,10,0,等々力陸上競技場,雨,19.1,83.0,スカパー!/スカパー!プレミアムサービス,12345.0,5,5,2013,2,15,1,0,65.59647,0,0,26827,神奈川県川崎市中原区等々力1-1,8.0,8.0,5.0,8.0,7.0,1.1547005383792517,7.0,7.0,4.0,4.0,11.0,11.0,12.0,16.0,17.0,12.0,19.0,8.0,9.0,6.0,8.0,6.0,6.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,-4.0,5.0,11.0,3.0,2.0,3.0,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,4.248159531194854,0.4601707235248071,11722.030566312187
14932,2013-05-11,17:04,第11節,第1日,22,1,ShonanBMWスタジアム平塚,雨,17.4,87.0,スカパー!/スカパー!プレミアムサービス,8248.0,5,5,2013,2,17,0,0,62.93961999999999,0,0,15732,神奈川県平塚市大原1−1,6.0,5.0,7.0,8.0,4.0,1.5275252316519465,3.0,3.0,5.0,5.0,11.0,11.0,6.0,16.0,7.0,18.0,20.0,13.0,3.0,10.0,2.0,10.0,9.0,5.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,5.0,-10.0,-11.0,7.0,-7.0,-8.0,4.0,ShonanBMWスタジアム平塚,神奈川県平塚市大原1−1,15732.0,味の素スタジアム,東京都調布市西町376-3,48999.0,0.37132512420530067,0.524281718789728,11651.411491361418
14936,2013-05-18,14:03,第12節,第1日,13,7,東北電力ビッグスワンスタジアム,晴,22.4,39.0,スカパー!/スカパー!プレミアムサービス/NHK新潟/NHK大分,25279.0,5,5,2013,4,14,0,0,67.51563999999999,0,0,41684,新潟県新潟市中央区清五郎67-12,4.0,5.0,8.0,12.0,4.0,1.5275252316519468,4.0,4.0,4.0,4.0,12.0,12.0,14.0,3.0,12.0,10.0,14.0,21.0,7.0,1.0,8.0,2.0,6.0,7.0,3.0,0.0,3.0,0.0,1.0,1.0,7.0,7.0,11.0,2.0,-7.0,6.0,6.0,-1.0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,九州石油ドーム,大分県大分市横尾1351,31997.0,8.758948733719686,0.6064437194127243,23028.613820290215
14966,2013-07-10,19:05,第15節,第1日,0,19,キンチョウスタジアム,晴,30.1,65.0,スカパー!/スカパー!プレミアムサービス,13272.0,7,2,2013,2,19,0,0,80.75534999999999,0,0,17892,大阪府大阪市東住吉区長居公園1-1,12.0,8.0,6.0,46.0,5.0,1.1547005383792517,4.0,4.0,3.0,3.0,15.0,15.0,24.0,28.0,21.0,26.0,14.0,14.0,8.0,8.0,9.0,4.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,-4.0,-5.0,0.0,0.0,5.0,4.0,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,4.186231550418355,0.7417840375586855,18300.612421406502
14992,2013-07-31,19:05,第18節,第1日,21,1,IAIスタジアム日本平,晴,27.3,80.0,スカパー!/スカパー!プレミアムサービス,10781.0,7,2,2013,2,19,0,0,78.5946,0,0,20248,静岡県静岡市清水区村松3880−1,10.0,9.0,15.0,18.0,6.0,1.7320508075688772,6.0,6.0,3.0,3.0,18.0,18.0,22.0,26.0,20.0,33.0,27.0,23.0,4.0,7.0,7.0,9.0,8.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,14.0,14.0,-4.0,-13.0,4.0,-3.0,-2.0,4.0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,味の素スタジアム,東京都調布市西町376-3,48999.0,1.2471758829409256,0.5324476491505333,12621.145169852713
15004,2013-08-03,19:04,第19節,第1日,13,21,東北電力ビッグスワンスタジアム,曇,25.8,72.0,スカパー!/スカパー!プレミアムサービス,22650.0,8,5,2013,2,19,0,0,75.29223999999999,0,0,41684,新潟県新潟市中央区清五郎67-12,10.0,11.0,16.0,3.0,6.0,1.7320508075688772,4.0,4.0,5.0,5.0,19.0,19.0,23.0,23.0,22.0,20.0,26.0,27.0,6.0,5.0,4.0,6.0,5.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,-1.0,1.0,-2.0,-1.0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,2.9554842567602866,0.5433739564341235,25892.91229605192
15006,2013-08-03,19:04,第19節,第1日,0,23,キンチョウスタジアム,晴,28.9,66.0,スカパー!/スカパー!プレミアムサービス,13633.0,8,5,2013,2,19,0,0,79.15426,0,0,17892,大阪府大阪市東住吉区長居公園1-1,18.0,14.0,8.0,17.0,9.0,0.0,8.0,8.0,3.0,3.0,19.0,19.0,30.0,14.0,27.0,14.0,18.0,28.0,6.0,0.0,6.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,16.0,13.0,-10.0,6.0,4.0,-4.0,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,山梨中銀スタジアム,山梨県甲府市小瀬町840,15859.0,3.2318257745627377,0.7619606528057232,14465.133245553985
15013,2013-08-10,19:04,第20節,第1日,6,20,豊田スタジアム,晴,29.8,72.0,スカパー!/スカパー!プレミアムサービス/中京テレビ(録),30478.0,8,5,2013,3,19,0,0,81.38344,0,0,41255,愛知県豊田市千石町7-2,17.0,15.0,10.0,10.0,9.0,0.0,8.0,8.0,4.0,4.0,20.0,20.0,27.0,37.0,29.0,39.0,29.0,25.0,12.0,6.0,11.0,7.0,6.0,9.0,3.0,3.0,3.0,3.0,2.0,1.0,7.0,7.0,-10.0,-10.0,4.0,6.0,4.0,-3.0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,2.8829781431614347,0.7387710580535692,23053.883618657128
15017,2013-08-17,18:34,第21節,第1日,1,19,味の素スタジアム,晴,28.6,70.0,スカパー!/スカパー!プレミアムサービス,30698.0,8,5,2013,2,18,0,1,79.2758,0,0,48999,東京都調布市西町376-3,19.0,18.0,6.0,14.0,6.0,1.7320508075688774,6.0,6.0,2.0,2.0,21.0,21.0,31.0,41.0,37.0,37.0,25.0,22.0,8.0,10.0,8.0,8.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,7.0,7.0,-10.0,0.0,3.0,-2.0,0.0,-2.0,味の素スタジアム,東京都調布市西町376-3,48999.0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,0.1733976890276431,0.6265025816853406,31993.592391664148
15019,2013-08-17,19:04,第21節,第1日,22,24,ShonanBMWスタジアム平塚,晴,28.1,74.0,スカパー!/スカパー!プレミアムサービス,12140.0,8,5,2013,2,19,0,0,79.06506,0,0,15732,神奈川県平塚市大原1−1,9.0,10.0,17.0,14.0,0.0,0.0,2.0,2.0,6.0,6.0,21.0,21.0,16.0,13.0,17.0,26.0,36.0,34.0,3.0,1.0,4.0,5.0,8.0,8.0,0.0,0.0,1.0,1.0,3.0,2.0,7.0,7.0,3.0,-9.0,2.0,2.0,-1.0,0.0,ShonanBMWスタジアム平塚,神奈川県平塚市大原1−1,15732.0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,1.5934354094515604,0.771675565725909,10152.646865339999
15022,2013-08-17,18:03,第21節,第1日,20,7,埼玉スタジアム2002,晴,29.8,62.0,スカパー!/スカパー!プレミアムサービス/テレ玉,32329.0,8,5,2013,3,18,0,1,79.86323999999999,0,0,62010,埼玉県さいたま市緑区美園2丁目1,20.0,22.0,12.0,14.0,4.0,1.5275252316519468,7.0,7.0,6.0,6.0,21.0,21.0,37.0,9.0,39.0,19.0,27.0,36.0,6.0,1.0,7.0,3.0,7.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,7.0,28.0,20.0,-9.0,5.0,4.0,0.0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,九州石油ドーム,大分県大分市横尾1351,31997.0,8.501048009878634,0.5213513949363006,30530.87270247377
15029,2013-08-24,19:03,第22節,第1日,13,10,東北電力ビッグスワンスタジアム,晴,25.5,75.0,スカパー!/スカパー!プレミアムサービス,28342.0,8,5,2013,2,19,0,0,75.16375,0,0,41684,新潟県新潟市中央区清五郎67-12,13.0,14.0,17.0,21.0,6.0,1.7320508075688772,4.0,4.0,4.0,4.0,22.0,22.0,27.0,32.0,26.0,45.0,29.0,39.0,7.0,4.0,5.0,7.0,3.0,7.0,0.0,3.0,0.0,3.0,1.0,1.0,7.0,7.0,-5.0,-19.0,-10.0,3.0,-2.0,-4.0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,2.372447186206858,0.6799251511371269,26453.376979673754
15033,2013-08-24,19:05,第22節,第1日,7,11,大分銀行ドーム,屋内,26.3,91.0,スカパー!/スカパー!プレミアムサービス,13024.0,8,5,2013,2,19,0,0,78.28367,0,0,31997,大分県大分市大字横尾1351,3.0,9.0,18.0,14.0,1.0,0.5773502691896258,1.0,1.0,3.0,3.0,22.0,22.0,9.0,43.0,22.0,37.0,40.0,18.0,1.0,7.0,5.0,7.0,9.0,6.0,0.0,1.0,3.0,1.0,4.0,1.0,7.0,7.0,-34.0,-15.0,22.0,-6.0,-2.0,3.0,九州石油ドーム,大分県大分市横尾1351,31997.0,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,1.4418053645194449,0.4070381598274838,14845.627814484704
15034,2013-08-28,19:04,第23節,第1日,4,0,ユアテックスタジアム仙台,晴,22.5,63.0,スカパー!/スカパー!プレミアムサービス,15101.0,8,2,2013,2,19,0,1,69.54925,0,0,19694,宮城県仙台市泉区七北田字柳78,19.0,13.0,11.0,18.0,6.0,1.7320508075688772,4.0,4.0,4.0,4.0,23.0,23.0,32.0,37.0,23.0,35.0,23.0,21.0,7.0,7.0,4.0,8.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,-5.0,-12.0,2.0,0.0,-4.0,0.0,ユアテックスタジアム仙台,宮城県仙台市泉区七北田字柳78,19694.0,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,6.518922853518789,0.766781760942419,14613.161805147603
