kick_off_time,home_team,away_team,temperature,humidity,attendance,month,year,capacity_y,rain,first_end_sec,home_team_capacity,away_team_capacity,stadium_distance,is_home_stadium,discomfort,lightgbm_pred
14,11,23,23.6,43.0,10550.0,5,2013,36894,0,0,36894.0,15859.0,6.305066658679917,1,69.31352,11246.673783970182
16,19,4,21.6,44.0,23083.0,5,2013,72081,0,0,72081.0,19694.0,3.084847914208407,1,66.91296,22248.954817191905
17,8,22,20.0,43.0,10886.0,5,2013,15491,0,0,15491.0,15732.0,0.6431594669792235,1,64.865,9728.686292485172
15,28,19,30.4,34.0,13197.0,5,2013,24130,0,0,24130.0,72081.0,9.33494897197648,1,76.29463999999999,12304.92816402206
19,0,6,23.5,54.0,16362.0,5,2013,17892,0,0,17892.0,20223.0,1.5129853555048023,1,70.17609999999999,13020.819657072152
16,17,20,23.3,65.0,34021.0,5,2013,54224,0,0,15109.0,62010.0,0.26632468390668396,2,70.87155,30396.50477824913
18,1,11,28.8,67.0,27852.0,7,2013,48999,0,0,48999.0,36894.0,7.2381737618429725,1,79.15004,23293.46372812378
19,29,21,26.9,77.0,7495.0,7,2013,37496,0,0,37496.0,20248.0,2.382798432210745,1,77.58386999999999,9746.785342727764
19,0,19,30.1,65.0,13272.0,7,2013,17892,0,0,17892.0,72081.0,4.186544425564481,1,80.75534999999999,14562.178318092776
19,20,1,29.4,68.0,25638.0,7,2013,62010,0,0,62010.0,48999.0,0.302127735775785,1,80.18208,32630.011195313007
19,4,24,21.4,84.0,14318.0,7,2013,19694,0,0,19694.0,15165.0,4.6856708677576675,1,69.41824,12199.085225175058
19,19,8,30.6,67.0,29722.0,7,2013,72081,0,0,72081.0,15491.0,0.40641230065168793,1,81.80198,22335.841892809767
19,11,0,25.1,93.0,19244.0,7,2013,36894,0,0,36894.0,17892.0,3.1266823454289407,1,76.44157,12876.071775723196
19,29,24,19.3,92.0,6681.0,7,2013,37496,1,0,37496.0,15165.0,3.041281707249424,1,66.35544,11468.540638795881
19,13,0,27.9,75.0,18919.0,7,2013,41684,0,0,41684.0,17892.0,4.8193254802555066,1,78.88974999999999,27890.339663875242
19,21,1,27.3,80.0,10781.0,7,2013,20248,0,0,20248.0,48999.0,1.2476055363715681,1,78.5946,13494.559619546084
19,1,7,25.4,81.0,22309.0,8,2013,48999,0,0,48999.0,31997.0,8.248674927719845,1,75.65925999999999,22398.341040919797
19,13,21,25.8,72.0,22650.0,8,2013,41684,0,0,41684.0,20248.0,2.955125535776775,1,75.29223999999999,29218.15934890416
19,0,23,28.9,66.0,13633.0,8,2013,17892,0,0,17892.0,15859.0,3.2318257745627377,1,79.15426,11488.610835323409
18,21,22,29.3,85.0,15395.0,8,2013,20248,0,0,20248.0,15732.0,0.9332706722366129,1,82.53395,14495.900062654944
19,8,0,34.2,64.0,12093.0,8,2013,15491,0,0,15491.0,17892.0,4.316484102053422,1,86.51912,10808.388971642264
19,6,20,29.8,72.0,30478.0,8,2013,41255,0,0,20223.0,62010.0,2.879363147987082,2,81.38344,25976.610416605872
18,29,13,27.9,77.0,16392.0,8,2013,37496,0,0,37496.0,41684.0,2.4684545743898156,1,79.15617,13817.351704788529
18,1,19,28.6,70.0,30698.0,8,2013,48999,0,0,48999.0,72081.0,0.17212320464133138,1,79.2758,29840.8976878788
19,22,24,28.1,74.0,12140.0,8,2013,15732,0,0,15732.0,15165.0,1.5918711477933634,1,79.06506,10758.188975640347
18,20,7,29.8,62.0,32329.0,8,2013,62010,0,0,62010.0,31997.0,8.498356600991347,1,79.86323999999999,39071.15686583043
19,17,4,28.8,81.0,11838.0,8,2013,15109,0,0,15109.0,19694.0,2.6306078574437857,1,81.13972,11068.48782357315
19,8,17,28.3,58.0,11661.0,8,2013,15491,0,0,15491.0,15109.0,0.3484035414573276,1,77.17886,11514.907109508658
19,22,23,28.9,72.0,10165.0,8,2013,15732,0,0,15732.0,15859.0,0.8067046240409086,1,80.01292,10132.48593650868
19,13,10,25.5,75.0,28342.0,8,2013,41684,0,0,41684.0,26827.0,2.370507222229872,1,75.16375,27350.562262710588
19,7,11,26.3,91.0,13024.0,8,2013,31997,0,0,31997.0,36894.0,1.4420280940432435,1,78.28367,14421.655632512853
19,4,0,22.5,63.0,15101.0,8,2013,19694,0,0,19694.0,17892.0,6.51881578384026,1,69.54925,15391.524787684286
19,17,22,25.6,72.0,8110.0,8,2013,15109,0,0,15109.0,15732.0,0.8100722288691364,1,74.98768,9535.31889683382
19,1,28,27.9,50.0,19666.0,8,2013,54224,0,0,48999.0,24130.0,9.295922054513618,2,75.5595,23229.19718716244
19,23,11,26.4,59.0,9033.0,8,2013,15859,0,0,15859.0,36894.0,6.305066658679917,1,74.66723999999999,10551.02588085643
19,13,24,24.6,54.0,18926.0,8,2013,41684,0,0,41684.0,15165.0,3.3737853295703264,1,71.65516,24793.443640184778
18,20,13,31.0,63.0,40372.0,8,2013,62010,0,0,62010.0,41684.0,2.085724908037975,1,81.73570000000001,31050.211037926005
18,29,17,29.4,72.0,16212.0,8,2013,37496,0,0,37496.0,15109.0,0.6823420673899562,1,80.77431999999999,18075.73680975371
19,8,19,30.4,66.0,12932.0,8,2013,15491,0,0,15491.0,72081.0,0.40641230065168793,1,81.34935999999999,12134.805236576976
19,0,10,29.8,78.0,30579.0,8,2013,47853,0,0,17892.0,26827.0,4.244696526304328,2,82.29556,21497.039390722566
19,11,1,24.6,80.0,13896.0,8,2013,36894,0,0,36894.0,48999.0,7.2381737618429725,1,74.2692,14550.190400333695
19,28,6,25.2,80.0,15569.0,8,2013,24130,0,0,24130.0,20223.0,6.656656238068461,1,75.2304,11928.084202762524
19,17,24,26.8,72.0,8499.0,9,2013,15109,0,0,15109.0,15165.0,2.380758342922687,1,76.81504,10533.61955255203
19,19,0,28.5,77.0,35528.0,9,2013,72081,0,0,72081.0,17892.0,4.186544425564481,1,80.09955,27600.799318361125
18,23,29,27.6,63.0,15137.0,9,2013,15859,0,0,15859.0,37496.0,2.087311598040404,1,76.86112,12168.011277608726
14,11,13,30.7,53.0,16196.0,9,2013,36894,0,0,36894.0,41684.0,7.501852545391239,1,79.69629,15192.147607047624
19,8,1,21.2,52.0,11539.0,9,2013,15491,0,0,15491.0,48999.0,0.27263713715669124,1,66.94976,11521.048069647855
19,6,10,21.9,64.0,12013.0,9,2013,20223,0,0,20223.0,26827.0,2.7464450932811366,1,68.76284,14285.330153701372
18,0,24,24.4,38.0,15704.0,9,2013,17892,0,0,17892.0,15165.0,2.363453816134353,1,69.80928,14361.017318377808
13,4,19,20.9,55.0,17849.0,9,2013,19694,0,0,19694.0,72081.0,3.084847914208407,1,66.74404999999999,16372.43661566596
15,28,11,29.1,40.0,12355.0,9,2013,24130,0,0,24130.0,36894.0,2.1578008883687394,1,75.6746,12284.544381206808
16,11,21,21.1,88.0,15512.0,10,2013,36894,0,0,36894.0,20248.0,6.111499469260642,1,69.18932000000001,12569.927734598494
16,8,7,18.4,58.0,9469.0,10,2013,15002,0,0,15491.0,31997.0,8.425790621822077,0,63.47528,8528.375536142463
17,1,13,15.4,73.0,21743.0,10,2013,48999,0,0,48999.0,41684.0,2.268334593309588,1,59.46458,28316.53465322156
15,21,28,19.5,65.0,11846.0,10,2013,20248,0,0,20248.0,24130.0,8.123926432247144,1,65.34825000000001,12995.43759732967
19,0,22,17.4,79.0,15766.0,10,2013,17892,0,0,17892.0,15732.0,3.896184175943042,1,62.70554,9177.178695856875
13,23,1,20.6,28.0,14414.0,10,2013,15859,0,0,15859.0,48999.0,0.9414538501833138,1,64.69232,12338.739826158704
13,13,22,15.9,47.0,23949.0,10,2013,41684,0,0,41684.0,15732.0,2.5583091154739277,1,59.856269999999995,24795.70268963928
16,29,10,17.1,51.0,18293.0,10,2013,37496,0,0,37496.0,26827.0,1.0723635246920684,1,61.49179,19252.564939787924
16,24,21,17.8,36.0,12467.0,10,2013,15165,0,0,15165.0,20248.0,0.6586610746537234,1,61.91392,12295.910095538855
19,28,0,17.1,48.0,17382.0,10,2013,24130,0,0,24130.0,17892.0,5.149371403831328,1,61.41292,12891.247899506634
19,10,21,16.5,66.0,14986.0,11,2013,26827,0,0,26827.0,20248.0,1.312921510709607,1,61.0081,16847.954758787826
17,1,22,13.1,45.0,21648.0,11,2013,48999,0,0,48999.0,15732.0,0.37177480091313947,1,56.31205,29528.66943617772
17,6,17,11.4,54.0,17483.0,11,2013,41255,0,0,20223.0,15109.0,3.118823838239029,2,53.906439999999996,23176.567789446046
14,0,11,14.4,39.0,17489.0,11,2013,17892,0,0,17892.0,36894.0,3.1266823454289407,1,57.946839999999995,14404.673603924986
14,11,22,11.1,58.0,27392.0,11,2013,36894,0,0,36894.0,15732.0,7.008107279804011,1,53.370619999999995,19644.01308818049
17,7,10,11.8,37.0,10639.0,11,2013,31997,0,0,31997.0,26827.0,8.340986564315822,1,54.88934,16443.874291652573
15,29,11,11.3,60.0,26897.0,12,2013,37496,0,1,37496.0,36894.0,8.392282109168226,1,53.5852,24365.118512155404
15,1,4,12.5,35.0,27583.0,12,2013,48999,0,1,48999.0,19694.0,2.9802004586758857,1,55.75125,35393.138172856685
15,24,7,10.9,40.0,8534.0,12,2013,15165,0,1,15165.0,31997.0,6.404779815940364,1,53.7254,12908.309598414904
15,17,1,8.1,79.0,14623.0,3,2014,15109,0,1,15109.0,48999.0,0.48336171666879296,1,47.89901,12455.666365117168
16,10,25,8.6,74.0,14011.0,3,2014,26827,1,1,26827.0,28425.0,4.574808921790844,1,48.984359999999995,17872.878475494133
12,11,10,8.1,42.0,16176.0,3,2014,36894,0,0,36894.0,26827.0,7.344089248917739,1,50.22298,15208.43938616877
14,12,0,8.2,12.0,12202.0,3,2014,17924,0,0,17924.0,17892.0,1.003186071508671,1,52.20016,11925.328786344655
15,1,23,7.9,37.0,22398.0,3,2014,48999,0,0,48999.0,15859.0,0.9414538501833138,1,50.30177,12980.885448197358
16,20,28,9.6,29.0,42850.0,3,2014,62010,0,0,62010.0,24130.0,9.535971092968031,1,52.685159999999996,27067.90751174587
19,29,4,6.4,26.0,15033.0,3,2014,37496,0,0,37496.0,19694.0,2.3422979781353592,1,49.41336,16067.34606484815
13,19,12,12.8,27.0,11088.0,3,2014,15440,0,0,72081.0,17924.0,5.164720156782556,0,56.22844,11502.393385928126
14,23,13,11.1,34.0,9106.0,3,2014,15859,0,0,15859.0,41684.0,2.310844208898552,1,54.165259999999996,11445.18743705582
15,10,8,11.8,28.0,13498.0,3,2014,26827,0,0,26827.0,15491.0,0.32924660701060876,1,55.12496,15888.727049552275
19,25,1,8.3,45.0,10089.0,3,2014,28425,0,0,28425.0,48999.0,4.474038561826223,1,50.28565,14700.897013659378
14,12,17,12.4,45.0,8097.0,3,2014,17924,0,0,17924.0,15109.0,5.613501172087615,1,55.4332,7136.178771429751
19,1,10,9.6,54.0,23172.0,3,2014,48999,0,0,48999.0,26827.0,0.14250487871298104,1,51.48616,21861.90651747366
14,19,29,20.8,37.0,27764.0,3,2014,72081,0,0,72081.0,37496.0,1.1416253822620612,1,65.47604,28096.407239197197
14,0,13,22.5,33.0,15232.0,3,2014,17892,0,0,17892.0,41684.0,4.8193254802555066,1,67.15675,11945.682301608673
13,13,19,8.9,45.0,21132.0,4,2014,41684,0,0,41684.0,72081.0,2.4350511687668885,1,51.03895,22111.873694565693
15,8,25,12.1,18.0,9870.0,4,2014,15491,0,0,15491.0,28425.0,4.637434575768482,1,55.68322,8283.164443415351
19,20,4,7.7,32.0,26762.0,4,2014,62010,0,0,62010.0,19694.0,2.6839984655824525,1,50.40036,30388.43845044764
15,29,13,17.7,22.0,11953.0,4,2014,37496,0,0,37496.0,41684.0,2.4684545743898156,1,61.346059999999994,13941.87852212431
15,6,20,18.4,24.0,19505.0,4,2014,41255,0,0,20223.0,62010.0,2.879363147987082,2,62.14384,23551.994184365834
14,12,21,18.4,24.0,6113.0,4,2014,17924,0,0,17924.0,20248.0,3.948106266345048,1,62.14384,7949.327763465185
15,29,25,12.6,54.0,11952.0,4,2014,37496,0,0,37496.0,28425.0,5.633163576288648,1,55.51996,11883.887133118042
16,1,0,13.2,46.0,40761.0,4,2014,48999,0,0,48999.0,17892.0,4.146696072124529,1,56.42528,25770.833144875916
16,2,8,12.8,36.0,11059.0,4,2014,21000,0,0,21000.0,15491.0,4.238588188952521,1,56.08192,13100.765005692787
14,21,4,19.3,67.0,11188.0,4,2014,20248,0,0,20248.0,19694.0,4.107952318791556,1,65.15369,13450.363453702035
19,11,29,15.1,81.0,16992.0,4,2014,36894,0,0,36894.0,37496.0,8.392282109168226,1,59.056689999999996,10605.421829633533
14,13,25,21.4,42.0,23442.0,4,2014,41684,0,0,41684.0,28425.0,5.054014357984853,1,66.52611999999999,22345.078158984714
16,20,1,25.6,37.0,43564.0,5,2014,62010,0,0,62010.0,48999.0,0.302127735775785,1,71.12228,40991.97438103165
15,21,28,23.4,48.0,17286.0,5,2014,20248,0,0,20248.0,24130.0,8.123926432247144,1,69.50968,13254.121248610567
14,13,21,15.9,35.0,35533.0,5,2014,41684,0,0,41684.0,20248.0,2.955125535776775,1,59.68335,22439.264449041082
19,11,19,25.1,92.0,9515.0,7,2014,36894,0,0,36894.0,72081.0,7.290716897826722,1,76.33608000000001,12994.654237228153
16,0,4,23.9,25.0,15479.0,5,2014,17892,0,0,17892.0,19694.0,6.51881578384026,1,67.99924999999999,13562.158421408141
14,11,21,23.9,39.0,12960.0,5,2014,36894,0,0,36894.0,20248.0,6.111499469260642,1,69.30978999999999,12961.795467186537
18,1,2,20.5,44.0,26485.0,5,2014,48999,0,0,48999.0,21000.0,4.078297804606338,1,65.5428,28584.52161201563
14,21,25,23.1,40.0,12639.0,5,2014,20248,0,0,20248.0,28425.0,3.3286620435870446,1,68.43860000000001,13877.313895164516
19,8,11,23.3,87.0,9272.0,7,2014,15491,1,0,15491.0,36894.0,7.386918540320378,1,72.80028999999999,7819.632372106068
20,17,4,21.2,91.0,8982.0,7,2014,15109,1,0,15109.0,19694.0,2.6306078574437857,1,69.55807999999999,9468.0974226185
18,1,29,24.1,82.0,27387.0,7,2014,48999,0,0,48999.0,37496.0,1.1606281100632567,1,73.65938,34285.59378476245
19,0,19,27.5,70.0,30188.0,7,2014,47853,0,0,17892.0,72081.0,4.186544425564481,2,77.6225,20858.268816669643
19,25,28,27.0,57.0,20616.0,7,2014,28425,0,0,28425.0,24130.0,4.823988502077588,1,75.2551,11191.925775640611
19,4,6,27.2,83.0,13302.0,7,2014,19694,0,0,19694.0,20223.0,5.072244547998545,1,78.81324000000001,13370.961596628273
19,13,1,26.9,83.0,17348.0,7,2014,41684,0,0,41684.0,48999.0,2.268334593309588,1,78.32373,21984.17701968129
19,11,17,27.4,85.0,12673.0,7,2014,36894,0,0,36894.0,15109.0,7.710087509831851,1,79.39609999999999,13288.107210035996
19,12,20,26.8,85.0,10860.0,7,2014,17924,0,0,17924.0,62010.0,5.381804380564674,1,78.40520000000001,10445.978107174726
19,28,10,29.2,77.0,23277.0,7,2014,24130,0,0,24130.0,26827.0,9.393858791234184,1,81.20016,13742.575184628835
18,20,29,28.3,73.0,39205.0,7,2014,62010,0,0,62010.0,37496.0,0.933039479010391,1,79.23641,35955.0090644975
19,8,12,26.9,76.0,8123.0,7,2014,15491,0,0,15491.0,17924.0,5.30947726030698,1,77.46055999999999,8596.70405557971
19,11,23,25.3,66.0,15101.0,7,2014,36894,0,0,36894.0,15859.0,6.305066658679917,1,73.88602,11208.3070733692
19,4,8,27.4,70.0,14931.0,8,2014,19694,0,0,19694.0,15491.0,2.708516356702503,1,77.47219999999999,13338.993530405063
18,29,11,30.8,65.0,16632.0,8,2014,37496,0,0,37496.0,36894.0,8.392282109168226,1,81.7728,16900.146116309592
19,28,6,26.8,78.0,10415.0,8,2014,24130,0,0,24130.0,20223.0,6.656656238068461,1,77.54896,12644.451140825055
19,10,20,24.1,74.0,18378.0,8,2014,26827,0,0,26827.0,62010.0,0.32228674774181815,1,72.89466,19987.439306208973
19,11,28,24.6,86.0,12026.0,8,2014,36894,0,0,36894.0,24130.0,2.1578008883687394,1,74.87244,15114.662877604946
19,4,21,21.8,83.0,14252.0,8,2014,19694,0,0,19694.0,20248.0,4.107952318791556,1,70.00206,14105.391426319886
18,29,23,21.9,99.0,16724.0,8,2014,37496,1,0,37496.0,15859.0,2.087311598040404,1,71.34618999999999,13514.479407204502
18,2,6,27.8,93.0,15383.0,8,2014,21000,1,0,21000.0,20223.0,1.4355806377866602,1,81.11446000000001,16932.87877927166
19,8,28,27.3,70.0,8718.0,8,2014,15491,0,0,15491.0,24130.0,9.461389489395916,1,77.3219,10639.83996481007
18,1,20,27.0,69.0,32759.0,8,2014,48999,0,0,48999.0,62010.0,0.302127735775785,1,76.7467,30323.18687223217
19,6,17,24.3,83.0,15124.0,8,2014,41255,0,0,20223.0,15109.0,3.118823838239029,2,74.08131,19700.315894695643
19,25,4,27.6,76.0,13329.0,8,2014,28425,0,0,28425.0,19694.0,6.785369496312489,1,78.55424,12399.39604638683
19,11,0,25.6,88.0,21102.0,8,2014,36894,0,0,36894.0,17892.0,3.1266823454289407,1,76.75472,15233.385936100362
19,17,23,22.8,82.0,9022.0,8,2014,15109,0,0,15109.0,15859.0,1.40537387485181,1,71.55104,9258.447168858758
19,4,19,23.0,75.0,17468.0,8,2014,19694,0,0,19694.0,72081.0,3.084847914208407,1,71.2825,16123.086148802618
19,6,10,24.9,70.0,15312.0,8,2014,20223,0,0,20223.0,26827.0,2.7464450932811366,1,73.7147,14203.701952251007
19,0,25,26.4,57.0,21091.0,8,2014,47853,0,0,17892.0,28425.0,0.34934373631282367,2,74.43052,24738.585756479893
18,12,11,26.2,61.0,11640.0,8,2014,17924,0,0,17924.0,36894.0,2.2412424828322406,1,74.62118,9599.37437226062
18,8,29,20.8,82.0,14182.0,9,2014,15002,0,0,15491.0,37496.0,1.0127307148704543,0,68.30744,11030.162502922594
18,1,25,24.0,65.0,19097.0,9,2014,48999,0,0,48999.0,28425.0,4.474038561826223,1,71.889,25158.511253219527
19,19,6,24.0,62.0,25045.0,9,2014,72081,0,0,72081.0,20223.0,2.6927804110563915,1,71.6052,27464.772054339384
19,13,4,21.9,77.0,23981.0,9,2014,41684,0,0,41684.0,19694.0,1.8733025320660253,1,69.72237,24018.65917030042
19,0,17,23.4,50.0,22941.0,9,2014,47853,0,0,17892.0,15109.0,4.625835062436622,2,69.687,22595.75869177547
19,20,17,20.4,64.0,31652.0,9,2014,62010,0,0,62010.0,15109.0,0.26632468390668396,1,66.59743999999999,36260.599445638036
16,2,0,22.8,44.0,19569.0,9,2014,21000,0,0,21000.0,17892.0,0.1976272455912901,1,68.40768,19836.35001817382
19,11,13,16.6,81.0,11937.0,9,2014,36894,0,0,36894.0,41684.0,7.501852545391239,1,61.47454,10437.14938267766
19,12,8,20.8,68.0,5996.0,9,2014,17924,0,0,17924.0,15491.0,5.30947726030698,1,67.42656,6827.329464661506
15,8,10,25.9,39.0,12848.0,9,2014,15491,0,0,15491.0,26827.0,0.32924660701060876,1,71.70199,10185.679513089111
19,17,28,20.3,62.0,9022.0,9,2014,15109,0,0,15109.0,24130.0,9.774394899917217,1,66.33714,9725.010041651916
14,21,2,25.4,52.0,15093.0,9,2014,20248,0,0,20248.0,21000.0,2.9467293762787152,1,72.51392,15994.510818007402
19,0,6,24.3,61.0,17807.0,9,2014,47853,0,0,17892.0,20223.0,1.5129853555048023,2,71.93477,25862.61395544855
15,4,1,15.6,66.0,13699.0,10,2014,19694,1,0,19694.0,48999.0,2.9802004586758857,1,59.69104,15521.420710955332
12,29,2,17.8,97.0,17939.0,10,2014,37496,1,0,37496.0,21000.0,5.236460665874411,1,63.94034,17810.011410041305
15,17,11,16.3,98.0,6115.0,10,2014,15109,1,0,15109.0,36894.0,7.710087509831851,1,61.303259999999995,8995.747081516349
15,25,6,24.8,61.0,17516.0,10,2014,28425,0,0,28425.0,20223.0,1.8327519226139195,1,72.64171999999999,15189.009853023006
14,2,10,22.3,27.0,17615.0,10,2014,21000,0,0,21000.0,26827.0,4.180828086599581,1,66.46279,18064.932277865002
16,11,6,17.3,54.0,16304.0,10,2014,36894,0,0,36894.0,20223.0,4.597967558846954,1,61.83958,16014.217659716758
19,20,23,15.1,81.0,19977.0,10,2014,62010,0,0,62010.0,15859.0,1.1602718017473375,1,59.056689999999996,25329.45066512295
19,25,29,21.1,53.0,9375.0,10,2014,28425,0,0,28425.0,37496.0,5.633163576288648,1,66.88317,14689.495782888565
19,1,11,14.1,87.0,13048.0,10,2014,48999,1,0,48999.0,36894.0,7.2381737618429725,1,57.42433,21186.907025290675
19,0,12,17.9,64.0,10262.0,10,2014,17892,0,0,17892.0,17924.0,1.003186071508671,1,62.98844,12770.324807274252
19,2,1,19.8,67.0,15695.0,10,2014,21000,0,0,21000.0,48999.0,4.078297804606338,1,65.89034,16130.714581395996
16,25,8,23.6,45.0,12826.0,10,2014,28425,0,0,28425.0,15491.0,4.637434575768482,1,69.4948,13096.6029442069
19,23,10,18.3,77.0,10536.0,10,2014,15859,0,0,15859.0,26827.0,1.0610284604910436,1,64.06209,10334.446482874475
19,21,11,18.9,90.0,13098.0,10,2014,20248,0,0,20248.0,36894.0,6.111499469260642,1,65.57889999999999,12154.661057990981
16,13,29,18.9,87.0,27809.0,11,2014,41684,0,0,41684.0,37496.0,2.4684545743898156,1,65.44657,25645.300253565096
19,28,25,15.8,57.0,12895.0,11,2014,24130,0,0,24130.0,28425.0,4.823988502077588,1,59.86294,11004.779134933688
16,11,8,18.3,71.0,14024.0,11,2014,36894,0,0,36894.0,15491.0,7.386918540320378,1,63.83307,15853.056020421167
17,4,0,11.1,79.0,19404.0,11,2014,19694,0,0,19694.0,17892.0,6.51881578384026,1,52.675309999999996,17211.016251968857
14,29,10,16.8,68.0,20261.0,11,2014,37496,0,0,37496.0,26827.0,1.0723635246920684,1,61.49376,21078.458839761315
17,8,17,13.1,57.0,11836.0,11,2014,15491,0,0,15491.0,15109.0,0.3484035414573276,1,56.15233,10846.112246762947
17,4,12,11.6,93.0,17152.0,11,2014,19694,1,0,19694.0,17924.0,7.513492510093552,1,53.077119999999994,12602.805146038203
17,19,13,13.8,83.0,29379.0,11,2014,72081,0,0,72081.0,41684.0,2.4350511687668885,1,56.94846,37770.56237651329
14,2,25,19.0,46.0,18587.0,11,2014,21000,0,0,21000.0,28425.0,0.4021655411606228,1,63.7646,16540.95971420997
15,29,28,6.3,50.0,25318.0,12,2014,37496,0,1,37496.0,24130.0,10.455917415025509,1,47.3715,19628.565147393867
15,20,6,8.2,33.0,53091.0,12,2014,62010,0,1,62010.0,20223.0,2.879363147987082,1,50.901939999999996,52130.94854591625
15,1,19,5.8,57.0,32538.0,12,2014,48999,0,1,48999.0,72081.0,0.17212320464133138,1,46.11994,35952.918452729224
19,13,17,7.0,63.0,2104.0,12,2014,37496,0,1,41684.0,15109.0,2.2297178468864636,0,47.326899999999995,23019.928179455615
15,21,23,7.8,31.0,19824.0,12,2014,20248,0,1,20248.0,15859.0,0.6446801989203639,1,50.57881999999999,17387.68756547057
15,25,10,9.0,31.0,17574.0,12,2014,28425,0,1,28425.0,26827.0,4.574808921790844,1,51.9191,19801.735662958174
15,12,2,4.5,64.0,17274.0,12,2014,17924,0,1,17924.0,21000.0,1.12439775118284,1,43.6442,12528.871674950622
14,6,16,13.4,50.0,33558.0,3,2015,41255,0,1,20223.0,20336.0,1.4367818278339959,2,56.637,25941.2133179621
15,19,10,8.8,61.0,38123.0,3,2015,72081,0,1,72081.0,26827.0,0.0875658301222585,1,50.01932,31695.459403239824
13,13,21,5.9,61.0,19537.0,3,2015,41684,0,0,41684.0,20248.0,2.955125535776775,1,45.91901,19477.939755317326
15,10,25,12.9,27.0,21689.0,3,2015,26827,0,0,26827.0,28425.0,4.574808921790844,1,56.336169999999996,16149.272411206832
18,28,2,10.9,26.0,17695.0,3,2015,24130,0,0,24130.0,21000.0,5.223106249134511,1,54.21666,14687.039694070503
19,16,11,0.8,67.0,17091.0,3,2015,20336,0,0,20336.0,36894.0,5.7899144267815394,1,37.897639999999996,12970.082185433313
15,19,28,16.3,55.0,13529.0,3,2015,15440,0,0,72081.0,24130.0,9.33494897197648,0,60.51335,10950.032042525812
19,29,28,19.4,88.0,8539.0,4,2015,37496,0,0,37496.0,24130.0,10.455917415025509,1,66.33127999999999,10428.96671616465
19,2,6,19.3,93.0,10702.0,4,2015,21000,1,0,21000.0,20223.0,1.4355806377866602,1,66.40351,14978.154380901473
14,19,4,17.3,30.0,20207.0,4,2015,72081,0,0,72081.0,19694.0,3.084847914208407,1,61.1611,20136.64655338936
14,9,16,16.8,20.0,7067.0,4,2015,20784,0,0,20784.0,20336.0,3.2716980387323322,1,60.3744,9489.395490918332
14,13,25,16.6,36.0,16068.0,4,2015,41684,0,0,41684.0,28425.0,5.054014357984853,1,60.51424,18537.349845041907
19,6,21,15.3,35.0,9986.0,4,2015,20223,0,0,20223.0,20248.0,1.5468613455135596,1,58.98945,12426.50424567972
14,21,9,20.4,61.0,11348.0,4,2015,20248,0,0,20248.0,20784.0,3.8504500595796505,1,66.42056,14669.80892741549
16,2,16,22.9,38.0,17173.0,4,2015,21000,0,0,21000.0,20336.0,2.7419780934956264,1,68.02998,17891.277266230973
14,9,19,29.8,28.0,12188.0,5,2015,20784,0,0,20784.0,72081.0,2.929754643310932,1,74.69456,11341.540326563785
15,29,23,17.8,83.0,15340.0,5,2015,37496,0,0,37496.0,15859.0,2.087311598040404,1,63.47526,12608.512315583255
16,1,10,25.6,38.0,42604.0,5,2015,48999,0,0,48999.0,26827.0,0.14250487871298104,1,71.23272,29722.823401338686
19,28,25,23.6,50.0,20792.0,5,2015,24130,0,0,24130.0,28425.0,4.823988502077588,1,69.94800000000001,12287.737951405852
14,16,23,24.0,25.0,16916.0,5,2015,20336,0,0,20336.0,15859.0,0.8733912216515642,1,68.10499999999999,17176.205085216065
14,13,9,23.8,28.0,25009.0,5,2015,41684,0,0,41684.0,20784.0,1.3931586003815188,1,68.17135999999999,30735.845994760566
19,4,1,17.1,66.0,14368.0,5,2015,19694,0,0,19694.0,48999.0,2.9802004586758857,1,61.88614,16653.89419192287
19,2,29,21.8,56.0,13110.0,6,2015,21000,0,0,21000.0,37496.0,5.236460665874411,1,68.03592,16761.12984033661
16,25,21,21.8,31.0,14397.0,5,2015,28425,0,0,28425.0,20248.0,3.3286620435870446,1,66.21542,15339.759654420877
14,23,9,26.2,45.0,9159.0,5,2015,15859,0,0,15859.0,20784.0,3.2520805695525046,1,72.75909999999999,10504.431495275614
15,21,19,20.3,89.0,12978.0,5,2015,20248,0,0,20248.0,72081.0,1.241177900871988,1,67.90233,14846.21496008203
18,2,10,20.1,67.0,18842.0,5,2015,21000,0,0,21000.0,26827.0,4.180828086599581,1,66.33233,17967.649164771643
19,16,19,20.4,43.0,18906.0,5,2015,20336,0,0,20336.0,72081.0,1.8172454322663805,1,65.35928,17516.992656203845
13,13,23,27.9,46.0,23197.0,5,2015,41684,0,0,41684.0,15859.0,2.310844208898552,1,75.02665999999999,22670.977581119037
14,6,9,30.3,33.0,13662.0,5,2015,41255,0,0,20223.0,20784.0,4.703043178572463,2,76.02301,21202.114793383476
16,25,4,24.4,59.0,14906.0,5,2015,28425,0,0,28425.0,19694.0,6.785369496312489,1,71.87904,15189.568933810382
19,21,10,20.9,90.0,13055.0,5,2015,20248,0,0,20248.0,26827.0,1.312921510709607,1,68.98089999999999,14621.091533538378
16,4,28,20.3,51.0,12753.0,6,2015,19694,0,0,19694.0,24130.0,11.482283202473996,1,65.69946999999999,14245.698862545798
16,9,29,24.3,42.0,13241.0,6,2015,20784,0,0,20784.0,37496.0,2.3627473654457836,1,70.08094,12204.119348405045
