iter	Passed	Remaining
1696	5757	11205
1697	5760	11201
1698	5763	11198
1699	5766	11194
1700	5770	11190
1701	5773	11186
1702	5776	11182
1703	5779	11179
1704	5782	11175
1705	5786	11172
1706	5789	11168
1707	5793	11165
1708	5796	11162
1709	5799	11158
1710	5802	11154
1711	5805	11150
1712	5809	11147
1713	5812	11143
1714	5815	11139
1715	5818	11135
1716	5822	11132
1717	5825	11129
1718	5828	11125
1719	5831	11121
1720	5835	11117
1721	5838	11114
1722	5842	11111
1723	5845	11107
1724	5848	11104
1725	5852	11100
1726	5855	11097
1727	5858	11093
1728	5861	11089
1729	5865	11086
1730	5868	11082
1731	5871	11079
1732	5875	11076
1733	5878	11072
1734	5882	11069
1735	5885	11066
1736	5889	11063
1737	5892	11060
1738	5896	11056
1739	5899	11052
1740	5902	11049
1741	5906	11046
1742	5909	11043
1743	5913	11039
1744	5916	11036
1745	5919	11032
1746	5923	11029
1747	5926	11025
1748	5929	11021
1749	5932	11017
1750	5936	11014
1751	5939	11011
1752	5943	11008
1753	5946	11004
1754	5949	11001
1755	5953	10997
1756	5956	10994
1757	5959	10990
1758	5963	10987
1759	5966	10983
1760	5970	10980
1761	5973	10976
1762	5976	10973
1763	5979	10970
1764	5983	10966
1765	5986	10963
1766	5989	10959
1767	5993	10955
1768	5996	10952
1769	5999	10948
1770	6003	10945
1771	6006	10941
1772	6009	10938
1773	6013	10935
1774	6016	10931
1775	6019	10927
1776	6022	10923
1777	6026	10920
1778	6029	10916
1779	6033	10913
1780	6036	10909
1781	6039	10906
1782	6043	10903
1783	6046	10900
1784	6049	10896
