iter	RMSE
1665	1103.760355
1666	1103.128877
1667	1102.208393
1668	1101.243378
1669	1100.567581
1670	1099.820499
1671	1098.508609
1672	1097.942818
1673	1097.497735
1674	1096.823647
1675	1095.697772
1676	1094.974275
1677	1094.340895
1678	1093.466505
1679	1092.913356
1680	1092.886945
1681	1091.665712
1682	1090.968306
1683	1090.325102
1684	1089.763046
1685	1088.852158
1686	1088.051635
1687	1087.182079
1688	1086.729037
1689	1086.045935
1690	1085.392019
1691	1084.525991
1692	1083.628836
1693	1082.996809
1694	1082.100965
1695	1081.125248
1696	1080.19119
1697	1080.036458
1698	1079.194467
1699	1078.502189
1700	1078.234631
1701	1077.29101
1702	1077.038711
1703	1076.231555
1704	1075.573399
1705	1074.637568
1706	1074.00637
1707	1073.175898
1708	1072.304393
1709	1071.848284
1710	1071.213781
1711	1069.894819
1712	1068.956241
1713	1068.157862
1714	1067.41999
1715	1066.563568
1716	1065.91916
1717	1065.178923
1718	1063.731526
1719	1062.620694
1720	1061.990621
1721	1061.335977
1722	1060.989853
1723	1060.525526
1724	1059.417491
1725	1058.686463
1726	1057.904257
1727	1057.196053
1728	1056.424162
1729	1055.878384
1730	1054.80819
1731	1053.900367
1732	1053.240279
1733	1052.260492
1734	1051.413075
1735	1050.558463
1736	1050.112937
1737	1049.502902
1738	1048.27892
1739	1047.835079
1740	1047.204755
1741	1046.554664
1742	1045.560365
1743	1044.470066
1744	1043.306818
1745	1042.653712
1746	1042.257629
1747	1041.956087
1748	1041.226665
1749	1040.58185
1750	1039.753228
1751	1038.851451
1752	1038.57528
1753	1037.618851
1754	1036.571512
1755	1035.627637
1756	1034.576702
1757	1034.551922
1758	1034.10276
1759	1033.131321
1760	1031.970087
1761	1030.933902
1762	1029.804147
1763	1028.763133
1764	1027.951536
1765	1027.159766
1766	1026.313565
1767	1025.764729
1768	1025.314155
1769	1024.798095
1770	1024.196393
1771	1023.300566
1772	1022.532984
1773	1021.799545
1774	1021.775219
1775	1020.929748
1776	1020.451946
1777	1019.842044
1778	1019.30661
1779	1018.387787
1780	1018.28964
1781	1016.754463
1782	1016.360065
1783	1015.462513
1784	1014.752686
